County code,Tract,State code,Place code,State abbreviation,County name,Place name,Total housing units (2010),tract to placefp allocation factor
6013,3170,6,46114,CA,Contra Costa CA,"Martinez city, CA",1091,0.999
6013,3180,6,46114,CA,Contra Costa CA,"Martinez city, CA",1584,0.999
6013,3190,6,46114,CA,Contra Costa CA,"Martinez city, CA",2201,0.685
6013,3200.01,6,46114,CA,Contra Costa CA,"Martinez city, CA",249,0.197
6013,3200.03,6,46114,CA,Contra Costa CA,"Martinez city, CA",1046,1
6013,3200.04,6,46114,CA,Contra Costa CA,"Martinez city, CA",2259,0.872
6013,3211.01,6,46114,CA,Contra Costa CA,"Martinez city, CA",2571,1
6013,3211.02,6,46114,CA,Contra Costa CA,"Martinez city, CA",1541,0.555
6013,3211.03,6,46114,CA,Contra Costa CA,"Martinez city, CA",1718,0.928
6013,3212,6,46114,CA,Contra Costa CA,"Martinez city, CA",41,0.017
6013,3470,6,46114,CA,Contra Costa CA,"Martinez city, CA",139,0.058
6013,3560.02,6,46114,CA,Contra Costa CA,"Martinez city, CA",49,0.024
6081,6116,6,46870,CA,San Mateo CA,"Menlo Park city, CA",843,1
6081,6117,6,46870,CA,San Mateo CA,"Menlo Park city, CA",1461,1
6081,6118,6,46870,CA,San Mateo CA,"Menlo Park city, CA",1,0.001
6081,6121,6,46870,CA,San Mateo CA,"Menlo Park city, CA",418,0.138
6081,6125,6,46870,CA,San Mateo CA,"Menlo Park city, CA",2211,1
6081,6126,6,46870,CA,San Mateo CA,"Menlo Park city, CA",2291,1
6081,6127,6,46870,CA,San Mateo CA,"Menlo Park city, CA",826,1
6081,6128,6,46870,CA,San Mateo CA,"Menlo Park city, CA",1027,0.847
6081,6129,6,46870,CA,San Mateo CA,"Menlo Park city, CA",598,0.326
6081,6130,6,46870,CA,San Mateo CA,"Menlo Park city, CA",1456,0.907
6081,6132,6,46870,CA,San Mateo CA,"Menlo Park city, CA",0,0
6081,6139,6,46870,CA,San Mateo CA,"Menlo Park city, CA",1953,0.861
6081,9901,6,46870,CA,San Mateo CA,"Menlo Park city, CA",0, 
6081,6044,6,47486,CA,San Mateo CA,"Millbrae city, CA",1749,1
6081,6045,6,47486,CA,San Mateo CA,"Millbrae city, CA",1372,1
6081,6046,6,47486,CA,San Mateo CA,"Millbrae city, CA",947,1
6081,6047,6,47486,CA,San Mateo CA,"Millbrae city, CA",1010,1
6081,6048,6,47486,CA,San Mateo CA,"Millbrae city, CA",1992,1
6081,6049,6,47486,CA,San Mateo CA,"Millbrae city, CA",1302,1
6081,6135.01,6,47486,CA,San Mateo CA,"Millbrae city, CA",0,0
6041,1191,6,47710,CA,Marin CA,"Mill Valley city, CA",0,0
6041,1261,6,47710,CA,Marin CA,"Mill Valley city, CA",2541,0.993
6041,1262,6,47710,CA,Marin CA,"Mill Valley city, CA",1828,0.853
6041,1270,6,47710,CA,Marin CA,"Mill Valley city, CA",2161,1
6041,1282,6,47710,CA,Marin CA,"Mill Valley city, CA",4,0.002
6085,5044.12,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1297,1
6085,5044.13,6,47766,CA,Santa Clara CA,"Milpitas city, CA",692,1
6085,5044.14,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1509,1
6085,5044.15,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1530,1
6085,5044.16,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1089,1
6085,5044.17,6,47766,CA,Santa Clara CA,"Milpitas city, CA",63,0.543
6085,5044.18,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1323,1
6085,5044.2,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1346,0.973
6085,5044.21,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1344,1
6085,5044.22,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1015,1
6085,5044.23,6,47766,CA,Santa Clara CA,"Milpitas city, CA",654,1
6085,5045.04,6,47766,CA,Santa Clara CA,"Milpitas city, CA",2749,1
6085,5045.05,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1310,1
6085,5045.06,6,47766,CA,Santa Clara CA,"Milpitas city, CA",2169,1
6085,5045.07,6,47766,CA,Santa Clara CA,"Milpitas city, CA",1694,1
6085,5046.02,6,47766,CA,Santa Clara CA,"Milpitas city, CA",3,0.005
6085,5050.06,6,47766,CA,Santa Clara CA,"Milpitas city, CA",19,0.009
6013,3640.02,6,48718,CA,Contra Costa CA,"Montalvin Manor CDP, CA",0,0
6013,3922,6,48718,CA,Contra Costa CA,"Montalvin Manor CDP, CA",895,0.274
6081,6136,6,48760,CA,San Mateo CA,"Montara CDP, CA",1167,0.502
6097,1537.03,6,48928,CA,Sonoma CA,"Monte Rio CDP, CA",930,0.329
6085,5070.01,6,48956,CA,Santa Clara CA,"Monte Sereno city, CA",257,0.078
6085,5071,6,48956,CA,Santa Clara CA,"Monte Sereno city, CA",2,0.001
6085,5072.03,6,48956,CA,Santa Clara CA,"Monte Sereno city, CA",48,0.04
6085,5072.06,6,48956,CA,Santa Clara CA,"Monte Sereno city, CA",980,0.946
6013,3500,6,49187,CA,Contra Costa CA,"Moraga town, CA",565,0.221
6013,3512,6,49187,CA,Contra Costa CA,"Moraga town, CA",166,0.079
6013,3521.01,6,49187,CA,Contra Costa CA,"Moraga town, CA",778,0.928
6013,3521.02,6,49187,CA,Contra Costa CA,"Moraga town, CA",1823,0.977
6013,3522.01,6,49187,CA,Contra Costa CA,"Moraga town, CA",1584,0.672
6013,3522.02,6,49187,CA,Contra Costa CA,"Moraga town, CA",838,0.788
6085,5123.05,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",970,0.727
6085,5123.07,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",2171,0.945
6085,5123.08,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1766,0.775
6085,5123.09,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1495,0.867
6085,5123.1,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1299,0.943
6085,5123.11,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1089,0.922
6085,5123.12,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",953,1
6085,5123.13,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1138,0.972
6085,5123.14,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",1974,0.997
6085,5124.01,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",0,0
6085,5124.02,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",4,0.002
6085,5135,6,49278,CA,Santa Clara CA,"Morgan Hill city, CA",0,0
6055,2014.03,6,49432,CA,Napa CA,"Moskowite Corner CDP, CA",21,0.055
6055,2018,6,49432,CA,Napa CA,"Moskowite Corner CDP, CA",75,0.074
6081,6136,6,49446,CA,San Mateo CA,"Moss Beach CDP, CA",1154,0.497
6013,3190,6,49651,CA,Contra Costa CA,"Mountain View CDP, CA",1013,0.315
6013,3200.01,6,49651,CA,Contra Costa CA,"Mountain View CDP, CA",0,0
6085,5046.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",364,0.997
6085,5047,6,49670,CA,Santa Clara CA,"Mountain View city, CA",0,0
6085,5084.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",0,0
6085,5091.05,6,49670,CA,Santa Clara CA,"Mountain View city, CA",3216,1
6085,5091.08,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1983,1
6085,5091.09,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1965,1
6085,5092.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",2414,0.944
6085,5092.02,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1906,1
6085,5093.02,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1005,0.804
6085,5093.03,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1920,1
6085,5093.04,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1325,0.999
6085,5094.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1514,0.888
6085,5094.03,6,49670,CA,Santa Clara CA,"Mountain View city, CA",2159,1
6085,5094.04,6,49670,CA,Santa Clara CA,"Mountain View city, CA",2609,1
6085,5095,6,49670,CA,Santa Clara CA,"Mountain View city, CA",2379,1
6085,5096,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1374,1
6085,5097,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1504,1
6085,5098.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",2300,0.999
6085,5098.02,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1144,1
6085,5099.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",670,0.877
6085,5099.02,6,49670,CA,Santa Clara CA,"Mountain View city, CA",1908,1
6085,5100.01,6,49670,CA,Santa Clara CA,"Mountain View city, CA",214,0.1
6085,5104,6,49670,CA,Santa Clara CA,"Mountain View city, CA",8,0.007
6085,5108.02,6,49670,CA,Santa Clara CA,"Mountain View city, CA",0,0
6041,1311,6,49950,CA,Marin CA,"Muir Beach CDP, CA",162,0.342
6055,2002.01,6,50258,CA,Napa CA,"Napa city, CA",1381,1
6055,2002.02,6,50258,CA,Napa CA,"Napa city, CA",1195,1
6055,2002.03,6,50258,CA,Napa CA,"Napa city, CA",897,1
6055,2003.01,6,50258,CA,Napa CA,"Napa city, CA",1560,0.863
6055,2003.02,6,50258,CA,Napa CA,"Napa city, CA",817,0.919
6055,2004,6,50258,CA,Napa CA,"Napa city, CA",1527,0.915
6055,2005.01,6,50258,CA,Napa CA,"Napa city, CA",1804,1
6055,2005.03,6,50258,CA,Napa CA,"Napa city, CA",758,1
6055,2005.04,6,50258,CA,Napa CA,"Napa city, CA",2447,1
6055,2005.05,6,50258,CA,Napa CA,"Napa city, CA",1085,1
6055,2006.01,6,50258,CA,Napa CA,"Napa city, CA",1702,1
6055,2006.02,6,50258,CA,Napa CA,"Napa city, CA",1859,0.95
6055,2007.03,6,50258,CA,Napa CA,"Napa city, CA",1155,0.965
6055,2007.04,6,50258,CA,Napa CA,"Napa city, CA",1108,0.651
6055,2007.05,6,50258,CA,Napa CA,"Napa city, CA",1020,0.984
6055,2007.06,6,50258,CA,Napa CA,"Napa city, CA",1154,0.986
6055,2007.07,6,50258,CA,Napa CA,"Napa city, CA",1433,1
6055,2008.02,6,50258,CA,Napa CA,"Napa city, CA",2341,0.977
6055,2008.03,6,50258,CA,Napa CA,"Napa city, CA",815,0.925
6055,2008.04,6,50258,CA,Napa CA,"Napa city, CA",1649,1
6055,2009,6,50258,CA,Napa CA,"Napa city, CA",1,0.034
6055,2010.03,6,50258,CA,Napa CA,"Napa city, CA",0,0
6055,2010.05,6,50258,CA,Napa CA,"Napa city, CA",0,0
6055,2011.01,6,50258,CA,Napa CA,"Napa city, CA",781,0.984
6055,2011.02,6,50258,CA,Napa CA,"Napa city, CA",23,0.022
6055,2012,6,50258,CA,Napa CA,"Napa city, CA",1637,0.752
6055,2014.01,6,50258,CA,Napa CA,"Napa city, CA",0,0
6055,2014.02,6,50258,CA,Napa CA,"Napa city, CA",0,0
6001,4441,6,50916,CA,Alameda CA,"Newark city, CA",2496,1
6001,4442,6,50916,CA,Alameda CA,"Newark city, CA",1985,1
6001,4443.01,6,50916,CA,Alameda CA,"Newark city, CA",1169,1
6001,4443.02,6,50916,CA,Alameda CA,"Newark city, CA",1260,1
6001,4444,6,50916,CA,Alameda CA,"Newark city, CA",1480,1
6001,4445,6,50916,CA,Alameda CA,"Newark city, CA",1997,1
6001,4446.01,6,50916,CA,Alameda CA,"Newark city, CA",1442,1
6001,4446.02,6,50916,CA,Alameda CA,"Newark city, CA",1585,1
6041,1330,6,51280,CA,Marin CA,"Nicasio CDP, CA",41,0.02
6013,3451.15,6,51622,CA,Contra Costa CA,"Norris Canyon CDP, CA",274,0.146
6013,3452.02,6,51622,CA,Contra Costa CA,"Norris Canyon CDP, CA",3,0.001
6081,6105,6,51840,CA,San Mateo CA,"North Fair Oaks CDP, CA",1323,0.998
6081,6106.01,6,51840,CA,San Mateo CA,"North Fair Oaks CDP, CA",1566,1
6081,6106.02,6,51840,CA,San Mateo CA,"North Fair Oaks CDP, CA",1192,1
6081,6107,6,51840,CA,San Mateo CA,"North Fair Oaks CDP, CA",26,0.012
6081,6116,6,51840,CA,San Mateo CA,"North Fair Oaks CDP, CA",0,0
6013,3383.02,6,51890,CA,Contra Costa CA,"North Gate CDP, CA",209,0.095
6013,3553.02,6,51890,CA,Contra Costa CA,"North Gate CDP, CA",55,0.045
6013,3650.02,6,52162,CA,Contra Costa CA,"North Richmond CDP, CA",1195,0.688
6013,3780,6,52162,CA,Contra Costa CA,"North Richmond CDP, CA",40,0.02
6013,3922,6,52162,CA,Contra Costa CA,"North Richmond CDP, CA",2,0.001
6041,1011,6,52582,CA,Marin CA,"Novato city, CA",420,0.381
6041,1012,6,52582,CA,Marin CA,"Novato city, CA",888,0.834
6041,1021,6,52582,CA,Marin CA,"Novato city, CA",951,1
6041,1022.02,6,52582,CA,Marin CA,"Novato city, CA",2202,1
6041,1022.03,6,52582,CA,Marin CA,"Novato city, CA",2073,1
6041,1031,6,52582,CA,Marin CA,"Novato city, CA",2114,0.754
6041,1032,6,52582,CA,Marin CA,"Novato city, CA",2508,0.939
6041,1041.01,6,52582,CA,Marin CA,"Novato city, CA",3123,0.998
6041,1041.02,6,52582,CA,Marin CA,"Novato city, CA",2132,1
6041,1042,6,52582,CA,Marin CA,"Novato city, CA",1983,0.804
6041,1043,6,52582,CA,Marin CA,"Novato city, CA",0,0
6041,1050,6,52582,CA,Marin CA,"Novato city, CA",2761,1
6041,1330,6,52582,CA,Marin CA,"Novato city, CA",3,0.001
6001,4001,6,53000,CA,Alameda CA,"Oakland city, CA",1396,1
6001,4002,6,53000,CA,Alameda CA,"Oakland city, CA",915,1
6001,4003,6,53000,CA,Alameda CA,"Oakland city, CA",2591,1
6001,4004,6,53000,CA,Alameda CA,"Oakland city, CA",1903,1
6001,4005,6,53000,CA,Alameda CA,"Oakland city, CA",1684,1
6001,4006,6,53000,CA,Alameda CA,"Oakland city, CA",757,1
6001,4007,6,53000,CA,Alameda CA,"Oakland city, CA",1929,1
6001,4008,6,53000,CA,Alameda CA,"Oakland city, CA",1733,1
6001,4009,6,53000,CA,Alameda CA,"Oakland city, CA",1153,1
6001,4010,6,53000,CA,Alameda CA,"Oakland city, CA",2658,1
6001,4011,6,53000,CA,Alameda CA,"Oakland city, CA",2147,1
6001,4012,6,53000,CA,Alameda CA,"Oakland city, CA",1296,1
6001,4013,6,53000,CA,Alameda CA,"Oakland city, CA",1839,1
6001,4014,6,53000,CA,Alameda CA,"Oakland city, CA",1764,1
6001,4015,6,53000,CA,Alameda CA,"Oakland city, CA",1244,1
6001,4016,6,53000,CA,Alameda CA,"Oakland city, CA",919,1
6001,4017,6,53000,CA,Alameda CA,"Oakland city, CA",1310,1
6001,4018,6,53000,CA,Alameda CA,"Oakland city, CA",800,1
6001,4022,6,53000,CA,Alameda CA,"Oakland city, CA",988,1
6001,4024,6,53000,CA,Alameda CA,"Oakland city, CA",1168,1
6001,4025,6,53000,CA,Alameda CA,"Oakland city, CA",747,1
6001,4026,6,53000,CA,Alameda CA,"Oakland city, CA",656,1
6001,4027,6,53000,CA,Alameda CA,"Oakland city, CA",731,1
6001,4028,6,53000,CA,Alameda CA,"Oakland city, CA",2317,1
6001,4029,6,53000,CA,Alameda CA,"Oakland city, CA",959,1
6001,4030,6,53000,CA,Alameda CA,"Oakland city, CA",1732,1
6001,4031,6,53000,CA,Alameda CA,"Oakland city, CA",751,1
6001,4033,6,53000,CA,Alameda CA,"Oakland city, CA",2236,1
6001,4034,6,53000,CA,Alameda CA,"Oakland city, CA",3071,1
6001,4035.01,6,53000,CA,Alameda CA,"Oakland city, CA",2745,1
6001,4035.02,6,53000,CA,Alameda CA,"Oakland city, CA",1296,1
6001,4036,6,53000,CA,Alameda CA,"Oakland city, CA",2732,1
6001,4037.01,6,53000,CA,Alameda CA,"Oakland city, CA",1915,1
6001,4037.02,6,53000,CA,Alameda CA,"Oakland city, CA",1211,1
6001,4038,6,53000,CA,Alameda CA,"Oakland city, CA",1975,1
6001,4039,6,53000,CA,Alameda CA,"Oakland city, CA",2265,1
6001,4040,6,53000,CA,Alameda CA,"Oakland city, CA",1831,1
6001,4041.01,6,53000,CA,Alameda CA,"Oakland city, CA",1819,1
6001,4041.02,6,53000,CA,Alameda CA,"Oakland city, CA",1706,1
6001,4042,6,53000,CA,Alameda CA,"Oakland city, CA",1420,1
6001,4043,6,53000,CA,Alameda CA,"Oakland city, CA",1395,1
6001,4044,6,53000,CA,Alameda CA,"Oakland city, CA",2391,1
6001,4045.01,6,53000,CA,Alameda CA,"Oakland city, CA",710,1
6001,4045.02,6,53000,CA,Alameda CA,"Oakland city, CA",2548,1
6001,4046,6,53000,CA,Alameda CA,"Oakland city, CA",1867,1
6001,4047,6,53000,CA,Alameda CA,"Oakland city, CA",825,1
6001,4048,6,53000,CA,Alameda CA,"Oakland city, CA",1288,1
6001,4049,6,53000,CA,Alameda CA,"Oakland city, CA",2056,1
6001,4050,6,53000,CA,Alameda CA,"Oakland city, CA",1606,1
6001,4051,6,53000,CA,Alameda CA,"Oakland city, CA",1627,1
6001,4052,6,53000,CA,Alameda CA,"Oakland city, CA",2597,1
6001,4053.01,6,53000,CA,Alameda CA,"Oakland city, CA",1656,1
6001,4053.02,6,53000,CA,Alameda CA,"Oakland city, CA",1561,1
6001,4054.01,6,53000,CA,Alameda CA,"Oakland city, CA",1748,1
6001,4054.02,6,53000,CA,Alameda CA,"Oakland city, CA",1251,1
6001,4055,6,53000,CA,Alameda CA,"Oakland city, CA",1642,1
6001,4056,6,53000,CA,Alameda CA,"Oakland city, CA",1511,1
6001,4057,6,53000,CA,Alameda CA,"Oakland city, CA",1439,1
6001,4058,6,53000,CA,Alameda CA,"Oakland city, CA",1382,1
6001,4059.01,6,53000,CA,Alameda CA,"Oakland city, CA",1192,1
6001,4059.02,6,53000,CA,Alameda CA,"Oakland city, CA",1001,1
6001,4060,6,53000,CA,Alameda CA,"Oakland city, CA",1669,1
6001,4061,6,53000,CA,Alameda CA,"Oakland city, CA",1620,1
6001,4062.01,6,53000,CA,Alameda CA,"Oakland city, CA",1520,1
6001,4062.02,6,53000,CA,Alameda CA,"Oakland city, CA",1406,1
6001,4063,6,53000,CA,Alameda CA,"Oakland city, CA",1323,1
6001,4064,6,53000,CA,Alameda CA,"Oakland city, CA",789,1
6001,4065,6,53000,CA,Alameda CA,"Oakland city, CA",2015,1
6001,4066.01,6,53000,CA,Alameda CA,"Oakland city, CA",1805,1
6001,4066.02,6,53000,CA,Alameda CA,"Oakland city, CA",964,1
6001,4067,6,53000,CA,Alameda CA,"Oakland city, CA",2335,1
6001,4068,6,53000,CA,Alameda CA,"Oakland city, CA",1451,1
6001,4069,6,53000,CA,Alameda CA,"Oakland city, CA",1561,1
6001,4070,6,53000,CA,Alameda CA,"Oakland city, CA",2233,1
6001,4071.01,6,53000,CA,Alameda CA,"Oakland city, CA",1096,1
6001,4071.02,6,53000,CA,Alameda CA,"Oakland city, CA",1375,1
6001,4072,6,53000,CA,Alameda CA,"Oakland city, CA",2008,1
6001,4073,6,53000,CA,Alameda CA,"Oakland city, CA",811,1
6001,4074,6,53000,CA,Alameda CA,"Oakland city, CA",1186,1
6001,4075,6,53000,CA,Alameda CA,"Oakland city, CA",1386,1
6001,4076,6,53000,CA,Alameda CA,"Oakland city, CA",2251,1
6001,4077,6,53000,CA,Alameda CA,"Oakland city, CA",1826,1
6001,4078,6,53000,CA,Alameda CA,"Oakland city, CA",783,1
6001,4079,6,53000,CA,Alameda CA,"Oakland city, CA",1198,1
6001,4080,6,53000,CA,Alameda CA,"Oakland city, CA",1058,1
6001,4081,6,53000,CA,Alameda CA,"Oakland city, CA",2714,1
6001,4082,6,53000,CA,Alameda CA,"Oakland city, CA",1819,1
6001,4083,6,53000,CA,Alameda CA,"Oakland city, CA",1826,1
6001,4084,6,53000,CA,Alameda CA,"Oakland city, CA",1275,1
6001,4085,6,53000,CA,Alameda CA,"Oakland city, CA",1666,1
6001,4086,6,53000,CA,Alameda CA,"Oakland city, CA",1897,1
6001,4087,6,53000,CA,Alameda CA,"Oakland city, CA",2512,1
6001,4088,6,53000,CA,Alameda CA,"Oakland city, CA",1937,1
6001,4089,6,53000,CA,Alameda CA,"Oakland city, CA",1074,1
6001,4090,6,53000,CA,Alameda CA,"Oakland city, CA",1071,1
6001,4091,6,53000,CA,Alameda CA,"Oakland city, CA",664,1
6001,4092,6,53000,CA,Alameda CA,"Oakland city, CA",972,1
6001,4093,6,53000,CA,Alameda CA,"Oakland city, CA",1611,0.998
6001,4094,6,53000,CA,Alameda CA,"Oakland city, CA",1260,1
6001,4095,6,53000,CA,Alameda CA,"Oakland city, CA",1007,1
6001,4096,6,53000,CA,Alameda CA,"Oakland city, CA",1561,1
6001,4097,6,53000,CA,Alameda CA,"Oakland city, CA",1697,1
6001,4098,6,53000,CA,Alameda CA,"Oakland city, CA",1289,1
6001,4099,6,53000,CA,Alameda CA,"Oakland city, CA",1415,1
6001,4100,6,53000,CA,Alameda CA,"Oakland city, CA",1179,1
6001,4101,6,53000,CA,Alameda CA,"Oakland city, CA",1003,1
6001,4102,6,53000,CA,Alameda CA,"Oakland city, CA",1179,1
6001,4103,6,53000,CA,Alameda CA,"Oakland city, CA",1044,1
6001,4104,6,53000,CA,Alameda CA,"Oakland city, CA",1352,1
6001,4105,6,53000,CA,Alameda CA,"Oakland city, CA",948,1
6001,9819,6,53000,CA,Alameda CA,"Oakland city, CA",26,1
6001,9820,6,53000,CA,Alameda CA,"Oakland city, CA",37,1
6001,9832,6,53000,CA,Alameda CA,"Oakland city, CA",404,1
6001,9900,6,53000,CA,Alameda CA,"Oakland city, CA",0, 
6013,3010,6,53070,CA,Contra Costa CA,"Oakley city, CA",237,0.113
6013,3020.05,6,53070,CA,Contra Costa CA,"Oakley city, CA",2367,1
6013,3020.06,6,53070,CA,Contra Costa CA,"Oakley city, CA",1244,1
6013,3020.07,6,53070,CA,Contra Costa CA,"Oakley city, CA",2102,1
6013,3020.08,6,53070,CA,Contra Costa CA,"Oakley city, CA",2101,0.905
6013,3020.1,6,53070,CA,Contra Costa CA,"Oakley city, CA",3158,1
6013,3031.02,6,53070,CA,Contra Costa CA,"Oakley city, CA",132,0.055
6013,3060.02,6,53070,CA,Contra Costa CA,"Oakley city, CA",143,0.129
6055,2012,6,53196,CA,Napa CA,"Oakville CDP, CA",12,0.006
6055,2015,6,53196,CA,Napa CA,"Oakville CDP, CA",32,0.028
6097,1543.02,6,53266,CA,Sonoma CA,"Occidental CDP, CA",673,0.261
6013,3480,6,54232,CA,Contra Costa CA,"Orinda city, CA",0,0
6013,3500,6,54232,CA,Contra Costa CA,"Orinda city, CA",213,0.083
6013,3522.01,6,54232,CA,Contra Costa CA,"Orinda city, CA",773,0.328
6013,3522.02,6,54232,CA,Contra Costa CA,"Orinda city, CA",125,0.118
6013,3530.01,6,54232,CA,Contra Costa CA,"Orinda city, CA",1347,0.984
6013,3530.02,6,54232,CA,Contra Costa CA,"Orinda city, CA",1188,0.776
6013,3540.01,6,54232,CA,Contra Costa CA,"Orinda city, CA",724,0.995
6013,3540.02,6,54232,CA,Contra Costa CA,"Orinda city, CA",2434,0.925
6013,3560.02,6,54232,CA,Contra Costa CA,"Orinda city, CA",0,0
6013,3211.02,6,54764,CA,Contra Costa CA,"Pacheco CDP, CA",62,0.022
6013,3212,6,54764,CA,Contra Costa CA,"Pacheco CDP, CA",840,0.349
6013,3270,6,54764,CA,Contra Costa CA,"Pacheco CDP, CA",740,0.256
6081,6027,6,54806,CA,San Mateo CA,"Pacifica city, CA",1960,1
6081,6028,6,54806,CA,San Mateo CA,"Pacifica city, CA",1539,1
6081,6029,6,54806,CA,San Mateo CA,"Pacifica city, CA",1703,1
6081,6030,6,54806,CA,San Mateo CA,"Pacifica city, CA",1970,1
6081,6031,6,54806,CA,San Mateo CA,"Pacifica city, CA",1280,1
6081,6032,6,54806,CA,San Mateo CA,"Pacifica city, CA",1461,0.982
6081,6033,6,54806,CA,San Mateo CA,"Pacifica city, CA",2467,1
6081,6034,6,54806,CA,San Mateo CA,"Pacifica city, CA",2143,1
6085,5046.01,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1,0.003
6085,5093.02,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",245,0.196
6085,5093.04,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1,0.001
6085,5094.01,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",188,0.11
6085,5106,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2467,1
6085,5107,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2098,1
6085,5108.01,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2223,1
6085,5108.02,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",726,1
6085,5108.03,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1063,1
6085,5109,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2101,1
6085,5110,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2489,1
6085,5111,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1962,1
6085,5112,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1866,1
6085,5113.01,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1925,1
6085,5113.02,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2509,1
6085,5114,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",1456,1
6085,5115,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2273,0.715
6085,5116.08,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",0,0
6085,5116.09,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",2006,1
6085,5117.01,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",178,0.117
6085,5117.05,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",296,0.831
6085,5117.07,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",143,0.109
6085,5130,6,55282,CA,Santa Clara CA,"Palo Alto city, CA",0,0
6097,1506.07,6,56476,CA,Sonoma CA,"Penngrove CDP, CA",117,0.062
6097,1506.12,6,56476,CA,Sonoma CA,"Penngrove CDP, CA",38,0.022
6097,1512.01,6,56476,CA,Sonoma CA,"Penngrove CDP, CA",965,0.322
6081,6138,6,56756,CA,San Mateo CA,"Pescadero CDP, CA",216,0.108
6097,1506.01,6,56784,CA,Sonoma CA,"Petaluma city, CA",1394,1
6097,1506.02,6,56784,CA,Sonoma CA,"Petaluma city, CA",1557,1
6097,1506.03,6,56784,CA,Sonoma CA,"Petaluma city, CA",2734,0.998
6097,1506.07,6,56784,CA,Sonoma CA,"Petaluma city, CA",1563,0.834
6097,1506.09,6,56784,CA,Sonoma CA,"Petaluma city, CA",1942,1
6097,1506.1,6,56784,CA,Sonoma CA,"Petaluma city, CA",1397,0.996
6097,1506.11,6,56784,CA,Sonoma CA,"Petaluma city, CA",1499,0.993
6097,1506.12,6,56784,CA,Sonoma CA,"Petaluma city, CA",1221,0.713
6097,1507.01,6,56784,CA,Sonoma CA,"Petaluma city, CA",2145,1
6097,1507.02,6,56784,CA,Sonoma CA,"Petaluma city, CA",1618,0.889
6097,1508,6,56784,CA,Sonoma CA,"Petaluma city, CA",1996,0.964
6097,1509.01,6,56784,CA,Sonoma CA,"Petaluma city, CA",2088,0.992
6097,1509.02,6,56784,CA,Sonoma CA,"Petaluma city, CA",1325,0.909
6097,1510,6,56784,CA,Sonoma CA,"Petaluma city, CA",117,0.079
6097,1512.01,6,56784,CA,Sonoma CA,"Petaluma city, CA",140,0.047
