GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US06059099902,06059099902,"Census Tract 999.02, Orange County, California",4300,325,2720,387,46,58,165,228,934,323,20,34,302,227,113,119,13,21,100,118
1400000US06059099903,06059099903,"Census Tract 999.03, Orange County, California",5982,660,2312,524,0,132,39,50,1756,258,0,132,1827,759,48,39,0,132,48,39
1400000US06059099904,06059099904,"Census Tract 999.04, Orange County, California",6412,474,2212,475,142,114,28,49,2865,523,0,132,679,303,486,290,173,87,313,245
1400000US06059099905,06059099905,"Census Tract 999.05, Orange County, California",3802,389,2730,392,0,132,0,132,713,218,0,132,336,201,23,37,0,132,23,37
1400000US06059099906,06059099906,"Census Tract 999.06, Orange County, California",4980,314,3699,260,89,67,25,41,698,154,0,132,189,103,280,146,25,28,255,153
1400000US06059110001,06059110001,"Census Tract 1100.01, Orange County, California",4465,366,3488,444,9,15,19,21,688,135,0,132,105,83,156,115,66,79,90,88
1400000US06059110003,06059110003,"Census Tract 1100.03, Orange County, California",3450,377,2480,510,32,35,0,132,306,101,110,96,236,251,286,173,166,129,120,100
1400000US06059110004,06059110004,"Census Tract 1100.04, Orange County, California",4348,307,3481,244,42,53,46,47,547,170,0,132,49,57,183,112,66,74,117,85
1400000US06059110005,06059110005,"Census Tract 1100.05, Orange County, California",3046,189,2415,246,32,39,22,33,299,129,0,132,106,99,172,123,62,83,110,116
1400000US06059110006,06059110006,"Census Tract 1100.06, Orange County, California",3078,285,2504,289,81,96,0,132,224,125,70,89,91,138,108,80,10,16,98,75
1400000US06059110007,06059110007,"Census Tract 1100.07, Orange County, California",5967,319,5302,367,0,132,0,132,459,190,0,132,53,41,153,92,21,32,132,87
1400000US06059110008,06059110008,"Census Tract 1100.08, Orange County, California",5177,315,4642,368,50,51,26,30,256,87,0,132,28,33,175,121,0,132,175,121
1400000US06059110010,06059110010,"Census Tract 1100.10, Orange County, California",4693,680,3078,736,38,53,0,132,1067,163,0,132,336,232,174,135,90,124,84,51
1400000US06059110011,06059110011,"Census Tract 1100.11, Orange County, California",2887,195,1916,241,127,141,0,132,634,126,0,132,56,53,154,125,54,82,100,100
1400000US06059110012,06059110012,"Census Tract 1100.12, Orange County, California",5025,275,3888,265,70,78,46,57,745,181,10,18,117,72,149,78,9,18,140,75
1400000US06059110014,06059110014,"Census Tract 1100.14, Orange County, California",5096,342,3297,465,273,224,28,44,716,276,0,132,477,220,305,136,73,49,232,124
1400000US06059110015,06059110015,"Census Tract 1100.15, Orange County, California",3503,268,2788,263,85,80,0,132,230,110,0,132,101,85,299,146,151,105,148,109
1400000US06059110102,06059110102,"Census Tract 1101.02, Orange County, California",5481,306,2723,340,345,219,111,79,1716,291,0,132,480,181,106,82,0,132,106,82
1400000US06059110104,06059110104,"Census Tract 1101.04, Orange County, California",6137,351,3231,405,18,28,19,30,1947,321,34,57,654,331,234,144,0,132,234,144
1400000US06059110106,06059110106,"Census Tract 1101.06, Orange County, California",3173,248,2331,207,0,132,10,16,588,131,0,132,147,107,97,84,10,16,87,83
1400000US06059110108,06059110108,"Census Tract 1101.08, Orange County, California",2834,241,2075,276,75,118,0,132,361,193,0,132,226,162,97,79,0,132,97,79
1400000US06059110109,06059110109,"Census Tract 1101.09, Orange County, California",4469,353,2456,344,20,22,14,26,1620,237,29,42,143,133,187,158,140,146,47,36
1400000US06059110110,06059110110,"Census Tract 1101.10, Orange County, California",5413,345,3208,441,281,343,64,69,1303,216,0,132,396,279,161,111,74,95,87,50
1400000US06059110111,06059110111,"Census Tract 1101.11, Orange County, California",5480,440,2458,385,0,132,9,13,1927,555,183,257,746,391,157,101,42,35,115,83
1400000US06059110113,06059110113,"Census Tract 1101.13, Orange County, California",1967,220,1128,173,133,127,37,45,482,185,0,132,160,142,27,47,0,132,27,47
1400000US06059110114,06059110114,"Census Tract 1101.14, Orange County, California",4887,305,3179,319,423,352,64,84,639,148,52,93,230,123,300,170,51,49,249,166
1400000US06059110115,06059110115,"Census Tract 1101.15, Orange County, California",3452,245,1239,237,242,133,0,132,1515,203,0,132,115,80,341,126,78,61,263,114
1400000US06059110116,06059110116,"Census Tract 1101.16, Orange County, California",5390,498,2027,381,292,201,10,16,2514,284,32,54,260,204,255,208,13,21,242,202
1400000US06059110117,06059110117,"Census Tract 1101.17, Orange County, California",5651,424,2991,477,95,131,31,51,2201,466,0,132,211,232,122,82,0,132,122,82
1400000US06059110118,06059110118,"Census Tract 1101.18, Orange County, California",2679,280,1086,157,33,49,0,132,1494,251,35,55,31,36,0,132,0,132,0,132
1400000US06059110201,06059110201,"Census Tract 1102.01, Orange County, California",7396,524,3975,660,348,128,156,141,1706,622,0,132,1035,548,176,144,81,112,95,87
1400000US06059110202,06059110202,"Census Tract 1102.02, Orange County, California",7250,719,3806,593,210,264,33,36,1927,472,0,132,1078,566,196,179,57,73,139,160
1400000US06059110203,06059110203,"Census Tract 1102.03, Orange County, California",5189,287,3431,435,305,225,0,132,770,352,0,132,571,258,112,130,39,94,73,91
1400000US06059110301,06059110301,"Census Tract 1103.01, Orange County, California",6274,643,3449,692,27,29,128,112,1964,397,31,49,395,183,280,170,213,155,67,85
1400000US06059110302,06059110302,"Census Tract 1103.02, Orange County, California",6080,432,2809,548,0,132,57,81,1385,179,0,132,1602,518,227,140,122,116,105,80
1400000US06059110303,06059110303,"Census Tract 1103.03, Orange County, California",4751,378,2064,423,260,274,0,132,1285,258,39,56,941,327,162,131,82,120,80,69
1400000US06059110304,06059110304,"Census Tract 1103.04, Orange County, California",5129,585,2970,633,78,92,32,35,1350,222,0,132,532,361,167,112,8,14,159,113
1400000US06059110401,06059110401,"Census Tract 1104.01, Orange County, California",4609,347,2424,396,49,58,48,55,984,185,0,132,904,328,200,108,83,68,117,88
1400000US06059110402,06059110402,"Census Tract 1104.02, Orange County, California",5438,524,3175,547,0,132,31,46,760,182,32,48,1296,559,144,108,58,58,86,74
1400000US06059110500,06059110500,"Census Tract 1105, Orange County, California",8713,798,4530,974,662,354,82,101,1232,353,25,39,2073,747,109,89,26,42,83,78
1400000US06059110603,06059110603,"Census Tract 1106.03, Orange County, California",9540,797,2810,959,736,313,127,115,2239,296,0,132,3523,740,105,96,71,76,34,59
1400000US06059110604,06059110604,"Census Tract 1106.04, Orange County, California",8298,573,3464,470,166,127,83,121,3619,494,0,132,689,409,277,176,83,91,194,131
1400000US06059110605,06059110605,"Census Tract 1106.05, Orange County, California",6726,539,1688,312,43,83,0,132,4718,585,0,132,183,197,94,63,8,14,86,61
1400000US06059110606,06059110606,"Census Tract 1106.06, Orange County, California",4268,454,1394,540,499,289,10,16,1067,186,0,132,1298,418,0,132,0,132,0,132
1400000US06059110607,06059110607,"Census Tract 1106.07, Orange County, California",3755,459,2118,374,267,255,12,19,719,280,0,132,508,449,131,118,55,94,76,73
1400000US06061020101,06061020101,"Census Tract 201.01, Placer County, California",620,292,598,297,0,132,0,132,0,132,0,132,22,33,0,132,0,132,0,132
1400000US06061020102,06061020102,"Census Tract 201.02, Placer County, California",747,320,747,320,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06061020103,06061020103,"Census Tract 201.03, Placer County, California",710,214,647,204,34,53,0,132,0,132,0,132,0,132,29,26,0,132,29,26
1400000US06061020104,06061020104,"Census Tract 201.04, Placer County, California",1273,306,1215,315,0,132,5,8,22,33,0,132,17,20,14,23,0,132,14,23
1400000US06061020105,06061020105,"Census Tract 201.05, Placer County, California",839,251,798,246,0,132,0,132,0,132,0,132,20,31,21,24,21,24,0,132
1400000US06061020106,06061020106,"Census Tract 201.06, Placer County, California",1804,406,1592,359,0,132,0,132,24,29,0,132,61,70,127,192,127,192,0,132
1400000US06061020107,06061020107,"Census Tract 201.07, Placer County, California",3374,765,2625,747,3,7,0,132,148,234,32,53,564,322,2,6,0,132,2,6
1400000US06061020200,06061020200,"Census Tract 202, Placer County, California",5874,567,5396,572,0,132,58,53,123,100,0,132,88,74,209,192,0,132,209,192
1400000US06061020300,06061020300,"Census Tract 203, Placer County, California",4987,490,4515,358,101,148,0,132,98,131,15,24,149,135,109,125,39,64,70,64
1400000US06061020400,06061020400,"Census Tract 204, Placer County, California",5368,507,5034,473,0,132,34,38,61,54,0,132,137,89,102,89,29,47,73,76
1400000US06061020500,06061020500,"Census Tract 205, Placer County, California",7237,374,6861,368,19,21,49,53,74,41,8,18,37,28,189,103,8,13,181,102
1400000US06061020601,06061020601,"Census Tract 206.01, Placer County, California",7831,521,7306,559,64,78,28,34,268,159,0,132,10,20,155,123,0,132,155,123
1400000US06061020602,06061020602,"Census Tract 206.02, Placer County, California",7125,588,6595,616,0,132,20,29,367,128,14,23,28,33,101,61,13,22,88,57
1400000US06061020604,06061020604,"Census Tract 206.04, Placer County, California",6371,528,5801,562,0,132,0,132,275,122,0,132,99,73,196,131,41,36,155,109
1400000US06061020605,06061020605,"Census Tract 206.05, Placer County, California",6061,275,4794,373,215,197,127,159,552,248,0,132,98,90,275,178,110,127,165,125
1400000US06061020606,06061020606,"Census Tract 206.06, Placer County, California",4724,255,3881,299,324,248,0,132,414,87,0,132,21,29,84,63,0,132,84,63
1400000US06061020702,06061020702,"Census Tract 207.02, Placer County, California",6656,600,6003,557,29,35,0,132,82,66,0,132,350,361,192,149,37,36,155,140
1400000US06061020703,06061020703,"Census Tract 207.03, Placer County, California",6936,440,5764,376,71,81,92,137,387,142,0,132,453,190,169,128,67,92,102,88
1400000US06061020704,06061020704,"Census Tract 207.04, Placer County, California",6860,357,5254,471,152,120,9,14,1030,300,0,132,145,98,270,166,39,34,231,151
1400000US06061020705,06061020705,"Census Tract 207.05, Placer County, California",8519,582,7690,544,112,136,20,34,529,162,0,132,21,34,147,103,0,132,147,103
1400000US06061020800,06061020800,"Census Tract 208, Placer County, California",6531,445,5763,454,79,113,0,132,227,128,0,132,175,154,287,152,85,73,202,132
1400000US06061020901,06061020901,"Census Tract 209.01, Placer County, California",2562,400,1711,312,0,132,183,219,10,16,0,132,652,415,6,10,6,10,0,132
1400000US06061020902,06061020902,"Census Tract 209.02, Placer County, California",9555,861,7730,845,343,256,68,66,421,233,22,34,774,248,197,96,95,76,102,84
1400000US06061021003,06061021003,"Census Tract 210.03, Placer County, California",5741,696,4398,611,309,276,31,40,351,196,10,19,523,242,119,86,7,12,112,86
1400000US06061021004,06061021004,"Census Tract 210.04, Placer County, California",13265,767,10350,811,329,181,48,45,1710,560,122,163,391,180,315,146,49,47,266,145
1400000US06061021005,06061021005,"Census Tract 210.05, Placer County, California",13764,618,10787,658,361,174,170,99,1544,486,22,25,584,308,296,128,15,22,281,124
1400000US06061021006,06061021006,"Census Tract 210.06, Placer County, California",4830,215,4733,215,0,132,0,132,66,63,0,132,15,22,16,25,0,132,16,25
1400000US06061021007,06061021007,"Census Tract 210.07, Placer County, California",16549,559,13678,614,304,168,127,135,1136,291,128,118,657,300,519,186,88,59,431,180
1400000US06061021008,06061021008,"Census Tract 210.08, Placer County, California",8249,620,6436,742,71,56,110,123,682,241,48,72,605,290,297,180,147,142,150,114
1400000US06061021103,06061021103,"Census Tract 211.03, Placer County, California",3782,299,3285,312,34,45,74,86,15,24,0,132,276,170,98,75,17,29,81,68
1400000US06061021104,06061021104,"Census Tract 211.04, Placer County, California",10696,459,9397,470,192,114,17,27,609,226,0,132,177,145,304,137,114,86,190,88
1400000US06061021105,06061021105,"Census Tract 211.05, Placer County, California",6787,513,5663,578,82,86,29,47,567,314,0,132,187,139,259,164,79,113,180,121
1400000US06061021106,06061021106,"Census Tract 211.06, Placer County, California",2309,129,2023,157,7,12,0,132,110,63,0,132,10,16,159,96,44,48,115,77
1400000US06061021107,06061021107,"Census Tract 211.07, Placer County, California",13453,497,10704,557,268,136,286,187,1118,306,91,97,351,187,635,249,172,138,463,225
1400000US06061021108,06061021108,"Census Tract 211.08, Placer County, California",3078,351,2533,249,58,60,0,132,50,61,0,132,361,323,76,68,0,132,76,68
1400000US06061021109,06061021109,"Census Tract 211.09, Placer County, California",4703,355,3872,332,27,26,12,20,459,110,16,23,84,52,233,112,74,78,159,78
1400000US06061021200,06061021200,"Census Tract 212, Placer County, California",8857,550,8099,637,0,132,55,42,452,265,0,132,66,74,185,119,48,35,137,107
1400000US06061021301,06061021301,"Census Tract 213.01, Placer County, California",15136,668,10946,861,438,281,249,214,1634,355,123,153,609,304,1137,309,95,103,1042,290
1400000US06061021303,06061021303,"Census Tract 213.03, Placer County, California",22312,858,19521,907,403,150,149,136,1341,333,46,47,243,118,609,208,126,111,483,187
1400000US06061021304,06061021304,"Census Tract 213.04, Placer County, California",6426,693,5563,646,0,132,359,285,42,39,0,132,253,161,209,194,147,195,62,55
1400000US06061021401,06061021401,"Census Tract 214.01, Placer County, California",2731,307,2094,308,15,26,0,132,30,45,0,132,475,133,117,80,44,49,73,61
1400000US06061021402,06061021402,"Census Tract 214.02, Placer County, California",10950,569,8045,705,316,325,103,107,195,94,0,132,1736,541,555,223,101,88,454,212
1400000US06061021501,06061021501,"Census Tract 215.01, Placer County, California",4744,354,3993,321,31,39,19,32,179,186,139,189,171,114,212,128,16,29,196,119
1400000US06061021502,06061021502,"Census Tract 215.02, Placer County, California",3544,247,3340,261,24,28,0,132,14,22,0,132,75,53,91,59,0,132,91,59
1400000US06061021600,06061021600,"Census Tract 216, Placer County, California",7621,889,6260,662,35,40,19,23,361,221,0,132,930,931,16,28,0,132,16,28
1400000US06061021801,06061021801,"Census Tract 218.01, Placer County, California",4732,392,4401,314,29,37,13,21,39,40,0,132,94,79,156,113,21,23,135,109
1400000US06061021802,06061021802,"Census Tract 218.02, Placer County, California",6525,681,5822,556,64,58,234,191,60,48,0,132,192,229,153,120,0,132,153,120
1400000US06061021901,06061021901,"Census Tract 219.01, Placer County, California",2872,370,2631,335,0,132,71,62,0,132,18,27,76,73,76,96,0,132,76,96
1400000US06061021902,06061021902,"Census Tract 219.02, Placer County, California",4841,425,4643,429,21,33,18,30,49,50,0,132,36,39,74,60,0,132,74,60
1400000US06061022001,06061022001,"Census Tract 220.01, Placer County, California",5188,670,4866,567,0,132,19,23,30,48,0,132,177,281,96,73,13,21,83,70
1400000US06061022002,06061022002,"Census Tract 220.02, Placer County, California",5810,431,5251,445,0,132,40,48,43,45,0,132,210,132,266,148,66,99,200,143
1400000US06063000100,06063000100,"Census Tract 1, Plumas County, California",5281,468,5057,451,120,88,37,60,14,31,0,132,0,132,53,67,0,132,53,67
1400000US06063000201,06063000201,"Census Tract 2.01, Plumas County, California",1794,289,1762,284,0,132,0,132,0,132,0,132,20,34,12,26,0,132,12,26
1400000US06063000202,06063000202,"Census Tract 2.02, Plumas County, California",1326,295,1265,286,45,60,0,132,0,132,0,132,0,132,16,28,0,132,16,28
1400000US06063000300,06063000300,"Census Tract 3, Plumas County, California",5205,519,4480,546,51,70,103,70,119,100,0,132,229,171,223,118,39,48,184,110
1400000US06063000400,06063000400,"Census Tract 4, Plumas County, California",2668,388,2279,328,0,132,293,181,18,37,6,12,0,132,72,73,52,62,20,34
1400000US06063000500,06063000500,"Census Tract 5, Plumas County, California",4276,515,3988,479,0,132,146,157,51,59,0,132,81,128,10,20,0,132,10,20
1400000US06065010000,06065010000,"Census Tract 100, Riverside County, California",2977,235,2513,192,109,63,7,6,138,55,0,132,130,80,80,50,46,40,34,23
1400000US06065010100,06065010100,"Census Tract 101, Riverside County, California",3261,259,2726,226,152,51,24,24,114,56,0,132,172,55,73,53,31,27,42,34
1400000US06065010200,06065010200,"Census Tract 102, Riverside County, California",3993,257,3261,199,142,63,53,46,145,48,9,12,271,206,112,41,57,23,55,33
1400000US06065010300,06065010300,"Census Tract 103, Riverside County, California",2964,195,2648,181,90,42,0,132,125,63,0,132,67,39,34,32,0,132,34,32
1400000US06065010400,06065010400,"Census Tract 104, Riverside County, California",3083,188,2850,188,31,18,50,28,73,61,4,5,20,13,55,28,0,132,55,28
1400000US06065010500,06065010500,"Census Tract 105, Riverside County, California",2286,192,2105,185,53,37,13,11,14,8,0,132,54,30,47,31,14,12,33,30
1400000US06065010600,06065010600,"Census Tract 106, Riverside County, California",2218,159,2087,155,28,19,7,6,41,24,0,132,27,16,28,18,12,9,16,15
1400000US06065010700,06065010700,"Census Tract 107, Riverside County, California",1459,131,1364,128,31,30,15,15,13,11,0,132,11,9,25,17,0,132,25,17
1400000US06065010800,06065010800,"Census Tract 108, Riverside County, California",2289,235,2093,212,34,16,4,4,66,62,0,132,58,40,34,20,0,132,34,20
1400000US06065010900,06065010900,"Census Tract 109, Riverside County, California",1900,199,1770,205,40,38,25,30,34,17,0,132,13,13,18,14,5,5,13,13
1400000US06065030100,06065030100,"Census Tract 301, Riverside County, California",10368,893,5323,998,922,444,9,15,468,199,72,172,3320,1153,254,191,208,183,46,47
1400000US06065030200,06065030200,"Census Tract 302, Riverside County, California",4495,418,3232,445,393,306,0,132,209,211,0,132,366,180,295,203,127,115,168,122
1400000US06065030300,06065030300,"Census Tract 303, Riverside County, California",4642,594,2775,479,829,333,241,160,146,101,56,65,429,224,166,83,83,61,83,47
1400000US06065030400,06065030400,"Census Tract 304, Riverside County, California",5733,572,3318,457,581,162,0,132,65,44,0,132,1631,561,138,87,94,67,44,36
1400000US06065030501,06065030501,"Census Tract 305.01, Riverside County, California",5394,492,2616,716,889,331,0,132,300,152,0,132,1461,523,128,120,15,28,113,120
1400000US06065030502,06065030502,"Census Tract 305.02, Riverside County, California",1972,358,1438,384,57,81,11,18,38,66,0,132,414,262,14,20,0,132,14,20
1400000US06065030503,06065030503,"Census Tract 305.03, Riverside County, California",3785,547,2432,551,107,66,71,61,12,19,10,16,1153,388,0,132,0,132,0,132
1400000US06065030601,06065030601,"Census Tract 306.01, Riverside County, California",4905,387,3825,315,67,58,56,61,510,179,19,29,249,230,179,130,31,45,148,116
1400000US06065030602,06065030602,"Census Tract 306.02, Riverside County, California",3424,256,2747,299,145,134,25,40,83,82,0,132,331,128,93,70,21,29,72,68
1400000US06065030603,06065030603,"Census Tract 306.03, Riverside County, California",2974,275,2715,287,17,27,0,132,36,36,0,132,80,68,126,75,69,65,57,47
1400000US06065030700,06065030700,"Census Tract 307, Riverside County, California",5826,466,4530,408,269,138,13,20,185,159,0,132,612,388,217,175,108,106,109,130
1400000US06065030800,06065030800,"Census Tract 308, Riverside County, California",6840,552,4912,687,345,320,18,30,269,156,0,132,666,334,630,530,464,524,166,147
1400000US06065030900,06065030900,"Census Tract 309, Riverside County, California",2991,378,1504,505,45,48,28,31,257,209,0,132,1121,515,36,44,0,132,36,44
1400000US06065031001,06065031001,"Census Tract 310.01, Riverside County, California",5390,479,3748,475,489,291,86,70,193,91,0,132,509,316,365,177,102,70,263,150
1400000US06065031002,06065031002,"Census Tract 310.02, Riverside County, California",4631,458,2046,674,109,88,17,29,78,71,129,164,1692,542,560,286,439,288,121,85
1400000US06065031100,06065031100,"Census Tract 311, Riverside County, California",4787,557,3783,570,303,141,35,54,111,102,0,132,447,366,108,71,22,25,86,66
1400000US06065031200,06065031200,"Census Tract 312, Riverside County, California",6319,899,5020,1013,152,122,54,83,311,230,0,132,738,444,44,43,0,132,44,43
1400000US06065031300,06065031300,"Census Tract 313, Riverside County, California",2531,441,1167,423,70,75,0,132,9,15,0,132,1275,541,10,16,0,132,10,16
1400000US06065031401,06065031401,"Census Tract 314.01, Riverside County, California",7169,726,4937,788,694,332,0,132,206,165,0,132,1061,524,271,229,144,142,127,156
1400000US06065031402,06065031402,"Census Tract 314.02, Riverside County, California",6256,734,3419,612,517,270,90,90,229,173,62,75,1327,594,612,259,188,169,424,225
1400000US06065031501,06065031501,"Census Tract 315.01, Riverside County, California",5938,885,3203,690,463,266,90,66,492,265,5,15,1247,404,438,216,123,90,315,193
1400000US06065031502,06065031502,"Census Tract 315.02, Riverside County, California",7671,545,4448,980,662,405,13,20,204,111,0,132,2065,815,279,226,169,159,110,92
1400000US06065031600,06065031600,"Census Tract 316, Riverside County, California",9354,725,5938,908,556,313,34,39,246,134,0,132,2019,691,561,353,295,204,266,280
1400000US06065031701,06065031701,"Census Tract 317.01, Riverside County, California",2948,360,1714,416,293,189,1,5,92,133,0,132,827,421,21,33,1,6,20,32
1400000US06065031702,06065031702,"Census Tract 317.02, Riverside County, California",2282,306,1428,242,0,132,52,65,50,45,0,132,666,359,86,77,0,132,86,77
1400000US06065031703,06065031703,"Census Tract 317.03, Riverside County, California",3521,338,2031,473,109,104,0,132,167,125,0,132,992,310,222,157,111,128,111,87
1400000US06065031704,06065031704,"Census Tract 317.04, Riverside County, California",5606,538,3154,678,408,254,0,132,277,101,0,132,1115,445,652,307,355,252,297,161
1400000US06065040100,06065040100,"Census Tract 401, Riverside County, California",8098,707,3296,786,620,167,0,132,82,61,0,132,3748,741,352,251,318,254,34,42
1400000US06065040201,06065040201,"Census Tract 402.01, Riverside County, California",6209,491,2706,456,376,272,65,67,564,279,0,132,2314,406,184,116,138,103,46,46
1400000US06065040202,06065040202,"Census Tract 402.02, Riverside County, California",3041,373,1821,362,339,287,122,120,43,51,9,15,613,336,94,78,28,46,66,64
1400000US06065040203,06065040203,"Census Tract 402.03, Riverside County, California",4300,426,1714,578,68,86,16,26,81,134,0,132,2290,592,131,111,131,111,0,132
1400000US06065040204,06065040204,"Census Tract 402.04, Riverside County, California",3357,421,1095,362,58,92,30,36,18,26,0,132,1879,568,277,213,194,166,83,105
1400000US06065040301,06065040301,"Census Tract 403.01, Riverside County, California",8423,722,3072,648,437,301,8,14,114,97,102,95,4355,1032,335,223,132,96,203,185
1400000US06065040302,06065040302,"Census Tract 403.02, Riverside County, California",7043,369,4110,495,310,70,16,26,237,114,0,132,1972,503,398,269,163,126,235,234
1400000US06065040303,06065040303,"Census Tract 403.03, Riverside County, California",2894,434,1671,437,81,108,40,62,54,78,0,132,892,684,156,137,57,73,99,143
1400000US06065040401,06065040401,"Census Tract 404.01, Riverside County, California",8202,736,4852,809,603,334,41,50,718,343,0,132,1454,801,534,250,227,156,307,193
1400000US06065040402,06065040402,"Census Tract 404.02, Riverside County, California",3631,349,2212,451,0,132,84,99,15,18,0,132,1168,453,152,156,30,46,122,153
1400000US06065040403,06065040403,"Census Tract 404.03, Riverside County, California",4722,588,2521,541,143,143,63,101,172,254,0,132,1629,562,194,132,119,95,75,79
1400000US06065040501,06065040501,"Census Tract 405.01, Riverside County, California",6372,588,3738,672,187,196,20,32,60,93,0,132,2223,530,144,121,137,120,7,11
1400000US06065040502,06065040502,"Census Tract 405.02, Riverside County, California",5293,641,2399,487,139,156,0,132,112,110,0,132,2331,665,312,242,215,168,97,122
1400000US06065040503,06065040503,"Census Tract 405.03, Riverside County, California",4002,342,2770,446,305,69,0,132,96,101,0,132,663,268,168,204,168,204,0,132
1400000US06065040602,06065040602,"Census Tract 406.02, Riverside County, California",42788,1836,21718,1572,3941,858,260,237,8472,790,0,132,6724,1161,1673,435,659,249,1014,383
1400000US06065040603,06065040603,"Census Tract 406.03, Riverside County, California",2208,377,1084,368,0,132,0,132,0,132,0,132,1059,397,65,81,65,81,0,132
1400000US06065040604,06065040604,"Census Tract 406.04, Riverside County, California",5201,377,3446,584,113,116,56,90,222,162,0,132,1199,322,165,93,59,55,106,76
1400000US06065040605,06065040605,"Census Tract 406.05, Riverside County, California",2806,299,1982,413,85,122,0,132,0,132,0,132,739,448,0,132,0,132,0,132
1400000US06065040606,06065040606,"Census Tract 406.06, Riverside County, California",3160,524,2257,607,15,24,0,132,0,132,0,132,888,533,0,132,0,132,0,132
1400000US06065040701,06065040701,"Census Tract 407.01, Riverside County, California",2542,217,1820,366,122,183,0,132,86,104,0,132,514,294,0,132,0,132,0,132
1400000US06065040702,06065040702,"Census Tract 407.02, Riverside County, California",2422,435,1809,320,20,24,9,14,23,41,0,132,561,414,0,132,0,132,0,132
1400000US06065040703,06065040703,"Census Tract 407.03, Riverside County, California",2768,483,2446,505,38,36,57,101,40,64,0,132,113,109,74,72,0,132,74,72
1400000US06065040803,06065040803,"Census Tract 408.03, Riverside County, California",8844,483,6960,676,158,139,45,55,372,147,0,132,1069,436,240,136,156,131,84,57
1400000US06065040804,06065040804,"Census Tract 408.04, Riverside County, California",3763,292,2805,397,177,181,8,14,35,32,0,132,583,424,155,120,33,33,122,113
1400000US06065040805,06065040805,"Census Tract 408.05, Riverside County, California",4667,399,2302,405,1201,183,143,61,102,39,0,132,622,117,297,99,66,41,231,93
1400000US06065040806,06065040806,"Census Tract 408.06, Riverside County, California",2911,246,2135,375,303,221,72,86,25,45,0,132,275,293,101,107,68,98,33,43
1400000US06065040807,06065040807,"Census Tract 408.07, Riverside County, California",3660,448,2305,497,368,266,51,85,78,65,106,143,567,325,185,115,61,62,124,97
1400000US06065040808,06065040808,"Census Tract 408.08, Riverside County, California",7767,655,4798,710,232,147,81,86,699,278,92,90,1691,775,174,91,56,67,118,82
1400000US06065040809,06065040809,"Census Tract 408.09, Riverside County, California",3375,350,2472,406,52,86,62,63,343,264,0,132,385,348,61,46,39,40,22,26
1400000US06065040810,06065040810,"Census Tract 408.10, Riverside County, California",11319,663,5862,801,994,290,189,253,2480,349,0,132,1379,462,415,246,26,32,389,240
1400000US06065040811,06065040811,"Census Tract 408.11, Riverside County, California",7709,506,4871,688,924,356,99,111,959,234,75,119,481,331,300,170,108,93,192,169
1400000US06065040901,06065040901,"Census Tract 409.01, Riverside County, California",6377,611,2791,563,741,371,32,47,563,220,0,132,1855,506,395,210,94,79,301,198
1400000US06065040902,06065040902,"Census Tract 409.02, Riverside County, California",5167,630,3212,455,75,66,78,97,448,193,0,132,1164,399,190,126,110,113,80,54
1400000US06065040903,06065040903,"Census Tract 409.03, Riverside County, California",2509,372,1274,336,285,162,0,132,47,39,0,132,657,256,246,154,90,89,156,141
1400000US06065040904,06065040904,"Census Tract 409.04, Riverside County, California",3916,823,2272,773,269,289,67,77,132,132,0,132,828,488,348,289,299,285,49,50
1400000US06065041001,06065041001,"Census Tract 410.01, Riverside County, California",3950,565,2086,718,125,117,0,132,0,132,0,132,1476,474,263,154,207,150,56,56
1400000US06065041002,06065041002,"Census Tract 410.02, Riverside County, California",3523,439,1627,487,97,97,50,76,41,68,0,132,1396,543,312,277,300,272,12,23
1400000US06065041003,06065041003,"Census Tract 410.03, Riverside County, California",2305,274,1559,309,20,38,0,132,145,135,0,132,523,303,58,47,0,132,58,47
1400000US06065041004,06065041004,"Census Tract 410.04, Riverside County, California",4223,349,2505,458,117,105,94,81,175,106,0,132,1159,445,173,146,0,132,173,146
1400000US06065041100,06065041100,"Census Tract 411, Riverside County, California",9194,846,4739,978,101,93,71,80,413,304,0,132,3687,920,183,130,159,125,24,32
1400000US06065041201,06065041201,"Census Tract 412.01, Riverside County, California",4178,490,2862,513,84,66,0,132,386,160,0,132,764,261,82,99,82,99,0,132
1400000US06065041202,06065041202,"Census Tract 412.02, Riverside County, California",4704,555,2034,520,122,156,180,163,82,85,10,16,2028,887,248,236,71,131,177,183
1400000US06065041203,06065041203,"Census Tract 412.03, Riverside County, California",3546,397,1524,565,111,72,14,22,14,16,0,132,1764,474,119,87,44,56,75,77
1400000US06065041300,06065041300,"Census Tract 413, Riverside County, California",7427,643,3133,678,47,49,28,36,215,136,89,133,3700,707,215,128,82,84,133,133
1400000US06065041403,06065041403,"Census Tract 414.03, Riverside County, California",2894,267,1921,419,45,37,49,50,212,209,0,132,567,345,100,98,65,68,35,44
