Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6059063605,"Census Tract 636.05, Orange County, California",1483,46,187,76,190,66
6059063701,"Census Tract 637.01, Orange County, California",1787,64,328,85,79,45
6059063702,"Census Tract 637.02, Orange County, California",2285,97,348,116,200,128
6059063802,"Census Tract 638.02, Orange County, California",1057,31,881,69,9,16
6059063803,"Census Tract 638.03, Orange County, California",1687,57,853,94,266,69
6059063805,"Census Tract 638.05, Orange County, California",905,25,757,51,109,44
6059063806,"Census Tract 638.06, Orange County, California",1430,42,948,98,96,56
6059063807,"Census Tract 638.07, Orange County, California",2000,63,402,73,20,23
6059063808,"Census Tract 638.08, Orange County, California",1614,63,366,89,201,76
6059063902,"Census Tract 639.02, Orange County, California",2786,86,662,141,77,59
6059063903,"Census Tract 639.03, Orange County, California",1208,45,836,75,124,59
6059063904,"Census Tract 639.04, Orange County, California",1365,53,879,100,20,23
6059063905,"Census Tract 639.05, Orange County, California",1930,48,949,113,27,32
6059063906,"Census Tract 639.06, Orange County, California",2421,92,76,67,377,123
6059063907,"Census Tract 639.07, Orange County, California",2788,109,1016,136,147,50
6059063908,"Census Tract 639.08, Orange County, California",2618,75,606,110,244,92
6059074003,"Census Tract 740.03, Orange County, California",823,42,380,66,217,67
6059074004,"Census Tract 740.04, Orange County, California",2376,62,892,139,393,118
6059074005,"Census Tract 740.05, Orange County, California",1532,33,923,118,73,62
6059074006,"Census Tract 740.06, Orange County, California",2037,55,160,57,281,132
6059074102,"Census Tract 741.02, Orange County, California",1397,32,1045,93,51,39
6059074103,"Census Tract 741.03, Orange County, California",950,39,926,50,7,12
6059074106,"Census Tract 741.06, Orange County, California",1997,46,152,73,327,103
6059074107,"Census Tract 741.07, Orange County, California",2746,75,293,121,227,96
6059074108,"Census Tract 741.08, Orange County, California",945,32,731,82,44,34
6059074109,"Census Tract 741.09, Orange County, California",694,39,449,93,39,42
6059074110,"Census Tract 741.10, Orange County, California",981,29,953,42,9,15
6059074111,"Census Tract 741.11, Orange County, California",1431,40,1086,106,19,21
6059074200,"Census Tract 742, Orange County, California",1831,53,1471,115,198,93
6059074300,"Census Tract 743, Orange County, California",839,27,690,66,61,34
6059074403,"Census Tract 744.03, Orange County, California",1382,32,18,30,64,54
6059074405,"Census Tract 744.05, Orange County, California",1506,56,370,89,95,58
6059074406,"Census Tract 744.06, Orange County, California",840,48,410,82,115,68
6059074407,"Census Tract 744.07, Orange County, California",1929,46,36,46,39,25
6059074408,"Census Tract 744.08, Orange County, California",1587,79,18,20,61,32
6059074501,"Census Tract 745.01, Orange County, California",1464,44,471,104,74,50
6059074502,"Census Tract 745.02, Orange County, California",1059,25,702,108,46,42
6059074601,"Census Tract 746.01, Orange County, California",1749,58,1155,116,142,86
6059074602,"Census Tract 746.02, Orange County, California",1787,51,1059,149,53,57
6059074701,"Census Tract 747.01, Orange County, California",1490,35,1138,92,62,42
6059074702,"Census Tract 747.02, Orange County, California",1144,33,832,80,29,23
6059074801,"Census Tract 748.01, Orange County, California",1046,26,759,85,61,48
6059074802,"Census Tract 748.02, Orange County, California",1306,47,510,97,33,38
6059074803,"Census Tract 748.03, Orange County, California",1902,36,1195,123,64,51
6059074805,"Census Tract 748.05, Orange County, California",1053,28,197,50,0,132
6059074806,"Census Tract 748.06, Orange County, California",965,27,501,57,22,25
6059074901,"Census Tract 749.01, Orange County, California",1954,64,999,130,205,90
6059074902,"Census Tract 749.02, Orange County, California",1277,30,439,91,92,54
6059075002,"Census Tract 750.02, Orange County, California",2410,64,181,90,114,77
6059075003,"Census Tract 750.03, Orange County, California",1774,65,127,70,55,46
6059075004,"Census Tract 750.04, Orange County, California",1381,36,218,85,31,38
6059075100,"Census Tract 751, Orange County, California",2137,46,1027,153,153,90
6059075201,"Census Tract 752.01, Orange County, California",1187,28,755,105,217,101
6059075202,"Census Tract 752.02, Orange County, California",1209,48,826,99,164,82
6059075301,"Census Tract 753.01, Orange County, California",1629,41,715,88,74,54
6059075302,"Census Tract 753.02, Orange County, California",1177,28,839,99,34,26
6059075303,"Census Tract 753.03, Orange County, California",1248,26,872,59,49,43
6059075401,"Census Tract 754.01, Orange County, California",1215,33,1164,56,35,42
6059075403,"Census Tract 754.03, Orange County, California",2540,51,1000,171,209,109
6059075404,"Census Tract 754.04, Orange County, California",2237,45,950,116,128,82
6059075405,"Census Tract 754.05, Orange County, California",1016,32,474,75,92,41
6059075504,"Census Tract 755.04, Orange County, California",1614,45,896,105,178,60
6059075505,"Census Tract 755.05, Orange County, California",1455,50,476,110,67,43
6059075506,"Census Tract 755.06, Orange County, California",1254,31,887,78,74,36
6059075507,"Census Tract 755.07, Orange County, California",1982,82,346,94,167,76
6059075512,"Census Tract 755.12, Orange County, California",1218,41,309,95,103,62
6059075513,"Census Tract 755.13, Orange County, California",1539,60,301,97,302,86
6059075514,"Census Tract 755.14, Orange County, California",1260,56,120,52,47,31
6059075515,"Census Tract 755.15, Orange County, California",3342,186,631,138,523,122
6059075603,"Census Tract 756.03, Orange County, California",1732,49,1317,86,147,55
6059075604,"Census Tract 756.04, Orange County, California",2994,95,2803,126,99,57
6059075605,"Census Tract 756.05, Orange County, California",2301,54,1742,121,183,68
6059075606,"Census Tract 756.06, Orange County, California",2500,58,2414,95,64,73
6059075607,"Census Tract 756.07, Orange County, California",2871,111,686,109,677,154
6059075701,"Census Tract 757.01, Orange County, California",2291,52,1379,171,173,79
6059075702,"Census Tract 757.02, Orange County, California",1358,41,1338,45,20,15
6059075703,"Census Tract 757.03, Orange County, California",1633,47,1633,47,0,132
6059075805,"Census Tract 758.05, Orange County, California",1401,41,787,99,21,19
6059075806,"Census Tract 758.06, Orange County, California",2161,48,1065,126,127,61
6059075807,"Census Tract 758.07, Orange County, California",1238,37,999,70,43,37
6059075808,"Census Tract 758.08, Orange County, California",1216,33,1194,38,11,16
6059075809,"Census Tract 758.09, Orange County, California",1181,74,1166,76,0,132
6059075810,"Census Tract 758.10, Orange County, California",1090,54,1080,55,10,16
6059075811,"Census Tract 758.11, Orange County, California",789,43,534,74,17,25
6059075812,"Census Tract 758.12, Orange County, California",1899,53,1097,97,26,23
6059075813,"Census Tract 758.13, Orange County, California",1746,41,1178,133,197,90
6059075814,"Census Tract 758.14, Orange County, California",1156,34,843,72,194,72
6059075815,"Census Tract 758.15, Orange County, California",1619,42,946,96,139,40
6059075816,"Census Tract 758.16, Orange County, California",1227,35,292,77,424,97
6059075901,"Census Tract 759.01, Orange County, California",1715,44,807,124,211,86
6059075902,"Census Tract 759.02, Orange County, California",2811,62,832,170,167,100
6059076000,"Census Tract 760, Orange County, California",3135,111,1034,162,397,152
6059076101,"Census Tract 761.01, Orange County, California",1809,63,963,104,48,39
6059076102,"Census Tract 761.02, Orange County, California",1709,58,68,46,195,92
6059076103,"Census Tract 761.03, Orange County, California",2501,70,800,135,29,35
6059076201,"Census Tract 762.01, Orange County, California",2060,87,1191,135,415,121
6059076202,"Census Tract 762.02, Orange County, California",2003,51,1109,119,228,82
6059076204,"Census Tract 762.04, Orange County, California",1175,90,301,102,91,55
6059076205,"Census Tract 762.05, Orange County, California",1679,46,1158,107,75,42
6059076206,"Census Tract 762.06, Orange County, California",1603,40,1147,84,43,48
6059076208,"Census Tract 762.08, Orange County, California",1630,53,1112,147,107,87
6059086301,"Census Tract 863.01, Orange County, California",1778,91,1407,89,21,25
6059086303,"Census Tract 863.03, Orange County, California",1769,42,590,100,282,68
6059086304,"Census Tract 863.04, Orange County, California",1755,46,790,98,0,132
6059086305,"Census Tract 863.05, Orange County, California",1122,36,1011,50,100,38
6059086306,"Census Tract 863.06, Orange County, California",1310,33,671,98,29,21
6059086402,"Census Tract 864.02, Orange County, California",1383,56,898,99,8,13
6059086404,"Census Tract 864.04, Orange County, California",1515,31,888,105,66,48
6059086405,"Census Tract 864.05, Orange County, California",1676,37,744,86,63,51
6059086406,"Census Tract 864.06, Orange County, California",1415,33,372,68,7,12
6059086407,"Census Tract 864.07, Orange County, California",2087,78,580,87,369,111
6059086501,"Census Tract 865.01, Orange County, California",1153,65,688,111,119,73
6059086502,"Census Tract 865.02, Orange County, California",1357,42,436,89,17,19
6059086601,"Census Tract 866.01, Orange County, California",2290,55,474,123,111,68
6059086602,"Census Tract 866.02, Orange County, California",1772,54,668,146,23,22
6059086701,"Census Tract 867.01, Orange County, California",2504,45,1369,150,166,76
6059086702,"Census Tract 867.02, Orange County, California",1900,38,530,110,281,98
6059086801,"Census Tract 868.01, Orange County, California",945,22,673,67,194,66
6059086802,"Census Tract 868.02, Orange County, California",1550,44,810,91,30,22
6059086803,"Census Tract 868.03, Orange County, California",2649,94,622,113,214,109
6059086901,"Census Tract 869.01, Orange County, California",2880,63,422,123,59,50
6059086902,"Census Tract 869.02, Orange County, California",1579,40,670,80,59,54
6059086903,"Census Tract 869.03, Orange County, California",2002,73,582,114,26,29
6059087001,"Census Tract 870.01, Orange County, California",1638,42,845,103,0,132
6059087002,"Census Tract 870.02, Orange County, California",2294,57,904,146,52,55
6059087101,"Census Tract 871.01, Orange County, California",1794,39,401,108,0,132
6059087102,"Census Tract 871.02, Orange County, California",1707,54,381,102,118,47
6059087103,"Census Tract 871.03, Orange County, California",2350,58,1655,141,74,75
6059087105,"Census Tract 871.05, Orange County, California",1463,39,724,99,7,12
6059087106,"Census Tract 871.06, Orange County, California",1304,56,639,107,32,37
6059087200,"Census Tract 872, Orange County, California",2467,107,1027,188,170,102
6059087300,"Census Tract 873, Orange County, California",2821,69,648,156,224,77
6059087401,"Census Tract 874.01, Orange County, California",887,45,767,76,25,25
6059087403,"Census Tract 874.03, Orange County, California",793,35,175,41,25,40
6059087404,"Census Tract 874.04, Orange County, California",813,28,270,66,75,50
6059087405,"Census Tract 874.05, Orange County, California",1588,61,179,52,79,49
6059087501,"Census Tract 875.01, Orange County, California",1449,37,349,115,311,86
6059087503,"Census Tract 875.03, Orange County, California",1892,41,621,84,189,73
6059087504,"Census Tract 875.04, Orange County, California",1806,88,263,97,69,43
6059087601,"Census Tract 876.01, Orange County, California",1495,39,493,86,32,35
6059087602,"Census Tract 876.02, Orange County, California",2187,50,1113,184,324,122
6059087701,"Census Tract 877.01, Orange County, California",1684,38,999,113,161,69
6059087703,"Census Tract 877.03, Orange County, California",1667,68,1332,131,10,16
6059087704,"Census Tract 877.04, Orange County, California",1395,46,955,86,79,65
6059087801,"Census Tract 878.01, Orange County, California",1735,96,857,133,168,73
6059087802,"Census Tract 878.02, Orange County, California",2350,102,518,139,353,137
6059087803,"Census Tract 878.03, Orange County, California",1448,43,298,87,49,54
6059087805,"Census Tract 878.05, Orange County, California",2012,68,492,98,167,75
6059087806,"Census Tract 878.06, Orange County, California",1647,51,593,99,160,84
6059087901,"Census Tract 879.01, Orange County, California",1108,68,467,72,21,30
6059087902,"Census Tract 879.02, Orange County, California",1421,68,894,107,43,27
6059088001,"Census Tract 880.01, Orange County, California",1231,32,996,81,77,47
6059088002,"Census Tract 880.02, Orange County, California",1075,36,936,72,9,14
6059088101,"Census Tract 881.01, Orange County, California",719,44,23,33,409,114
6059088104,"Census Tract 881.04, Orange County, California",1686,108,403,101,142,54
6059088105,"Census Tract 881.05, Orange County, California",1048,33,903,65,110,51
6059088106,"Census Tract 881.06, Orange County, California",1759,76,232,65,400,128
6059088107,"Census Tract 881.07, Orange County, California",1568,63,857,118,211,89
6059088201,"Census Tract 882.01, Orange County, California",1090,37,866,97,0,132
6059088202,"Census Tract 882.02, Orange County, California",857,26,671,72,141,61
6059088203,"Census Tract 882.03, Orange County, California",1381,75,890,105,7,12
6059088301,"Census Tract 883.01, Orange County, California",1739,44,1009,101,81,46
6059088302,"Census Tract 883.02, Orange County, California",1770,48,1294,107,25,24
6059088401,"Census Tract 884.01, Orange County, California",1307,38,1233,59,67,44
6059088402,"Census Tract 884.02, Orange County, California",1328,61,643,85,14,22
6059088403,"Census Tract 884.03, Orange County, California",1700,73,735,100,414,100
6059088501,"Census Tract 885.01, Orange County, California",1789,66,740,128,258,85
6059088502,"Census Tract 885.02, Orange County, California",1346,74,708,103,18,22
6059088601,"Census Tract 886.01, Orange County, California",1967,60,705,121,307,92
6059088602,"Census Tract 886.02, Orange County, California",1419,53,445,98,340,113
6059088701,"Census Tract 887.01, Orange County, California",1913,58,490,95,255,97
6059088702,"Census Tract 887.02, Orange County, California",1413,53,775,108,61,49
6059088801,"Census Tract 888.01, Orange County, California",2509,128,573,141,368,120
6059088802,"Census Tract 888.02, Orange County, California",1418,50,827,135,196,73
6059088901,"Census Tract 889.01, Orange County, California",1688,48,763,140,223,82
6059088902,"Census Tract 889.02, Orange County, California",1151,34,750,95,117,53
6059088903,"Census Tract 889.03, Orange County, California",1883,50,1241,139,56,45
6059088904,"Census Tract 889.04, Orange County, California",1397,58,883,118,62,31
6059088905,"Census Tract 889.05, Orange County, California",1334,47,996,69,71,40
6059089001,"Census Tract 890.01, Orange County, California",1680,45,802,121,301,96
6059089003,"Census Tract 890.03, Orange County, California",849,35,362,92,108,81
6059089004,"Census Tract 890.04, Orange County, California",1874,38,701,110,101,54
6059089102,"Census Tract 891.02, Orange County, California",1626,41,831,124,225,76
6059089104,"Census Tract 891.04, Orange County, California",1418,39,278,79,20,26
6059089105,"Census Tract 891.05, Orange County, California",1199,57,557,111,162,77
6059089106,"Census Tract 891.06, Orange County, California",869,80,273,63,0,132
6059089107,"Census Tract 891.07, Orange County, California",1290,47,1205,66,35,42
6059099202,"Census Tract 992.02, Orange County, California",1908,51,1049,142,260,88
6059099203,"Census Tract 992.03, Orange County, California",1520,34,1030,101,218,70
6059099204,"Census Tract 992.04, Orange County, California",1381,42,805,95,72,41
6059099212,"Census Tract 992.12, Orange County, California",1741,44,734,105,318,89
6059099214,"Census Tract 992.14, Orange County, California",1488,38,851,89,44,44
6059099215,"Census Tract 992.15, Orange County, California",1921,48,927,91,569,119
6059099216,"Census Tract 992.16, Orange County, California",1446,54,1033,86,286,74
6059099217,"Census Tract 992.17, Orange County, California",890,20,781,47,28,25
6059099220,"Census Tract 992.20, Orange County, California",2314,169,788,109,341,87
6059099222,"Census Tract 992.22, Orange County, California",1447,56,903,95,22,21
6059099223,"Census Tract 992.23, Orange County, California",1697,50,642,108,9,16
6059099224,"Census Tract 992.24, Orange County, California",1050,28,920,67,14,21
6059099225,"Census Tract 992.25, Orange County, California",1039,28,985,49,54,40
6059099226,"Census Tract 992.26, Orange County, California",1138,35,1091,48,24,26
6059099227,"Census Tract 992.27, Orange County, California",2034,59,973,112,349,99
6059099229,"Census Tract 992.29, Orange County, California",2398,61,891,122,276,99
6059099230,"Census Tract 992.30, Orange County, California",1536,49,726,103,607,101
6059099231,"Census Tract 992.31, Orange County, California",1766,49,1635,79,107,51
6059099232,"Census Tract 992.32, Orange County, California",1966,45,1460,87,148,39
6059099233,"Census Tract 992.33, Orange County, California",1085,32,982,51,16,27
6059099234,"Census Tract 992.34, Orange County, California",1175,31,963,64,35,23
6059099235,"Census Tract 992.35, Orange County, California",1971,60,666,120,443,111
6059099237,"Census Tract 992.37, Orange County, California",1262,28,1130,72,90,60
6059099238,"Census Tract 992.38, Orange County, California",1379,27,1333,44,32,30
6059099239,"Census Tract 992.39, Orange County, California",1332,61,1319,63,13,19
6059099240,"Census Tract 992.40, Orange County, California",2176,40,1145,100,184,60
6059099241,"Census Tract 992.41, Orange County, California",1646,40,701,104,0,132
6059099242,"Census Tract 992.42, Orange County, California",1136,28,690,89,48,66
6059099243,"Census Tract 992.43, Orange County, California",1824,70,1075,92,274,96
6059099244,"Census Tract 992.44, Orange County, California",1979,37,748,80,556,93
6059099245,"Census Tract 992.45, Orange County, California",1100,26,867,68,127,59
6059099246,"Census Tract 992.46, Orange County, California",1236,24,1220,37,16,24
6059099247,"Census Tract 992.47, Orange County, California",812,21,253,81,114,66
6059099248,"Census Tract 992.48, Orange County, California",1490,42,204,86,132,75
6059099249,"Census Tract 992.49, Orange County, California",873,28,382,98,37,35
6059099250,"Census Tract 992.50, Orange County, California",1107,37,540,88,28,27
6059099251,"Census Tract 992.51, Orange County, California",2024,103,538,90,0,132
6059099305,"Census Tract 993.05, Orange County, California",3197,56,241,74,896,199
6059099306,"Census Tract 993.06, Orange County, California",2748,114,1077,174,384,132
6059099307,"Census Tract 993.07, Orange County, California",1528,27,122,77,472,101
6059099308,"Census Tract 993.08, Orange County, California",2188,41,1487,109,621,85
6059099309,"Census Tract 993.09, Orange County, California",2010,72,775,112,670,115
6059099310,"Census Tract 993.10, Orange County, California",2249,78,879,158,157,100
6059099311,"Census Tract 993.11, Orange County, California",2057,87,901,126,194,89
6059099402,"Census Tract 994.02, Orange County, California",2137,64,337,113,62,87
6059099404,"Census Tract 994.04, Orange County, California",1793,35,1217,129,62,43
6059099405,"Census Tract 994.05, Orange County, California",1703,42,893,111,63,43
6059099406,"Census Tract 994.06, Orange County, California",1727,41,1211,95,15,17
6059099407,"Census Tract 994.07, Orange County, California",948,38,805,60,0,132
6059099408,"Census Tract 994.08, Orange County, California",1668,35,1025,94,93,51
6059099410,"Census Tract 994.10, Orange County, California",1629,34,347,83,14,18
6059099411,"Census Tract 994.11, Orange County, California",2300,80,339,84,100,65
6059099412,"Census Tract 994.12, Orange County, California",1953,54,1026,87,29,29
6059099413,"Census Tract 994.13, Orange County, California",3472,61,1235,175,509,124
6059099415,"Census Tract 994.15, Orange County, California",1976,60,1866,78,10,16
6059099416,"Census Tract 994.16, Orange County, California",2315,59,23,27,438,129
6059099417,"Census Tract 994.17, Orange County, California",1956,60,539,105,208,94
6059099502,"Census Tract 995.02, Orange County, California",101,53,18,20,0,132
6059099504,"Census Tract 995.04, Orange County, California",986,33,966,40,9,14
6059099506,"Census Tract 995.06, Orange County, California",875,47,396,76,156,69
6059099508,"Census Tract 995.08, Orange County, California",2211,41,555,129,217,78
6059099509,"Census Tract 995.09, Orange County, California",3021,91,92,54,304,96
6059099510,"Census Tract 995.10, Orange County, California",3729,115,78,57,711,154
6059099511,"Census Tract 995.11, Orange County, California",2011,83,655,113,91,52
6059099512,"Census Tract 995.12, Orange County, California",1731,90,646,117,179,83
6059099513,"Census Tract 995.13, Orange County, California",1363,50,606,127,222,85
6059099514,"Census Tract 995.14, Orange County, California",2497,52,1780,133,559,125
6059099601,"Census Tract 996.01, Orange County, California",2117,56,902,148,230,107
6059099602,"Census Tract 996.02, Orange County, California",1067,35,818,77,0,132
6059099603,"Census Tract 996.03, Orange County, California",2329,49,1692,120,396,75
6059099604,"Census Tract 996.04, Orange County, California",1225,26,1225,26,0,132
6059099605,"Census Tract 996.05, Orange County, California",1351,24,1260,70,0,132
6059099701,"Census Tract 997.01, Orange County, California",1873,57,1174,130,207,82
6059099702,"Census Tract 997.02, Orange County, California",2691,108,1514,159,140,89
6059099703,"Census Tract 997.03, Orange County, California",1674,42,1000,100,126,64
6059099801,"Census Tract 998.01, Orange County, California",1531,42,730,134,230,101
6059099802,"Census Tract 998.02, Orange County, California",1518,50,357,85,109,72
6059099803,"Census Tract 998.03, Orange County, California",1734,49,656,105,117,46
6059099902,"Census Tract 999.02, Orange County, California",1282,38,1009,105,40,38
6059099903,"Census Tract 999.03, Orange County, California",1461,47,938,107,7,12
6059099904,"Census Tract 999.04, Orange County, California",2156,65,654,128,161,86
6059099905,"Census Tract 999.05, Orange County, California",1397,31,323,60,39,23
6059099906,"Census Tract 999.06, Orange County, California",1663,43,1526,85,63,30
6059110001,"Census Tract 1100.01, Orange County, California",1477,46,1135,78,94,41
6059110003,"Census Tract 1100.03, Orange County, California",1169,59,946,63,0,132
6059110004,"Census Tract 1100.04, Orange County, California",1650,48,1359,70,201,58
6059110005,"Census Tract 1100.05, Orange County, California",1134,34,983,60,141,51
6059110006,"Census Tract 1100.06, Orange County, California",1286,66,1080,83,0,132
6059110007,"Census Tract 1100.07, Orange County, California",1933,57,1933,57,0,132
6059110008,"Census Tract 1100.08, Orange County, California",1997,60,1383,105,167,75
6059110010,"Census Tract 1100.10, Orange County, California",1363,40,1342,51,21,26
6059110011,"Census Tract 1100.11, Orange County, California",1059,34,611,68,400,69
6059110012,"Census Tract 1100.12, Orange County, California",1779,59,1716,64,54,18
6059110014,"Census Tract 1100.14, Orange County, California",1922,100,236,94,199,76
6059110015,"Census Tract 1100.15, Orange County, California",1206,70,1188,70,18,21
6059110102,"Census Tract 1101.02, Orange County, California",1822,86,1220,127,385,94
6059110104,"Census Tract 1101.04, Orange County, California",2082,65,1252,139,193,90
6059110106,"Census Tract 1101.06, Orange County, California",1211,48,499,78,646,76
6059110108,"Census Tract 1101.08, Orange County, California",1042,58,608,115,131,75
6059110109,"Census Tract 1101.09, Orange County, California",1709,66,755,92,385,102
6059110110,"Census Tract 1101.10, Orange County, California",1929,80,980,114,103,55
6059110111,"Census Tract 1101.11, Orange County, California",1873,56,1413,137,180,70
6059110113,"Census Tract 1101.13, Orange County, California",672,49,589,62,7,12
6059110114,"Census Tract 1101.14, Orange County, California",1461,47,1454,48,0,132
6059110115,"Census Tract 1101.15, Orange County, California",1207,65,921,88,52,54
6059110116,"Census Tract 1101.16, Orange County, California",1454,79,1081,108,32,24
6059110117,"Census Tract 1101.17, Orange County, California",2016,61,595,118,349,90
6059110118,"Census Tract 1101.18, Orange County, California",719,26,701,34,18,21
6059110201,"Census Tract 1102.01, Orange County, California",2523,86,1252,168,50,35
6059110202,"Census Tract 1102.02, Orange County, California",2379,47,633,126,95,61
6059110203,"Census Tract 1102.03, Orange County, California",1748,37,1120,92,110,68
6059110301,"Census Tract 1103.01, Orange County, California",2177,70,1704,162,9,17
6059110302,"Census Tract 1103.02, Orange County, California",1691,51,1375,106,0,132
6059110303,"Census Tract 1103.03, Orange County, California",1511,52,1047,86,151,65
6059110304,"Census Tract 1103.04, Orange County, California",1313,59,1136,92,135,73
6059110401,"Census Tract 1104.01, Orange County, California",1413,49,1282,86,0,132
6059110402,"Census Tract 1104.02, Orange County, California",1378,65,671,87,29,22
6059110500,"Census Tract 1105, Orange County, California",2543,91,910,168,133,65
6059110603,"Census Tract 1106.03, Orange County, California",2613,98,714,122,91,69
6059110604,"Census Tract 1106.04, Orange County, California",2609,96,1450,137,802,143
6059110605,"Census Tract 1106.05, Orange County, California",2225,53,1142,145,713,188
6059110606,"Census Tract 1106.06, Orange County, California",1264,51,347,77,86,55
6059110607,"Census Tract 1106.07, Orange County, California",1177,41,455,70,235,64
6061020101,"Census Tract 201.01, Placer County, California",1510,25,1407,68,11,20
6061020102,"Census Tract 201.02, Placer County, California",1435,20,1324,91,53,64
6061020103,"Census Tract 201.03, Placer County, California",1213,33,828,100,25,28
6061020104,"Census Tract 201.04, Placer County, California",2033,25,1202,156,106,55
6061020105,"Census Tract 201.05, Placer County, California",1973,21,1831,81,0,132
6061020106,"Census Tract 201.06, Placer County, California",1721,33,1208,116,28,32
6061020107,"Census Tract 201.07, Placer County, California",1797,84,1135,176,10,13
6061020200,"Census Tract 202, Placer County, California",2782,95,2360,144,0,132
6061020300,"Census Tract 203, Placer County, California",2290,161,1154,163,142,89
6061020400,"Census Tract 204, Placer County, California",2545,188,1869,212,83,75
6061020500,"Census Tract 205, Placer County, California",3002,75,2549,110,80,39
6061020601,"Census Tract 206.01, Placer County, California",2705,107,2573,146,74,81
6061020602,"Census Tract 206.02, Placer County, California",2761,69,2399,142,25,29
6061020604,"Census Tract 206.04, Placer County, California",2229,58,1948,117,49,41
6061020605,"Census Tract 206.05, Placer County, California",1997,89,1879,88,0,132
6061020606,"Census Tract 206.06, Placer County, California",1479,51,1432,59,47,26
6061020702,"Census Tract 207.02, Placer County, California",2836,67,1503,151,143,66
6061020703,"Census Tract 207.03, Placer County, California",2492,67,1928,161,85,95
6061020704,"Census Tract 207.04, Placer County, California",2895,106,1735,131,44,33
6061020705,"Census Tract 207.05, Placer County, California",3630,79,2211,200,30,37
6061020800,"Census Tract 208, Placer County, California",3192,97,1884,178,268,95
6061020901,"Census Tract 209.01, Placer County, California",1111,47,764,83,65,37
6061020902,"Census Tract 209.02, Placer County, California",3683,113,2760,199,188,106
6061021003,"Census Tract 210.03, Placer County, California",2324,104,1655,119,121,86
6061021004,"Census Tract 210.04, Placer County, California",4801,162,3216,191,127,61
6061021005,"Census Tract 210.05, Placer County, California",4321,109,3917,140,43,36
6061021006,"Census Tract 210.06, Placer County, California",3141,92,3053,97,13,20
6061021007,"Census Tract 210.07, Placer County, California",5956,146,4836,212,137,77
6061021008,"Census Tract 210.08, Placer County, California",3338,110,1674,186,24,26
6061021103,"Census Tract 211.03, Placer County, California",1410,84,977,96,28,31
6061021104,"Census Tract 211.04, Placer County, California",3998,119,3949,120,0,132
6061021105,"Census Tract 211.05, Placer County, California",3124,96,1163,169,38,28
6061021106,"Census Tract 211.06, Placer County, California",910,33,812,54,55,34
6061021107,"Census Tract 211.07, Placer County, California",5041,169,3375,185,258,105
6061021108,"Census Tract 211.08, Placer County, California",1329,45,499,93,81,55
6061021109,"Census Tract 211.09, Placer County, California",1747,58,1442,110,40,32
6061021200,"Census Tract 212, Placer County, California",3442,209,3089,211,130,60
6061021301,"Census Tract 213.01, Placer County, California",5121,271,4797,286,178,85
6061021303,"Census Tract 213.03, Placer County, California",10652,224,10336,253,85,43
6061021304,"Census Tract 213.04, Placer County, California",1992,101,1782,130,17,20
6061021401,"Census Tract 214.01, Placer County, California",1114,53,993,73,51,60
6061021402,"Census Tract 214.02, Placer County, California",3679,180,2632,180,37,39
6061021501,"Census Tract 215.01, Placer County, California",2134,95,1480,117,211,73
6061021502,"Census Tract 215.02, Placer County, California",1544,56,1340,71,143,58
6061021600,"Census Tract 216, Placer County, California",3405,121,1780,220,90,80
6061021801,"Census Tract 218.01, Placer County, California",1793,45,1749,57,22,23
6061021802,"Census Tract 218.02, Placer County, California",2738,81,1964,158,117,100
6061021901,"Census Tract 219.01, Placer County, California",1276,63,1143,88,18,27
6061021902,"Census Tract 219.02, Placer County, California",1810,75,1758,91,11,17
6061022001,"Census Tract 220.01, Placer County, California",5935,124,4680,265,34,41
6061022002,"Census Tract 220.02, Placer County, California",2542,90,2097,123,38,22
6063000100,"Census Tract 1, Plumas County, California",2740,222,1807,217,92,99
6063000201,"Census Tract 2.01, Plumas County, California",1835,100,1498,154,52,57
6063000202,"Census Tract 2.02, Plumas County, California",1266,125,1104,145,18,29
6063000300,"Census Tract 3, Plumas County, California",2953,180,2011,238,0,132
6063000400,"Census Tract 4, Plumas County, California",1631,109,1208,148,55,62
6063000500,"Census Tract 5, Plumas County, California",4450,226,3857,303,148,117
6065010000,"Census Tract 100, Riverside County, California",2809,56,1206,94,701,88
6065010100,"Census Tract 101, Riverside County, California",2992,85,83,28,652,76
6065010200,"Census Tract 102, Riverside County, California",2960,94,1737,120,401,48
6065010300,"Census Tract 103, Riverside County, California",2660,70,627,68,1318,86
6065010400,"Census Tract 104, Riverside County, California",2964,76,733,69,1174,100
6065010500,"Census Tract 105, Riverside County, California",1995,64,211,35,980,73
6065010600,"Census Tract 106, Riverside County, California",2370,53,293,159,1065,109
6065010700,"Census Tract 107, Riverside County, California",1247,98,472,49,240,52
6065010800,"Census Tract 108, Riverside County, California",1607,86,710,65,125,59
6065010900,"Census Tract 109, Riverside County, California",1858,70,426,77,868,96
6065030100,"Census Tract 301, Riverside County, California",2837,77,2276,163,165,99
6065030200,"Census Tract 302, Riverside County, California",2005,72,1153,144,89,56
6065030300,"Census Tract 303, Riverside County, California",1646,148,459,124,94,63
6065030400,"Census Tract 304, Riverside County, California",1749,78,1243,108,97,62
6065030501,"Census Tract 305.01, Riverside County, California",1405,46,1003,96,17,18
6065030502,"Census Tract 305.02, Riverside County, California",531,33,408,67,40,29
