Id2,Geography,Estimate; Total,Margin of Error; Total
6037650502,"Census Tract 6505.02, Los Angeles County, California",4474,476
6037650601,"Census Tract 6506.01, Los Angeles County, California",7841,703
6037650602,"Census Tract 6506.02, Los Angeles County, California",6688,821
6037650603,"Census Tract 6506.03, Los Angeles County, California",4058,274
6037650701,"Census Tract 6507.01, Los Angeles County, California",2091,163
6037650702,"Census Tract 6507.02, Los Angeles County, California",4759,227
6037650800,"Census Tract 6508, Los Angeles County, California",6421,439
6037650901,"Census Tract 6509.01, Los Angeles County, California",5212,437
6037650902,"Census Tract 6509.02, Los Angeles County, California",5977,519
6037651001,"Census Tract 6510.01, Los Angeles County, California",5538,317
6037651002,"Census Tract 6510.02, Los Angeles County, California",4274,411
6037651101,"Census Tract 6511.01, Los Angeles County, California",5217,452
6037651102,"Census Tract 6511.02, Los Angeles County, California",3436,228
6037651201,"Census Tract 6512.01, Los Angeles County, California",5058,263
6037651221,"Census Tract 6512.21, Los Angeles County, California",3527,276
6037651222,"Census Tract 6512.22, Los Angeles County, California",5705,405
6037651301,"Census Tract 6513.01, Los Angeles County, California",5372,332
6037651302,"Census Tract 6513.02, Los Angeles County, California",6049,509
6037651400,"Census Tract 6514, Los Angeles County, California",7822,421
6037670001,"Census Tract 6700.01, Los Angeles County, California",2872,285
6037670002,"Census Tract 6700.02, Los Angeles County, California",4051,327
6037670003,"Census Tract 6700.03, Los Angeles County, California",5744,389
6037670100,"Census Tract 6701, Los Angeles County, California",6784,414
6037670201,"Census Tract 6702.01, Los Angeles County, California",3823,292
6037670202,"Census Tract 6702.02, Los Angeles County, California",2696,265
6037670301,"Census Tract 6703.01, Los Angeles County, California",5358,370
6037670321,"Census Tract 6703.21, Los Angeles County, California",3710,311
6037670322,"Census Tract 6703.22, Los Angeles County, California",4452,248
6037670403,"Census Tract 6704.03, Los Angeles County, California",2448,156
6037670405,"Census Tract 6704.05, Los Angeles County, California",2624,197
6037670406,"Census Tract 6704.06, Los Angeles County, California",1784,203
6037670407,"Census Tract 6704.07, Los Angeles County, California",5717,430
6037670411,"Census Tract 6704.11, Los Angeles County, California",4107,206
6037670413,"Census Tract 6704.13, Los Angeles County, California",4688,270
6037670414,"Census Tract 6704.14, Los Angeles County, California",3960,356
6037670500,"Census Tract 6705, Los Angeles County, California",1899,160
6037670600,"Census Tract 6706, Los Angeles County, California",6831,435
6037670701,"Census Tract 6707.01, Los Angeles County, California",7518,551
6037670702,"Census Tract 6707.02, Los Angeles County, California",5381,479
6037700100,"Census Tract 7001, Los Angeles County, California",10002,508
6037700200,"Census Tract 7002, Los Angeles County, California",6561,444
6037700300,"Census Tract 7003, Los Angeles County, California",5847,392
6037700400,"Census Tract 7004, Los Angeles County, California",5217,416
6037700500,"Census Tract 7005, Los Angeles County, California",8001,441
6037700600,"Census Tract 7006, Los Angeles County, California",5173,349
6037700700,"Census Tract 7007, Los Angeles County, California",3786,343
6037700800,"Census Tract 7008, Los Angeles County, California",9509,663
6037700901,"Census Tract 7009.01, Los Angeles County, California",3934,394
6037700902,"Census Tract 7009.02, Los Angeles County, California",6416,398
6037701000,"Census Tract 7010, Los Angeles County, California",5472,352
6037701100,"Census Tract 7011, Los Angeles County, California",1308,684
6037701201,"Census Tract 7012.01, Los Angeles County, California",3930,310
6037701202,"Census Tract 7012.02, Los Angeles County, California",3111,297
6037701301,"Census Tract 7013.01, Los Angeles County, California",6510,405
6037701302,"Census Tract 7013.02, Los Angeles County, California",4564,293
6037701400,"Census Tract 7014, Los Angeles County, California",6511,476
6037701501,"Census Tract 7015.01, Los Angeles County, California",5198,328
6037701502,"Census Tract 7015.02, Los Angeles County, California",3577,366
6037701601,"Census Tract 7016.01, Los Angeles County, California",3807,272
6037701602,"Census Tract 7016.02, Los Angeles County, California",3539,344
6037701701,"Census Tract 7017.01, Los Angeles County, California",3237,267
6037701702,"Census Tract 7017.02, Los Angeles County, California",2824,461
6037701801,"Census Tract 7018.01, Los Angeles County, California",5511,487
6037701802,"Census Tract 7018.02, Los Angeles County, California",4712,956
6037701900,"Census Tract 7019, Los Angeles County, California",3316,331
6037702000,"Census Tract 7020, Los Angeles County, California",5241,355
6037702100,"Census Tract 7021, Los Angeles County, California",6198,427
6037702201,"Census Tract 7022.01, Los Angeles County, California",4813,500
6037702202,"Census Tract 7022.02, Los Angeles County, California",3610,317
6037702300,"Census Tract 7023, Los Angeles County, California",6450,547
6037702400,"Census Tract 7024, Los Angeles County, California",4458,287
6037702501,"Census Tract 7025.01, Los Angeles County, California",4497,331
6037702502,"Census Tract 7025.02, Los Angeles County, California",3999,245
6037702600,"Census Tract 7026, Los Angeles County, California",6029,383
6037702700,"Census Tract 7027, Los Angeles County, California",3371,225
6037702801,"Census Tract 7028.01, Los Angeles County, California",5189,469
6037702802,"Census Tract 7028.02, Los Angeles County, California",2311,241
6037702803,"Census Tract 7028.03, Los Angeles County, California",2435,210
6037702901,"Census Tract 7029.01, Los Angeles County, California",9091,536
6037703001,"Census Tract 7030.01, Los Angeles County, California",6242,520
6037703002,"Census Tract 7030.02, Los Angeles County, California",6907,548
6037703100,"Census Tract 7031, Los Angeles County, California",5180,321
6037703200,"Census Tract 7032, Los Angeles County, California",5608,547
6037800101,"Census Tract 8001.01, Los Angeles County, California",4885,390
6037800102,"Census Tract 8001.02, Los Angeles County, California",6492,489
6037800201,"Census Tract 8002.01, Los Angeles County, California",9351,541
6037800202,"Census Tract 8002.02, Los Angeles County, California",6334,497
6037800302,"Census Tract 8003.02, Los Angeles County, California",9151,777
6037800303,"Census Tract 8003.03, Los Angeles County, California",7074,424
6037800323,"Census Tract 8003.23, Los Angeles County, California",8762,549
6037800324,"Census Tract 8003.24, Los Angeles County, California",7431,352
6037800325,"Census Tract 8003.25, Los Angeles County, California",3359,295
6037800326,"Census Tract 8003.26, Los Angeles County, California",4974,403
6037800401,"Census Tract 8004.01, Los Angeles County, California",3934,642
6037800403,"Census Tract 8004.03, Los Angeles County, California",7568,399
6037800404,"Census Tract 8004.04, Los Angeles County, California",2432,369
6037800501,"Census Tract 8005.01, Los Angeles County, California",3156,263
6037800502,"Census Tract 8005.02, Los Angeles County, California",2400,308
6037900101,"Census Tract 9001.01, Los Angeles County, California",12898,1185
6037900102,"Census Tract 9001.02, Los Angeles County, California",1178,445
6037900200,"Census Tract 9002, Los Angeles County, California",1267,315
6037900300,"Census Tract 9003, Los Angeles County, California",2392,357
6037900501,"Census Tract 9005.01, Los Angeles County, California",6300,696
6037900502,"Census Tract 9005.02, Los Angeles County, California",8770,599
6037900503,"Census Tract 9005.03, Los Angeles County, California",9431,874
6037900504,"Census Tract 9005.04, Los Angeles County, California",4777,509
6037900602,"Census Tract 9006.02, Los Angeles County, California",4555,662
6037900604,"Census Tract 9006.04, Los Angeles County, California",8860,729
6037900605,"Census Tract 9006.05, Los Angeles County, California",5677,582
6037900606,"Census Tract 9006.06, Los Angeles County, California",4032,605
6037900607,"Census Tract 9006.07, Los Angeles County, California",4141,488
6037900701,"Census Tract 9007.01, Los Angeles County, California",5218,737
6037900703,"Census Tract 9007.03, Los Angeles County, California",3817,510
6037900704,"Census Tract 9007.04, Los Angeles County, California",3010,319
6037900705,"Census Tract 9007.05, Los Angeles County, California",4982,593
6037900803,"Census Tract 9008.03, Los Angeles County, California",8626,732
6037900804,"Census Tract 9008.04, Los Angeles County, California",3121,565
6037900805,"Census Tract 9008.05, Los Angeles County, California",5087,559
6037900806,"Census Tract 9008.06, Los Angeles County, California",2708,398
6037900900,"Census Tract 9009, Los Angeles County, California",3436,457
6037901003,"Census Tract 9010.03, Los Angeles County, California",4336,390
6037901004,"Census Tract 9010.04, Los Angeles County, California",8993,812
6037901005,"Census Tract 9010.05, Los Angeles County, California",8420,696
6037901006,"Census Tract 9010.06, Los Angeles County, California",11025,838
6037901007,"Census Tract 9010.07, Los Angeles County, California",2152,298
6037901101,"Census Tract 9011.01, Los Angeles County, California",5283,558
6037901102,"Census Tract 9011.02, Los Angeles County, California",4743,690
6037901203,"Census Tract 9012.03, Los Angeles County, California",1864,399
6037901204,"Census Tract 9012.04, Los Angeles County, California",2200,310
6037901205,"Census Tract 9012.05, Los Angeles County, California",8565,741
6037901206,"Census Tract 9012.06, Los Angeles County, California",1283,331
6037901207,"Census Tract 9012.07, Los Angeles County, California",3207,303
6037910000,"Census Tract 9100, Los Angeles County, California",11416,989
6037910100,"Census Tract 9101, Los Angeles County, California",929,359
6037910201,"Census Tract 9102.01, Los Angeles County, California",3880,418
6037910202,"Census Tract 9102.02, Los Angeles County, California",4642,583
6037910203,"Census Tract 9102.03, Los Angeles County, California",11025,1088
6037910204,"Census Tract 9102.04, Los Angeles County, California",10690,550
6037910205,"Census Tract 9102.05, Los Angeles County, California",1375,238
6037910206,"Census Tract 9102.06, Los Angeles County, California",2874,631
6037910301,"Census Tract 9103.01, Los Angeles County, California",3999,430
6037910302,"Census Tract 9103.02, Los Angeles County, California",5868,393
6037910401,"Census Tract 9104.01, Los Angeles County, California",5037,494
6037910402,"Census Tract 9104.02, Los Angeles County, California",3092,529
6037910403,"Census Tract 9104.03, Los Angeles County, California",2773,316
6037910404,"Census Tract 9104.04, Los Angeles County, California",4440,559
6037910501,"Census Tract 9105.01, Los Angeles County, California",5338,728
6037910502,"Census Tract 9105.02, Los Angeles County, California",3768,541
6037910503,"Census Tract 9105.03, Los Angeles County, California",8935,1572
6037910601,"Census Tract 9106.01, Los Angeles County, California",6414,520
6037910602,"Census Tract 9106.02, Los Angeles County, California",3391,490
6037910603,"Census Tract 9106.03, Los Angeles County, California",6580,729
6037910604,"Census Tract 9106.04, Los Angeles County, California",6305,668
6037910703,"Census Tract 9107.03, Los Angeles County, California",9358,996
6037910704,"Census Tract 9107.04, Los Angeles County, California",8315,564
6037910705,"Census Tract 9107.05, Los Angeles County, California",8605,927
6037910706,"Census Tract 9107.06, Los Angeles County, California",4582,565
6037910707,"Census Tract 9107.07, Los Angeles County, California",4434,447
6037910708,"Census Tract 9107.08, Los Angeles County, California",456,173
6037910709,"Census Tract 9107.09, Los Angeles County, California",1737,348
6037910710,"Census Tract 9107.10, Los Angeles County, California",11749,916
6037910803,"Census Tract 9108.03, Los Angeles County, California",4169,853
6037910804,"Census Tract 9108.04, Los Angeles County, California",2921,310
6037910805,"Census Tract 9108.05, Los Angeles County, California",4384,454
6037910806,"Census Tract 9108.06, Los Angeles County, California",260,160
6037910807,"Census Tract 9108.07, Los Angeles County, California",5658,474
6037910808,"Census Tract 9108.08, Los Angeles County, California",3614,343
6037910809,"Census Tract 9108.09, Los Angeles County, California",1928,206
6037910810,"Census Tract 9108.10, Los Angeles County, California",2551,163
6037910901,"Census Tract 9109.01, Los Angeles County, California",1537,267
6037910902,"Census Tract 9109.02, Los Angeles County, California",1319,348
6037911000,"Census Tract 9110, Los Angeles County, California",1295,366
6037920013,"Census Tract 9200.13, Los Angeles County, California",3797,441
6037920014,"Census Tract 9200.14, Los Angeles County, California",376,207
6037920015,"Census Tract 9200.15, Los Angeles County, California",5664,394
6037920016,"Census Tract 9200.16, Los Angeles County, California",5337,393
6037920017,"Census Tract 9200.17, Los Angeles County, California",4482,297
6037920018,"Census Tract 9200.18, Los Angeles County, California",2148,192
6037920019,"Census Tract 9200.19, Los Angeles County, California",7484,448
6037920020,"Census Tract 9200.20, Los Angeles County, California",6705,514
6037920023,"Census Tract 9200.23, Los Angeles County, California",2665,265
6037920026,"Census Tract 9200.26, Los Angeles County, California",226,147
6037920027,"Census Tract 9200.27, Los Angeles County, California",0,132
6037920028,"Census Tract 9200.28, Los Angeles County, California",3919,493
6037920029,"Census Tract 9200.29, Los Angeles County, California",3604,248
6037920030,"Census Tract 9200.30, Los Angeles County, California",5860,504
6037920031,"Census Tract 9200.31, Los Angeles County, California",5203,512
6037920032,"Census Tract 9200.32, Los Angeles County, California",2711,522
6037920033,"Census Tract 9200.33, Los Angeles County, California",384,154
6037920034,"Census Tract 9200.34, Los Angeles County, California",3012,451
6037920035,"Census Tract 9200.35, Los Angeles County, California",6799,579
6037920036,"Census Tract 9200.36, Los Angeles County, California",3613,363
6037920037,"Census Tract 9200.37, Los Angeles County, California",6956,867
6037920038,"Census Tract 9200.38, Los Angeles County, California",4455,417
6037920039,"Census Tract 9200.39, Los Angeles County, California",1829,151
6037920040,"Census Tract 9200.40, Los Angeles County, California",2626,342
6037920041,"Census Tract 9200.41, Los Angeles County, California",2574,370
6037920042,"Census Tract 9200.42, Los Angeles County, California",7276,487
6037920043,"Census Tract 9200.43, Los Angeles County, California",3826,497
6037920103,"Census Tract 9201.03, Los Angeles County, California",4331,669
6037920104,"Census Tract 9201.04, Los Angeles County, California",2564,194
6037920105,"Census Tract 9201.05, Los Angeles County, California",13219,450
6037920106,"Census Tract 9201.06, Los Angeles County, California",2827,307
6037920107,"Census Tract 9201.07, Los Angeles County, California",3391,459
6037920108,"Census Tract 9201.08, Los Angeles County, California",2480,424
6037920109,"Census Tract 9201.09, Los Angeles County, California",3164,318
6037920110,"Census Tract 9201.10, Los Angeles County, California",5419,247
6037920111,"Census Tract 9201.11, Los Angeles County, California",3171,211
6037920112,"Census Tract 9201.12, Los Angeles County, California",4386,191
6037920113,"Census Tract 9201.13, Los Angeles County, California",7441,495
6037920200,"Census Tract 9202, Los Angeles County, California",7945,271
6037920303,"Census Tract 9203.03, Los Angeles County, California",1188,177
6037920312,"Census Tract 9203.12, Los Angeles County, California",5177,599
6037920313,"Census Tract 9203.13, Los Angeles County, California",5522,404
6037920314,"Census Tract 9203.14, Los Angeles County, California",2749,223
6037920322,"Census Tract 9203.22, Los Angeles County, California",2672,267
6037920326,"Census Tract 9203.26, Los Angeles County, California",5891,386
6037920327,"Census Tract 9203.27, Los Angeles County, California",12641,731
6037920328,"Census Tract 9203.28, Los Angeles County, California",1701,226
6037920329,"Census Tract 9203.29, Los Angeles County, California",5630,303
6037920330,"Census Tract 9203.30, Los Angeles County, California",5096,436
6037920331,"Census Tract 9203.31, Los Angeles County, California",4087,199
6037920332,"Census Tract 9203.32, Los Angeles County, California",2447,356
6037920334,"Census Tract 9203.34, Los Angeles County, California",6575,623
6037920335,"Census Tract 9203.35, Los Angeles County, California",14365,1199
6037930000,"Census Tract 9300, Los Angeles County, California",465,210
6037930100,"Census Tract 9301, Los Angeles County, California",171,109
6037930200,"Census Tract 9302, Los Angeles County, California",706,139
6039000102,"Census Tract 1.02, Madera County, California",4845,674
6039000103,"Census Tract 1.03, Madera County, California",5574,763
6039000104,"Census Tract 1.04, Madera County, California",4798,498
6039000105,"Census Tract 1.05, Madera County, California",14514,755
6039000200,"Census Tract 2, Madera County, California",14440,1250
6039000300,"Census Tract 3, Madera County, California",8252,1186
6039000400,"Census Tract 4, Madera County, California",1321,184
6039000502,"Census Tract 5.02, Madera County, California",9513,1265
6039000503,"Census Tract 5.03, Madera County, California",7784,704
6039000506,"Census Tract 5.06, Madera County, California",6199,563
6039000507,"Census Tract 5.07, Madera County, California",8853,841
6039000508,"Census Tract 5.08, Madera County, California",7415,887
6039000509,"Census Tract 5.09, Madera County, California",6300,534
6039000601,"Census Tract 6.01, Madera County, California",9330,705
6039000602,"Census Tract 6.02, Madera County, California",4600,586
6039000700,"Census Tract 7, Madera County, California",10189,740
6039000800,"Census Tract 8, Madera County, California",6711,712
6039000900,"Census Tract 9, Madera County, California",7821,846
6039001000,"Census Tract 10, Madera County, California",6335,730
6041101100,"Census Tract 1011, Marin County, California",2763,254
6041101200,"Census Tract 1012, Marin County, California",2607,284
6041102100,"Census Tract 1021, Marin County, California",2472,185
6041102201,"Census Tract 1022.01, Marin County, California",10261,501
6041103100,"Census Tract 1031, Marin County, California",7508,450
6041103200,"Census Tract 1032, Marin County, California",6373,505
6041104101,"Census Tract 1041.01, Marin County, California",7778,442
6041104102,"Census Tract 1041.02, Marin County, California",4961,615
6041104200,"Census Tract 1042, Marin County, California",5464,286
6041104300,"Census Tract 1043, Marin County, California",1290,171
6041105000,"Census Tract 1050, Marin County, California",6006,469
6041106001,"Census Tract 1060.01, Marin County, California",3901,372
6041106002,"Census Tract 1060.02, Marin County, California",6380,609
6041107000,"Census Tract 1070, Marin County, California",6450,455
6041108100,"Census Tract 1081, Marin County, California",6667,396
6041108200,"Census Tract 1082, Marin County, California",6460,469
6041109000,"Census Tract 1090, Marin County, California",7681,537
6041110100,"Census Tract 1101, Marin County, California",6361,1056
6041110200,"Census Tract 1102, Marin County, California",5712,434
6041111000,"Census Tract 1110, Marin County, California",5001,473
6041112100,"Census Tract 1121, Marin County, California",4160,287
6041112200,"Census Tract 1122, Marin County, California",10367,858
6041113000,"Census Tract 1130, Marin County, California",3859,406
6041114100,"Census Tract 1141, Marin County, California",4918,277
6041114200,"Census Tract 1142, Marin County, California",2812,202
6041115000,"Census Tract 1150, Marin County, California",7511,487
6041116000,"Census Tract 1160, Marin County, California",2968,196
6041117000,"Census Tract 1170, Marin County, California",4306,332
6041118100,"Census Tract 1181, Marin County, California",2020,171
6041118200,"Census Tract 1182, Marin County, California",326,222
6041119100,"Census Tract 1191, Marin County, California",4844,596
6041119200,"Census Tract 1192, Marin County, California",6747,395
6041120000,"Census Tract 1200, Marin County, California",5662,327
6041121100,"Census Tract 1211, Marin County, California",5142,225
6041121200,"Census Tract 1212, Marin County, California",6583,309
6041122000,"Census Tract 1220, Marin County, California",4375,233
6041123000,"Census Tract 1230, Marin County, California",2119,187
6041124100,"Census Tract 1241, Marin County, California",5527,424
6041124200,"Census Tract 1242, Marin County, California",5352,280
6041125000,"Census Tract 1250, Marin County, California",3673,317
6041126100,"Census Tract 1261, Marin County, California",5518,439
6041126200,"Census Tract 1262, Marin County, California",4294,390
6041127000,"Census Tract 1270, Marin County, California",3888,335
6041128100,"Census Tract 1281, Marin County, California",6224,527
6041128200,"Census Tract 1282, Marin County, California",4625,251
6041129000,"Census Tract 1290, Marin County, California",2498,358
6041130200,"Census Tract 1302, Marin County, California",7633,197
6041131000,"Census Tract 1310, Marin County, California",573,103
6041132100,"Census Tract 1321, Marin County, California",1645,244
6041132200,"Census Tract 1322, Marin County, California",1657,347
6041133000,"Census Tract 1330, Marin County, California",2789,393
6043000100,"Census Tract 1, Mariposa County, California",6026,599
6043000200,"Census Tract 2, Mariposa County, California",3638,396
6043000300,"Census Tract 3, Mariposa County, California",6538,616
6043000400,"Census Tract 4, Mariposa County, California",1663,469
6045010100,"Census Tract 101, Mendocino County, California",2864,371
6045010200,"Census Tract 102, Mendocino County, California",3403,376
6045010300,"Census Tract 103, Mendocino County, California",3731,321
6045010400,"Census Tract 104, Mendocino County, California",2910,269
6045010500,"Census Tract 105, Mendocino County, California",4361,298
6045010600,"Census Tract 106, Mendocino County, California",6567,589
6045010700,"Census Tract 107, Mendocino County, California",6386,377
6045010801,"Census Tract 108.01, Mendocino County, California",6104,668
6045010802,"Census Tract 108.02, Mendocino County, California",1904,329
6045010900,"Census Tract 109, Mendocino County, California",4892,566
6045011000,"Census Tract 110, Mendocino County, California",7535,574
6045011100,"Census Tract 111, Mendocino County, California",4031,543
6045011200,"Census Tract 112, Mendocino County, California",2920,368
6045011300,"Census Tract 113, Mendocino County, California",6008,610
6045011400,"Census Tract 114, Mendocino County, California",3688,363
6045011500,"Census Tract 115, Mendocino County, California",6826,473
6045011600,"Census Tract 116, Mendocino County, California",5350,588
6045011700,"Census Tract 117, Mendocino County, California",4317,617
6045011800,"Census Tract 118, Mendocino County, California",2233,325
6047000100,"Census Tract 1, Merced County, California",1205,168
6047000200,"Census Tract 2, Merced County, California",13391,779
6047000301,"Census Tract 3.01, Merced County, California",4781,453
6047000303,"Census Tract 3.03, Merced County, California",2543,394
6047000304,"Census Tract 3.04, Merced County, California",8804,480
6047000400,"Census Tract 4, Merced County, California",8944,714
6047000503,"Census Tract 5.03, Merced County, California",3332,366
6047000504,"Census Tract 5.04, Merced County, California",5042,574
6047000505,"Census Tract 5.05, Merced County, California",5939,602
6047000601,"Census Tract 6.01, Merced County, California",5771,605
6047000602,"Census Tract 6.02, Merced County, California",3336,371
6047000603,"Census Tract 6.03, Merced County, California",5630,489
6047000701,"Census Tract 7.01, Merced County, California",3461,523
6047000702,"Census Tract 7.02, Merced County, California",4260,402
6047000801,"Census Tract 8.01, Merced County, California",4154,569
6047000802,"Census Tract 8.02, Merced County, California",4044,341
6047000901,"Census Tract 9.01, Merced County, California",3911,612
6047000902,"Census Tract 9.02, Merced County, California",7084,513
6047000903,"Census Tract 9.03, Merced County, California",1232,242
6047001002,"Census Tract 10.02, Merced County, California",10778,894
6047001003,"Census Tract 10.03, Merced County, California",3911,546
6047001004,"Census Tract 10.04, Merced County, California",3969,522
6047001005,"Census Tract 10.05, Merced County, California",2079,357
6047001101,"Census Tract 11.01, Merced County, California",6325,624
6047001102,"Census Tract 11.02, Merced County, California",2703,271
6047001200,"Census Tract 12, Merced County, California",5094,416
6047001301,"Census Tract 13.01, Merced County, California",3140,364
6047001302,"Census Tract 13.02, Merced County, California",4010,451
6047001401,"Census Tract 14.01, Merced County, California",3861,393
6047001402,"Census Tract 14.02, Merced County, California",4716,506
6047001501,"Census Tract 15.01, Merced County, California",2644,478
6047001502,"Census Tract 15.02, Merced County, California",2808,588
6047001503,"Census Tract 15.03, Merced County, California",4488,530
6047001601,"Census Tract 16.01, Merced County, California",3315,497
6047001602,"Census Tract 16.02, Merced County, California",6667,812
6047001700,"Census Tract 17, Merced County, California",6925,851
6047001801,"Census Tract 18.01, Merced County, California",3530,550
6047001802,"Census Tract 18.02, Merced County, California",1806,430
6047001901,"Census Tract 19.01, Merced County, California",4497,411
6047001902,"Census Tract 19.02, Merced County, California",2493,226
6047002000,"Census Tract 20, Merced County, California",8265,748
6047002100,"Census Tract 21, Merced County, California",3515,455
6047002201,"Census Tract 22.01, Merced County, California",5879,539
6047002202,"Census Tract 22.02, Merced County, California",9274,695
6047002301,"Census Tract 23.01, Merced County, California",5944,549
6047002302,"Census Tract 23.02, Merced County, California",13573,750
6047002400,"Census Tract 24, Merced County, California",9162,657
6049000100,"Census Tract 1, Modoc County, California",3250,215
6049000200,"Census Tract 2, Modoc County, California",2156,290
6049000300,"Census Tract 3, Modoc County, California",2500,312
6049000400,"Census Tract 4, Modoc County, California",1256,179
6051000100,"Census Tract 1, Mono County, California",5559,14
6051000200,"Census Tract 2, Mono County, California",7366,14
6053000101,"Census Tract 1.01, Monterey County, California",1963,279
6053000102,"Census Tract 1.02, Monterey County, California",9033,599
6053000103,"Census Tract 1.03, Monterey County, California",3369,545
6053000104,"Census Tract 1.04, Monterey County, California",3287,257
6053000200,"Census Tract 2, Monterey County, California",6599,526
6053000300,"Census Tract 3, Monterey County, California",4617,573
6053000400,"Census Tract 4, Monterey County, California",5680,789
6053000500,"Census Tract 5, Monterey County, California",7814,877
6053000600,"Census Tract 6, Monterey County, California",6868,685
6053000700,"Census Tract 7, Monterey County, California",11656,926
6053000800,"Census Tract 8, Monterey County, California",4683,326
6053000900,"Census Tract 9, Monterey County, California",5580,528
6053001000,"Census Tract 10, Monterey County, California",788,440
6053001100,"Census Tract 11, Monterey County, California",3177,313
6053001200,"Census Tract 12, Monterey County, California",3440,405
6053001300,"Census Tract 13, Monterey County, California",2362,278
6053001400,"Census Tract 14, Monterey County, California",2428,216
6053001500,"Census Tract 15, Monterey County, California",5188,650
6053001600,"Census Tract 16, Monterey County, California",2507,261
6053001700,"Census Tract 17, Monterey County, California",3693,344
6053001800,"Census Tract 18, Monterey County, California",9845,775
6053010101,"Census Tract 101.01, Monterey County, California",3757,548
6053010102,"Census Tract 101.02, Monterey County, California",3265,336
6053010201,"Census Tract 102.01, Monterey County, California",4812,455
6053010202,"Census Tract 102.02, Monterey County, California",4856,398
6053010302,"Census Tract 103.02, Monterey County, California",1367,331
6053010303,"Census Tract 103.03, Monterey County, California",186,154
6053010304,"Census Tract 103.04, Monterey County, California",5233,546
6053010305,"Census Tract 103.05, Monterey County, California",4384,393
6053010400,"Census Tract 104, Monterey County, California",5932,629
6053010501,"Census Tract 105.01, Monterey County, California",7139,534
6053010503,"Census Tract 105.03, Monterey County, California",9541,790
6053010504,"Census Tract 105.04, Monterey County, California",4273,488
6053010602,"Census Tract 106.02, Monterey County, California",8129,506
6053010603,"Census Tract 106.03, Monterey County, California",7653,645
6053010604,"Census Tract 106.04, Monterey County, California",5651,628
6053010605,"Census Tract 106.05, Monterey County, California",4137,426
6053010606,"Census Tract 106.06, Monterey County, California",5361,566
6053010701,"Census Tract 107.01, Monterey County, California",7780,483
6053010702,"Census Tract 107.02, Monterey County, California",4047,354
6053010801,"Census Tract 108.01, Monterey County, California",9525,259
6053010802,"Census Tract 108.02, Monterey County, California",1155,275
6053010900,"Census Tract 109, Monterey County, California",10585,279
6053011000,"Census Tract 110, Monterey County, California",6110,510
6053011101,"Census Tract 111.01, Monterey County, California",6211,630
6053011102,"Census Tract 111.02, Monterey County, California",11965,630
6053011201,"Census Tract 112.01, Monterey County, California",9696,620
6053011202,"Census Tract 112.02, Monterey County, California",5460,504
6053011301,"Census Tract 113.01, Monterey County, California",9517,742
6053011302,"Census Tract 113.02, Monterey County, California",4839,557
6053011400,"Census Tract 114, Monterey County, California",3243,284
6053011500,"Census Tract 115, Monterey County, California",1281,308
6053011600,"Census Tract 116, Monterey County, California",8108,584
6053011700,"Census Tract 117, Monterey County, California",3652,392
6053011800,"Census Tract 118, Monterey County, California",3845,49
6053011900,"Census Tract 119, Monterey County, California",4340,394
6053012000,"Census Tract 120, Monterey County, California",3445,444
6053012100,"Census Tract 121, Monterey County, California",2141,237
6053012200,"Census Tract 122, Monterey County, California",2647,277
6053012301,"Census Tract 123.01, Monterey County, California",1136,191
6053012302,"Census Tract 123.02, Monterey County, California",1654,159
6053012401,"Census Tract 124.01, Monterey County, California",1791,298
6053012402,"Census Tract 124.02, Monterey County, California",2919,253
6053012500,"Census Tract 125, Monterey County, California",4907,413
6053012600,"Census Tract 126, Monterey County, California",2485,513
6053012700,"Census Tract 127, Monterey County, California",3654,340
6053012800,"Census Tract 128, Monterey County, California",5027,422
6053013000,"Census Tract 130, Monterey County, California",3199,495
6053013100,"Census Tract 131, Monterey County, California",1828,282
6053013200,"Census Tract 132, Monterey County, California",3766,347
6053013300,"Census Tract 133, Monterey County, California",5927,427
6053013400,"Census Tract 134, Monterey County, California",1781,184
6053013500,"Census Tract 135, Monterey County, California",5468,593
6053013600,"Census Tract 136, Monterey County, California",3992,399
6053013700,"Census Tract 137, Monterey County, California",5600,543
6053013800,"Census Tract 138, Monterey County, California",5354,532
6053013900,"Census Tract 139, Monterey County, California",2356,324
6053014000,"Census Tract 140, Monterey County, California",2264,374
6053014101,"Census Tract 141.01, Monterey County, California",4373,549
6053014102,"Census Tract 141.02, Monterey County, California",2497,410
6053014103,"Census Tract 141.03, Monterey County, California",7724,592
6053014200,"Census Tract 142, Monterey County, California",7891,434
6053014301,"Census Tract 143.01, Monterey County, California",3450,279
6053014302,"Census Tract 143.02, Monterey County, California",4034,317
6055200201,"Census Tract 2002.01, Napa County, California",3208,299
6055200202,"Census Tract 2002.02, Napa County, California",2860,882
6055200203,"Census Tract 2002.03, Napa County, California",2406,418
6055200300,"Census Tract 2003, Napa County, California",7824,674
6055200400,"Census Tract 2004, Napa County, California",3246,244
6055200501,"Census Tract 2005.01, Napa County, California",5402,483
6055200502,"Census Tract 2005.02, Napa County, California",8966,1198
6055200503,"Census Tract 2005.03, Napa County, California",1604,167
6055200600,"Census Tract 2006, Napa County, California",9090,572
6055200701,"Census Tract 2007.01, Napa County, California",7007,609
6055200702,"Census Tract 2007.02, Napa County, California",5754,398
6055200703,"Census Tract 2007.03, Napa County, California",2967,189
6055200801,"Census Tract 2008.01, Napa County, California",7551,611
