Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6059087802,"Census Tract 878.02, Orange County, California",356900,32653
6059087803,"Census Tract 878.03, Orange County, California",417400,261511
6059087805,"Census Tract 878.05, Orange County, California",365100,32395
6059087806,"Census Tract 878.06, Orange County, California",490700,54123
6059087901,"Census Tract 879.01, Orange County, California",448200,41261
6059087902,"Census Tract 879.02, Orange County, California",493700,55762
6059088001,"Census Tract 880.01, Orange County, California",581800,27865
6059088002,"Census Tract 880.02, Orange County, California",568900,32342
6059088101,"Census Tract 881.01, Orange County, California",352000,26291
6059088104,"Census Tract 881.04, Orange County, California",451800,45299
6059088105,"Census Tract 881.05, Orange County, California",493700,45019
6059088106,"Census Tract 881.06, Orange County, California",236700,61741
6059088107,"Census Tract 881.07, Orange County, California",457700,39078
6059088201,"Census Tract 882.01, Orange County, California",551800,50140
6059088202,"Census Tract 882.02, Orange County, California",540600,44831
6059088203,"Census Tract 882.03, Orange County, California",571600,33393
6059088301,"Census Tract 883.01, Orange County, California",479100,67122
6059088302,"Census Tract 883.02, Orange County, California",578800,24834
6059088401,"Census Tract 884.01, Orange County, California",490500,29536
6059088402,"Census Tract 884.02, Orange County, California",487300,71895
6059088403,"Census Tract 884.03, Orange County, California",434900,25958
6059088501,"Census Tract 885.01, Orange County, California",474100,47351
6059088502,"Census Tract 885.02, Orange County, California",454900,68572
6059088601,"Census Tract 886.01, Orange County, California",405100,42813
6059088602,"Census Tract 886.02, Orange County, California",386100,44885
6059088701,"Census Tract 887.01, Orange County, California",476500,62252
6059088702,"Census Tract 887.02, Orange County, California",455300,85440
6059088801,"Census Tract 888.01, Orange County, California",443200,25040
6059088802,"Census Tract 888.02, Orange County, California",498000,43033
6059088901,"Census Tract 889.01, Orange County, California",447900,33388
6059088902,"Census Tract 889.02, Orange County, California",473600,41368
6059088903,"Census Tract 889.03, Orange County, California",454700,32256
6059088904,"Census Tract 889.04, Orange County, California",557400,35259
6059088905,"Census Tract 889.05, Orange County, California",490400,44848
6059089001,"Census Tract 890.01, Orange County, California",330800,64624
6059089003,"Census Tract 890.03, Orange County, California",419200,64001
6059089004,"Census Tract 890.04, Orange County, California",270500,119848
6059089102,"Census Tract 891.02, Orange County, California",413000,33666
6059089104,"Census Tract 891.04, Orange County, California",60000,62032
6059089105,"Census Tract 891.05, Orange County, California",424600,98255
6059089106,"Census Tract 891.06, Orange County, California",329800,122047
6059089107,"Census Tract 891.07, Orange County, California",531700,52447
6059099202,"Census Tract 992.02, Orange County, California",393400,47817
6059099203,"Census Tract 992.03, Orange County, California",510100,40786
6059099204,"Census Tract 992.04, Orange County, California",555600,47902
6059099212,"Census Tract 992.12, Orange County, California",517900,50052
6059099214,"Census Tract 992.14, Orange County, California",518500,43704
6059099215,"Census Tract 992.15, Orange County, California",555700,45811
6059099216,"Census Tract 992.16, Orange County, California",587400,29949
6059099217,"Census Tract 992.17, Orange County, California",822900,26302
6059099220,"Census Tract 992.20, Orange County, California",583200,40344
6059099222,"Census Tract 992.22, Orange County, California",513500,42201
6059099223,"Census Tract 992.23, Orange County, California",568600,44378
6059099224,"Census Tract 992.24, Orange County, California",651000,14514
6059099225,"Census Tract 992.25, Orange County, California",687200,33242
6059099226,"Census Tract 992.26, Orange County, California",662200,23119
6059099227,"Census Tract 992.27, Orange County, California",580800,27745
6059099229,"Census Tract 992.29, Orange County, California",619500,19766
6059099230,"Census Tract 992.30, Orange County, California",593300,25495
6059099231,"Census Tract 992.31, Orange County, California",795000,26783
6059099232,"Census Tract 992.32, Orange County, California",642100,23134
6059099233,"Census Tract 992.33, Orange County, California",647800,18858
6059099234,"Census Tract 992.34, Orange County, California",655900,30623
6059099235,"Census Tract 992.35, Orange County, California",568300,28278
6059099237,"Census Tract 992.37, Orange County, California",695400,34112
6059099238,"Census Tract 992.38, Orange County, California",799700,33574
6059099239,"Census Tract 992.39, Orange County, California",895900,29244
6059099240,"Census Tract 992.40, Orange County, California",788500,41577
6059099241,"Census Tract 992.41, Orange County, California",621900,19553
6059099242,"Census Tract 992.42, Orange County, California",615500,23181
6059099243,"Census Tract 992.43, Orange County, California",685300,44700
6059099244,"Census Tract 992.44, Orange County, California",534100,57699
6059099245,"Census Tract 992.45, Orange County, California",742300,46197
6059099246,"Census Tract 992.46, Orange County, California",816100,34575
6059099247,"Census Tract 992.47, Orange County, California",325800,137784
6059099248,"Census Tract 992.48, Orange County, California",77400,40690
6059099249,"Census Tract 992.49, Orange County, California",454600,87924
6059099250,"Census Tract 992.50, Orange County, California",666100,42091
6059099251,"Census Tract 992.51, Orange County, California",686700,46100
6059099305,"Census Tract 993.05, Orange County, California",610800,31437
6059099306,"Census Tract 993.06, Orange County, California",824500,33750
6059099307,"Census Tract 993.07, Orange County, California",372200,337389
6059099308,"Census Tract 993.08, Orange County, California","1,000,000+",***
6059099309,"Census Tract 993.09, Orange County, California",855300,43572
6059099310,"Census Tract 993.10, Orange County, California","1,000,000+",***
6059099311,"Census Tract 993.11, Orange County, California",968900,71154
6059099402,"Census Tract 994.02, Orange County, California",411600,314699
6059099404,"Census Tract 994.04, Orange County, California",768200,45362
6059099405,"Census Tract 994.05, Orange County, California",626900,49996
6059099406,"Census Tract 994.06, Orange County, California",727800,36255
6059099407,"Census Tract 994.07, Orange County, California",669500,31285
6059099408,"Census Tract 994.08, Orange County, California",659500,48069
6059099410,"Census Tract 994.10, Orange County, California",667400,45259
6059099411,"Census Tract 994.11, Orange County, California",410900,136286
6059099412,"Census Tract 994.12, Orange County, California",721500,59265
6059099413,"Census Tract 994.13, Orange County, California",774000,117266
6059099415,"Census Tract 994.15, Orange County, California",896700,16462
6059099416,"Census Tract 994.16, Orange County, California",417900,27133
6059099417,"Census Tract 994.17, Orange County, California",607500,145144
6059099502,"Census Tract 995.02, Orange County, California",-,**
6059099504,"Census Tract 995.04, Orange County, California",923300,57511
6059099506,"Census Tract 995.06, Orange County, California","1,000,000+",***
6059099508,"Census Tract 995.08, Orange County, California",445800,92914
6059099509,"Census Tract 995.09, Orange County, California",212200,10328
6059099510,"Census Tract 995.10, Orange County, California",168700,13738
6059099511,"Census Tract 995.11, Orange County, California","1,000,000+",***
6059099512,"Census Tract 995.12, Orange County, California",887800,74391
6059099513,"Census Tract 995.13, Orange County, California","1,000,000+",***
6059099514,"Census Tract 995.14, Orange County, California","1,000,000+",***
6059099601,"Census Tract 996.01, Orange County, California",505200,65677
6059099602,"Census Tract 996.02, Orange County, California",641500,25894
6059099603,"Census Tract 996.03, Orange County, California",611800,16668
6059099604,"Census Tract 996.04, Orange County, California",628700,16207
6059099605,"Census Tract 996.05, Orange County, California",672600,28594
6059099701,"Census Tract 997.01, Orange County, California",539100,51595
6059099702,"Census Tract 997.02, Orange County, California",473200,41503
6059099703,"Census Tract 997.03, Orange County, California",593800,21254
6059099801,"Census Tract 998.01, Orange County, California",475800,73625
6059099802,"Census Tract 998.02, Orange County, California",568800,73859
6059099803,"Census Tract 998.03, Orange County, California",441800,45197
6059099902,"Census Tract 999.02, Orange County, California",535300,43035
6059099903,"Census Tract 999.03, Orange County, California",539000,48915
6059099904,"Census Tract 999.04, Orange County, California",485500,34523
6059099905,"Census Tract 999.05, Orange County, California",438200,83785
6059099906,"Census Tract 999.06, Orange County, California",637900,12549
6059110001,"Census Tract 1100.01, Orange County, California",556400,27664
6059110003,"Census Tract 1100.03, Orange County, California",594100,19064
6059110004,"Census Tract 1100.04, Orange County, California",585700,13695
6059110005,"Census Tract 1100.05, Orange County, California",594200,15950
6059110006,"Census Tract 1100.06, Orange County, California",821100,57166
6059110007,"Census Tract 1100.07, Orange County, California",886400,21956
6059110008,"Census Tract 1100.08, Orange County, California",820800,26236
6059110010,"Census Tract 1100.10, Orange County, California",612700,12822
6059110011,"Census Tract 1100.11, Orange County, California",596300,32711
6059110012,"Census Tract 1100.12, Orange County, California",818700,19594
6059110014,"Census Tract 1100.14, Orange County, California",562500,105211
6059110015,"Census Tract 1100.15, Orange County, California",714000,33701
6059110102,"Census Tract 1101.02, Orange County, California",588600,31725
6059110104,"Census Tract 1101.04, Orange County, California",607300,33176
6059110106,"Census Tract 1101.06, Orange County, California",486900,22369
6059110108,"Census Tract 1101.08, Orange County, California",680900,60719
6059110109,"Census Tract 1101.09, Orange County, California",578000,41696
6059110110,"Census Tract 1101.10, Orange County, California",512900,53499
6059110111,"Census Tract 1101.11, Orange County, California",611500,30227
6059110113,"Census Tract 1101.13, Orange County, California",601900,14590
6059110114,"Census Tract 1101.14, Orange County, California",595100,20275
6059110115,"Census Tract 1101.15, Orange County, California",629700,20636
6059110116,"Census Tract 1101.16, Orange County, California",660100,26714
6059110117,"Census Tract 1101.17, Orange County, California",579800,68478
6059110118,"Census Tract 1101.18, Orange County, California",890700,21303
6059110201,"Census Tract 1102.01, Orange County, California",495000,34547
6059110202,"Census Tract 1102.02, Orange County, California",545600,59837
6059110203,"Census Tract 1102.03, Orange County, California",476900,34572
6059110301,"Census Tract 1103.01, Orange County, California",577000,32427
6059110302,"Census Tract 1103.02, Orange County, California",485500,36213
6059110303,"Census Tract 1103.03, Orange County, California",492500,53339
6059110304,"Census Tract 1103.04, Orange County, California",538600,39163
6059110401,"Census Tract 1104.01, Orange County, California",562700,26336
6059110402,"Census Tract 1104.02, Orange County, California",516600,54043
6059110500,"Census Tract 1105, Orange County, California",512200,57991
6059110603,"Census Tract 1106.03, Orange County, California",518100,66722
6059110604,"Census Tract 1106.04, Orange County, California",563900,45741
6059110605,"Census Tract 1106.05, Orange County, California",714500,82641
6059110606,"Census Tract 1106.06, Orange County, California",520600,62544
6059110607,"Census Tract 1106.07, Orange County, California",415600,44554
6061020101,"Census Tract 201.01, Placer County, California",584200,99849
6061020102,"Census Tract 201.02, Placer County, California",597300,125993
6061020103,"Census Tract 201.03, Placer County, California",661500,78925
6061020104,"Census Tract 201.04, Placer County, California",814100,120920
6061020105,"Census Tract 201.05, Placer County, California",614500,76130
6061020106,"Census Tract 201.06, Placer County, California",589500,63058
6061020107,"Census Tract 201.07, Placer County, California",487300,140537
6061020200,"Census Tract 202, Placer County, California",377800,24649
6061020300,"Census Tract 203, Placer County, California",383300,31675
6061020400,"Census Tract 204, Placer County, California",462200,33319
6061020500,"Census Tract 205, Placer County, California",568900,27469
6061020601,"Census Tract 206.01, Placer County, California",732300,46962
6061020602,"Census Tract 206.02, Placer County, California",682600,46226
6061020604,"Census Tract 206.04, Placer County, California",722900,85249
6061020605,"Census Tract 206.05, Placer County, California",784900,32903
6061020606,"Census Tract 206.06, Placer County, California",773800,55456
6061020702,"Census Tract 207.02, Placer County, California",378900,21317
6061020703,"Census Tract 207.03, Placer County, California",440000,31105
6061020704,"Census Tract 207.04, Placer County, California",556600,49769
6061020705,"Census Tract 207.05, Placer County, California",482600,36071
6061020800,"Census Tract 208, Placer County, California",329200,17072
6061020901,"Census Tract 209.01, Placer County, California",296700,33338
6061020902,"Census Tract 209.02, Placer County, California",376500,37710
6061021003,"Census Tract 210.03, Placer County, California",398800,32366
6061021004,"Census Tract 210.04, Placer County, California",453700,20433
6061021005,"Census Tract 210.05, Placer County, California",480100,20874
6061021006,"Census Tract 210.06, Placer County, California",395200,17476
6061021007,"Census Tract 210.07, Placer County, California",425500,14211
6061021008,"Census Tract 210.08, Placer County, California",345100,22996
6061021103,"Census Tract 211.03, Placer County, California",333100,20404
6061021104,"Census Tract 211.04, Placer County, California",506700,26025
6061021105,"Census Tract 211.05, Placer County, California",416900,27822
6061021106,"Census Tract 211.06, Placer County, California",418800,14056
6061021107,"Census Tract 211.07, Placer County, California",435500,15552
6061021108,"Census Tract 211.08, Placer County, California",281700,51507
6061021109,"Census Tract 211.09, Placer County, California",604300,23963
6061021200,"Census Tract 212, Placer County, California",463400,48962
6061021301,"Census Tract 213.01, Placer County, California",384800,19821
6061021303,"Census Tract 213.03, Placer County, California",478500,8435
6061021304,"Census Tract 213.04, Placer County, California",537700,81727
6061021401,"Census Tract 214.01, Placer County, California",285900,41563
6061021402,"Census Tract 214.02, Placer County, California",359100,16988
6061021501,"Census Tract 215.01, Placer County, California",450000,52380
6061021502,"Census Tract 215.02, Placer County, California",421000,24998
6061021600,"Census Tract 216, Placer County, California",492300,63810
6061021801,"Census Tract 218.01, Placer County, California",575900,32303
6061021802,"Census Tract 218.02, Placer County, California",377300,32954
6061021901,"Census Tract 219.01, Placer County, California",443700,55103
6061021902,"Census Tract 219.02, Placer County, California",465300,22356
6061022001,"Census Tract 220.01, Placer County, California",523100,76151
6061022002,"Census Tract 220.02, Placer County, California",393700,33039
6063000100,"Census Tract 1, Plumas County, California",223600,19318
6063000201,"Census Tract 2.01, Plumas County, California",489600,64157
6063000202,"Census Tract 2.02, Plumas County, California",319200,64099
6063000300,"Census Tract 3, Plumas County, California",224000,22544
6063000400,"Census Tract 4, Plumas County, California",234400,29387
6063000500,"Census Tract 5, Plumas County, California",479800,72397
6065010000,"Census Tract 100, Riverside County, California",353600,14185
6065010100,"Census Tract 101, Riverside County, California",325800,10251
6065010200,"Census Tract 102, Riverside County, California",425800,11509
6065010300,"Census Tract 103, Riverside County, California",366800,10692
6065010400,"Census Tract 104, Riverside County, California",309500,22193
6065010500,"Census Tract 105, Riverside County, California",241000,21097
6065010600,"Census Tract 106, Riverside County, California",169000,38013
6065010700,"Census Tract 107, Riverside County, California",569000,91792
6065010800,"Census Tract 108, Riverside County, California",278900,85658
6065010900,"Census Tract 109, Riverside County, California",316300,30061
6065030100,"Census Tract 301, Riverside County, California",274600,39813
6065030200,"Census Tract 302, Riverside County, California",422000,44401
6065030300,"Census Tract 303, Riverside County, California",357100,41416
6065030400,"Census Tract 304, Riverside County, California",327200,25181
6065030501,"Census Tract 305.01, Riverside County, California",309100,38165
6065030502,"Census Tract 305.02, Riverside County, California",326900,26397
6065030503,"Census Tract 305.03, Riverside County, California",354800,90730
6065030601,"Census Tract 306.01, Riverside County, California",760400,74836
6065030602,"Census Tract 306.02, Riverside County, California",531300,67672
6065030603,"Census Tract 306.03, Riverside County, California",544200,37880
6065030700,"Census Tract 307, Riverside County, California",357100,17792
6065030800,"Census Tract 308, Riverside County, California",374000,23831
6065030900,"Census Tract 309, Riverside County, California",316700,37379
6065031001,"Census Tract 310.01, Riverside County, California",328900,16071
6065031002,"Census Tract 310.02, Riverside County, California",334500,15895
6065031100,"Census Tract 311, Riverside County, California",366100,25192
6065031200,"Census Tract 312, Riverside County, California",355100,22872
6065031300,"Census Tract 313, Riverside County, California",268900,51635
6065031401,"Census Tract 314.01, Riverside County, California",341200,21900
6065031402,"Census Tract 314.02, Riverside County, California",303000,28513
6065031501,"Census Tract 315.01, Riverside County, California",324500,23580
6065031502,"Census Tract 315.02, Riverside County, California",300000,24065
6065031600,"Census Tract 316, Riverside County, California",306200,34448
6065031701,"Census Tract 317.01, Riverside County, California",632100,373740
6065031702,"Census Tract 317.02, Riverside County, California",422000,34660
6065031703,"Census Tract 317.03, Riverside County, California",407300,23677
6065031704,"Census Tract 317.04, Riverside County, California",344100,28450
6065040100,"Census Tract 401, Riverside County, California",351400,27072
6065040201,"Census Tract 402.01, Riverside County, California",334400,27532
6065040202,"Census Tract 402.02, Riverside County, California",267500,63860
6065040203,"Census Tract 402.03, Riverside County, California",86400,98005
6065040204,"Census Tract 402.04, Riverside County, California",292900,68144
6065040301,"Census Tract 403.01, Riverside County, California",221600,59483
6065040302,"Census Tract 403.02, Riverside County, California",390000,23853
6065040303,"Census Tract 403.03, Riverside County, California",348200,54712
6065040401,"Census Tract 404.01, Riverside County, California",417000,26631
6065040402,"Census Tract 404.02, Riverside County, California",391000,33309
6065040403,"Census Tract 404.03, Riverside County, California",370200,46686
6065040501,"Census Tract 405.01, Riverside County, California",309200,112440
6065040502,"Census Tract 405.02, Riverside County, California",303500,41896
6065040503,"Census Tract 405.03, Riverside County, California",327800,32031
6065040602,"Census Tract 406.02, Riverside County, California",519400,18799
6065040603,"Census Tract 406.03, Riverside County, California",414700,47137
6065040604,"Census Tract 406.04, Riverside County, California",506100,43804
6065040605,"Census Tract 406.05, Riverside County, California",351000,69171
6065040606,"Census Tract 406.06, Riverside County, California",316700,188565
6065040701,"Census Tract 407.01, Riverside County, California",541000,56260
6065040702,"Census Tract 407.02, Riverside County, California",462600,46777
6065040703,"Census Tract 407.03, Riverside County, California",568400,78118
6065040803,"Census Tract 408.03, Riverside County, California",501200,38368
6065040804,"Census Tract 408.04, Riverside County, California",595700,26302
6065040805,"Census Tract 408.05, Riverside County, California",799700,94177
6065040806,"Census Tract 408.06, Riverside County, California",531300,46121
6065040807,"Census Tract 408.07, Riverside County, California",455200,23752
6065040808,"Census Tract 408.08, Riverside County, California",424000,26496
6065040809,"Census Tract 408.09, Riverside County, California",446600,56936
6065040810,"Census Tract 408.10, Riverside County, California",460700,20949
6065040811,"Census Tract 408.11, Riverside County, California",441400,26212
6065040901,"Census Tract 409.01, Riverside County, California",399800,31584
6065040902,"Census Tract 409.02, Riverside County, California",343400,29579
6065040903,"Census Tract 409.03, Riverside County, California",358200,54823
6065040904,"Census Tract 409.04, Riverside County, California",366700,31452
6065041001,"Census Tract 410.01, Riverside County, California",304400,75556
6065041002,"Census Tract 410.02, Riverside County, California",334000,44279
6065041003,"Census Tract 410.03, Riverside County, California",427800,28585
6065041004,"Census Tract 410.04, Riverside County, California",372100,34875
6065041100,"Census Tract 411, Riverside County, California",358700,39468
6065041201,"Census Tract 412.01, Riverside County, California",376100,32391
6065041202,"Census Tract 412.02, Riverside County, California",330000,28293
6065041203,"Census Tract 412.03, Riverside County, California",328600,26836
6065041300,"Census Tract 413, Riverside County, California",393600,28373
6065041403,"Census Tract 414.03, Riverside County, California",351400,38550
6065041404,"Census Tract 414.04, Riverside County, California",371500,35226
6065041405,"Census Tract 414.05, Riverside County, California",230000,73046
6065041406,"Census Tract 414.06, Riverside County, California",452900,25814
6065041407,"Census Tract 414.07, Riverside County, California",337400,26510
6065041408,"Census Tract 414.08, Riverside County, California",219200,37625
6065041409,"Census Tract 414.09, Riverside County, California",530200,34153
6065041410,"Census Tract 414.10, Riverside County, California",223700,81356
6065041411,"Census Tract 414.11, Riverside County, California",313400,81431
6065041412,"Census Tract 414.12, Riverside County, California",304900,39427
6065041500,"Census Tract 415, Riverside County, California",158800,164746
6065041600,"Census Tract 416, Riverside County, California",300000,124935
6065041702,"Census Tract 417.02, Riverside County, California",414700,34652
6065041703,"Census Tract 417.03, Riverside County, California",74800,126972
6065041704,"Census Tract 417.04, Riverside County, California",340600,77922
6065041803,"Census Tract 418.03, Riverside County, California",551800,48972
6065041804,"Census Tract 418.04, Riverside County, California",570500,38801
6065041805,"Census Tract 418.05, Riverside County, California",416400,31686
6065041806,"Census Tract 418.06, Riverside County, California",583000,32584
6065041807,"Census Tract 418.07, Riverside County, California",409600,60011
6065041808,"Census Tract 418.08, Riverside County, California",542800,40157
6065041809,"Census Tract 418.09, Riverside County, California",425700,28146
6065041810,"Census Tract 418.10, Riverside County, California",587600,37620
6065041811,"Census Tract 418.11, Riverside County, California",563300,34094
6065041812,"Census Tract 418.12, Riverside County, California",449800,25681
6065041813,"Census Tract 418.13, Riverside County, California",365700,42285
6065041903,"Census Tract 419.03, Riverside County, California",529800,32875
6065041904,"Census Tract 419.04, Riverside County, California",458000,58243
6065041905,"Census Tract 419.05, Riverside County, California",435500,63506
6065041906,"Census Tract 419.06, Riverside County, California",338700,42116
6065041907,"Census Tract 419.07, Riverside County, California",609400,29793
6065041908,"Census Tract 419.08, Riverside County, California",474900,23774
6065041909,"Census Tract 419.09, Riverside County, California",495100,55406
6065042003,"Census Tract 420.03, Riverside County, California",468500,95000
6065042004,"Census Tract 420.04, Riverside County, California",572700,33311
6065042005,"Census Tract 420.05, Riverside County, California",592300,53844
6065042006,"Census Tract 420.06, Riverside County, California",447700,15742
6065042007,"Census Tract 420.07, Riverside County, California",534900,64181
6065042008,"Census Tract 420.08, Riverside County, California",512400,58305
6065042009,"Census Tract 420.09, Riverside County, California",369900,40823
6065042010,"Census Tract 420.10, Riverside County, California",228000,22196
6065042100,"Census Tract 421, Riverside County, California",357100,88555
6065042202,"Census Tract 422.02, Riverside County, California",-,**
6065042205,"Census Tract 422.05, Riverside County, California",443000,18008
6065042206,"Census Tract 422.06, Riverside County, California",362500,25753
6065042207,"Census Tract 422.07, Riverside County, California",469800,32694
6065042208,"Census Tract 422.08, Riverside County, California",534100,46524
6065042209,"Census Tract 422.09, Riverside County, California",73600,53463
6065042210,"Census Tract 422.10, Riverside County, California",335000,21839
6065042211,"Census Tract 422.11, Riverside County, California",-,**
6065042212,"Census Tract 422.12, Riverside County, California",362300,19594
6065042213,"Census Tract 422.13, Riverside County, California",348900,24298
6065042214,"Census Tract 422.14, Riverside County, California",402700,23778
6065042300,"Census Tract 423, Riverside County, California",294300,54393
6065042401,"Census Tract 424.01, Riverside County, California",438200,67003
6065042402,"Census Tract 424.02, Riverside County, California",373400,19258
6065042403,"Census Tract 424.03, Riverside County, California",359800,17722
6065042404,"Census Tract 424.04, Riverside County, California",234700,32938
6065042405,"Census Tract 424.05, Riverside County, California",327500,24997
6065042406,"Census Tract 424.06, Riverside County, California",263100,39532
6065042407,"Census Tract 424.07, Riverside County, California",324800,23218
6065042408,"Census Tract 424.08, Riverside County, California",334900,20330
6065042409,"Census Tract 424.09, Riverside County, California",344700,20493
6065042410,"Census Tract 424.10, Riverside County, California",377100,33975
6065042411,"Census Tract 424.11, Riverside County, California",377900,34299
6065042412,"Census Tract 424.12, Riverside County, California",491900,50136
6065042504,"Census Tract 425.04, Riverside County, California",235900,49233
6065042505,"Census Tract 425.05, Riverside County, California",275000,72530
6065042506,"Census Tract 425.06, Riverside County, California",328300,25478
6065042507,"Census Tract 425.07, Riverside County, California",344300,21875
6065042508,"Census Tract 425.08, Riverside County, California",270100,54659
6065042509,"Census Tract 425.09, Riverside County, California",252000,34070
6065042510,"Census Tract 425.10, Riverside County, California",295000,34891
6065042511,"Census Tract 425.11, Riverside County, California",321800,15423
6065042512,"Census Tract 425.12, Riverside County, California",306700,52976
6065042513,"Census Tract 425.13, Riverside County, California",323400,21611
6065042514,"Census Tract 425.14, Riverside County, California",284800,23362
6065042515,"Census Tract 425.15, Riverside County, California",243800,99355
6065042516,"Census Tract 425.16, Riverside County, California",278300,28904
6065042517,"Census Tract 425.17, Riverside County, California",312600,35790
6065042518,"Census Tract 425.18, Riverside County, California",271000,67426
6065042519,"Census Tract 425.19, Riverside County, California",326300,31023
6065042520,"Census Tract 425.20, Riverside County, California",273600,49687
6065042521,"Census Tract 425.21, Riverside County, California",286200,38895
6065042522,"Census Tract 425.22, Riverside County, California",338500,27595
6065042523,"Census Tract 425.23, Riverside County, California",278500,24457
6065042602,"Census Tract 426.02, Riverside County, California",335200,18889
6065042603,"Census Tract 426.03, Riverside County, California",299000,31287
6065042604,"Census Tract 426.04, Riverside County, California",365900,18348
6065042605,"Census Tract 426.05, Riverside County, California",327800,17657
6065042606,"Census Tract 426.06, Riverside County, California",325700,17990
6065042706,"Census Tract 427.06, Riverside County, California",275100,18679
6065042708,"Census Tract 427.08, Riverside County, California",319200,17722
6065042709,"Census Tract 427.09, Riverside County, California",234400,18840
6065042710,"Census Tract 427.10, Riverside County, California",183400,12081
6065042711,"Census Tract 427.11, Riverside County, California",202000,14440
6065042712,"Census Tract 427.12, Riverside County, California",381300,21793
6065042713,"Census Tract 427.13, Riverside County, California",334000,21687
6065042714,"Census Tract 427.14, Riverside County, California",455100,34014
6065042715,"Census Tract 427.15, Riverside County, California",460900,23692
6065042716,"Census Tract 427.16, Riverside County, California",458300,31816
6065042717,"Census Tract 427.17, Riverside County, California",325400,31444
6065042718,"Census Tract 427.18, Riverside County, California",319200,29579
6065042719,"Census Tract 427.19, Riverside County, California",343600,45416
6065042720,"Census Tract 427.20, Riverside County, California",213500,94723
6065042721,"Census Tract 427.21, Riverside County, California",335000,16872
6065042722,"Census Tract 427.22, Riverside County, California",325700,13752
6065042723,"Census Tract 427.23, Riverside County, California",122400,9471
6065042800,"Census Tract 428, Riverside County, California",235400,28682
6065042901,"Census Tract 429.01, Riverside County, California",236700,37801
6065042902,"Census Tract 429.02, Riverside County, California",214600,76416
6065042903,"Census Tract 429.03, Riverside County, California",317400,40331
6065042904,"Census Tract 429.04, Riverside County, California",174800,19676
6065043001,"Census Tract 430.01, Riverside County, California",179200,37181
6065043002,"Census Tract 430.02, Riverside County, California",411000,22142
6065043003,"Census Tract 430.03, Riverside County, California",288400,34006
6065043004,"Census Tract 430.04, Riverside County, California",368800,28127
6065043005,"Census Tract 430.05, Riverside County, California",233000,51436
6065043006,"Census Tract 430.06, Riverside County, California",258500,43796
6065043203,"Census Tract 432.03, Riverside County, California",468100,13762
6065043206,"Census Tract 432.06, Riverside County, California",420000,26070
6065043207,"Census Tract 432.07, Riverside County, California",382000,14968
6065043208,"Census Tract 432.08, Riverside County, California",394800,22522
6065043209,"Census Tract 432.09, Riverside County, California",406600,21219
6065043210,"Census Tract 432.10, Riverside County, California",381300,24205
6065043211,"Census Tract 432.11, Riverside County, California",400100,28208
6065043212,"Census Tract 432.12, Riverside County, California",344600,35857
6065043213,"Census Tract 432.13, Riverside County, California",446200,23378
6065043214,"Census Tract 432.14, Riverside County, California",422400,13209
6065043215,"Census Tract 432.15, Riverside County, California",848400,165141
6065043216,"Census Tract 432.16, Riverside County, California",418400,32010
6065043217,"Census Tract 432.17, Riverside County, California",440300,38440
6065043218,"Census Tract 432.18, Riverside County, California",440500,29529
6065043219,"Census Tract 432.19, Riverside County, California",435700,17242
6065043220,"Census Tract 432.20, Riverside County, California",354500,33347
6065043221,"Census Tract 432.21, Riverside County, California",425200,12751
6065043222,"Census Tract 432.22, Riverside County, California",541500,75896
6065043223,"Census Tract 432.23, Riverside County, California",409700,29773
6065043224,"Census Tract 432.24, Riverside County, California",609700,39863
6065043225,"Census Tract 432.25, Riverside County, California",391400,26464
6065043304,"Census Tract 433.04, Riverside County, California",335700,20322
6065043305,"Census Tract 433.05, Riverside County, California",240800,19410
6065043306,"Census Tract 433.06, Riverside County, California",241100,41486
6065043307,"Census Tract 433.07, Riverside County, California",125800,46755
6065043308,"Census Tract 433.08, Riverside County, California",259400,33848
6065043309,"Census Tract 433.09, Riverside County, California",247900,74789
6065043310,"Census Tract 433.10, Riverside County, California",266800,23446
6065043311,"Census Tract 433.11, Riverside County, California",287600,26266
6065043312,"Census Tract 433.12, Riverside County, California",222400,28521
6065043313,"Census Tract 433.13, Riverside County, California",193700,36320
6065043314,"Census Tract 433.14, Riverside County, California",294700,31059
6065043315,"Census Tract 433.15, Riverside County, California",286100,61469
6065043401,"Census Tract 434.01, Riverside County, California",165100,11812
6065043403,"Census Tract 434.03, Riverside County, California",165600,36246
6065043404,"Census Tract 434.04, Riverside County, California",116000,23542
6065043405,"Census Tract 434.05, Riverside County, California",26200,4392
6065043503,"Census Tract 435.03, Riverside County, California",46800,7497
6065043504,"Census Tract 435.04, Riverside County, California",81500,16938
6065043505,"Census Tract 435.05, Riverside County, California",166900,13309
6065043506,"Census Tract 435.06, Riverside County, California",231000,19953
6065043507,"Census Tract 435.07, Riverside County, California",78300,27547
6065043508,"Census Tract 435.08, Riverside County, California",262800,34970
6065043509,"Census Tract 435.09, Riverside County, California",214900,52529
6065043510,"Census Tract 435.10, Riverside County, California",243400,27875
6065043511,"Census Tract 435.11, Riverside County, California",212300,36204
6065043600,"Census Tract 436, Riverside County, California",193600,38338
6065043701,"Census Tract 437.01, Riverside County, California",205300,81223
6065043702,"Census Tract 437.02, Riverside County, California",214100,33603
6065043703,"Census Tract 437.03, Riverside County, California",160800,16056
6065043704,"Census Tract 437.04, Riverside County, California",285100,28040
