Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6037920330,"Census Tract 9203.30, Los Angeles County, California",2158,109,1665,200,493,184
6037920331,"Census Tract 9203.31, Los Angeles County, California",1437,28,1156,73,281,70
6037920332,"Census Tract 9203.32, Los Angeles County, California",642,22,555,69,87,59
6037920334,"Census Tract 9203.34, Los Angeles County, California",2190,40,1706,108,484,109
6037920335,"Census Tract 9203.35, Los Angeles County, California",3223,139,837,138,2386,182
6037930000,"Census Tract 9300, Los Angeles County, California",185,45,138,53,47,37
6037930100,"Census Tract 9301, Los Angeles County, California",57,30,47,30,10,16
6037930200,"Census Tract 9302, Los Angeles County, California",308,45,270,58,38,48
6039000102,"Census Tract 1.02, Madera County, California",1984,186,1406,193,578,196
6039000103,"Census Tract 1.03, Madera County, California",2378,190,1628,215,750,248
6039000104,"Census Tract 1.04, Madera County, California",2003,177,1357,197,646,198
6039000105,"Census Tract 1.05, Madera County, California",5373,240,4337,288,1036,228
6039000200,"Census Tract 2, Madera County, California",1989,209,1083,170,906,153
6039000300,"Census Tract 3, Madera County, California",2474,403,1116,227,1358,308
6039000400,"Census Tract 4, Madera County, California",423,58,184,54,239,55
6039000502,"Census Tract 5.02, Madera County, California",2274,189,1152,176,1122,172
6039000503,"Census Tract 5.03, Madera County, California",2451,212,1595,221,856,185
6039000506,"Census Tract 5.06, Madera County, California",1789,139,1398,138,391,113
6039000507,"Census Tract 5.07, Madera County, California",2441,174,1854,215,587,160
6039000508,"Census Tract 5.08, Madera County, California",1926,148,1492,193,434,171
6039000509,"Census Tract 5.09, Madera County, California",2031,130,1852,143,179,127
6039000601,"Census Tract 6.01, Madera County, California",2358,160,919,187,1439,195
6039000602,"Census Tract 6.02, Madera County, California",1145,102,593,96,552,119
6039000700,"Census Tract 7, Madera County, California",3479,233,2567,233,912,187
6039000800,"Census Tract 8, Madera County, California",1845,143,431,111,1414,174
6039000900,"Census Tract 9, Madera County, California",1685,152,729,124,956,147
6039001000,"Census Tract 10, Madera County, California",1924,132,1189,131,735,140
6041101100,"Census Tract 1011, Marin County, California",1011,75,862,76,149,90
6041101200,"Census Tract 1012, Marin County, California",1016,74,825,103,191,87
6041102100,"Census Tract 1021, Marin County, California",909,59,748,90,161,67
6041102201,"Census Tract 1022.01, Marin County, California",3972,181,2378,179,1594,202
6041103100,"Census Tract 1031, Marin County, California",2645,107,2341,162,304,138
6041103200,"Census Tract 1032, Marin County, California",2554,111,1565,177,989,172
6041104101,"Census Tract 1041.01, Marin County, California",3041,152,2349,162,692,161
6041104102,"Census Tract 1041.02, Marin County, California",2059,111,1060,178,999,183
6041104200,"Census Tract 1042, Marin County, California",2434,120,1692,190,742,182
6041104300,"Census Tract 1043, Marin County, California",590,63,553,52,37,35
6041105000,"Census Tract 1050, Marin County, California",2388,143,1700,167,688,155
6041106001,"Census Tract 1060.01, Marin County, California",2021,143,974,115,1047,152
6041106002,"Census Tract 1060.02, Marin County, California",2166,131,1314,163,852,184
6041107000,"Census Tract 1070, Marin County, California",2452,96,2067,174,385,138
6041108100,"Census Tract 1081, Marin County, California",2610,155,2320,193,290,124
6041108200,"Census Tract 1082, Marin County, California",2858,172,1579,195,1279,234
6041109000,"Census Tract 1090, Marin County, California",3530,221,1866,209,1664,253
6041110100,"Census Tract 1101, Marin County, California",2336,163,1220,153,1116,153
6041110200,"Census Tract 1102, Marin County, California",2238,115,2118,131,120,65
6041111000,"Census Tract 1110, Marin County, California",2662,162,1025,153,1637,201
6041112100,"Census Tract 1121, Marin County, California",1846,112,869,135,977,147
6041112200,"Census Tract 1122, Marin County, California",3060,202,767,159,2293,210
6041113000,"Census Tract 1130, Marin County, California",1439,104,1055,142,384,143
6041114100,"Census Tract 1141, Marin County, California",2059,156,1462,176,597,126
6041114200,"Census Tract 1142, Marin County, California",1233,87,692,167,541,131
6041115000,"Census Tract 1150, Marin County, California",2746,118,2401,157,345,113
6041116000,"Census Tract 1160, Marin County, California",1245,84,844,107,401,96
6041117000,"Census Tract 1170, Marin County, California",1832,121,1122,127,710,128
6041118100,"Census Tract 1181, Marin County, California",697,52,608,59,89,35
6041118200,"Census Tract 1182, Marin County, California",109,42,41,23,68,35
6041119100,"Census Tract 1191, Marin County, California",1854,77,1291,101,563,102
6041119200,"Census Tract 1192, Marin County, California",3026,141,1720,196,1306,184
6041120000,"Census Tract 1200, Marin County, California",2730,164,1823,170,907,139
6041121100,"Census Tract 1211, Marin County, California",2447,127,1530,195,917,170
6041121200,"Census Tract 1212, Marin County, California",2621,101,1689,185,932,176
6041122000,"Census Tract 1220, Marin County, California",12,20,0,132,12,20
6041123000,"Census Tract 1230, Marin County, California",937,68,690,82,247,63
6041124100,"Census Tract 1241, Marin County, California",2239,126,1496,149,743,168
6041124200,"Census Tract 1242, Marin County, California",2380,156,1476,143,904,157
6041125000,"Census Tract 1250, Marin County, California",1832,135,796,110,1036,147
6041126100,"Census Tract 1261, Marin County, California",2165,147,1651,151,514,140
6041126200,"Census Tract 1262, Marin County, California",2038,131,1014,122,1024,142
6041127000,"Census Tract 1270, Marin County, California",1734,140,1195,155,539,130
6041128100,"Census Tract 1281, Marin County, California",2548,148,2003,210,545,188
6041128200,"Census Tract 1282, Marin County, California",1981,94,1710,124,271,95
6041129000,"Census Tract 1290, Marin County, California",1153,117,238,70,915,93
6041130200,"Census Tract 1302, Marin County, California",4688,247,2496,277,2192,296
6041131000,"Census Tract 1310, Marin County, California",243,48,118,31,125,38
6041132100,"Census Tract 1321, Marin County, California",781,94,549,89,232,76
6041132200,"Census Tract 1322, Marin County, California",770,122,497,124,273,91
6041133000,"Census Tract 1330, Marin County, California",1149,139,685,115,464,120
6043000100,"Census Tract 1, Mariposa County, California",2835,290,1908,258,927,282
6043000200,"Census Tract 2, Mariposa County, California",1444,183,1118,158,326,162
6043000300,"Census Tract 3, Mariposa County, California",2954,249,2065,192,889,232
6043000400,"Census Tract 4, Mariposa County, California",450,149,69,69,381,155
6045010100,"Census Tract 101, Mendocino County, California",1120,81,838,95,282,83
6045010200,"Census Tract 102, Mendocino County, California",1504,130,1085,144,419,117
6045010300,"Census Tract 103, Mendocino County, California",1689,121,1308,156,381,110
6045010400,"Census Tract 104, Mendocino County, California",1318,128,654,120,664,118
6045010500,"Census Tract 105, Mendocino County, California",1628,152,640,133,988,153
6045010600,"Census Tract 106, Mendocino County, California",2860,176,2370,197,490,141
6045010700,"Census Tract 107, Mendocino County, California",2452,191,1191,213,1261,224
6045010801,"Census Tract 108.01, Mendocino County, California",2114,140,1599,141,515,122
6045010802,"Census Tract 108.02, Mendocino County, California",688,79,462,75,226,72
6045010900,"Census Tract 109, Mendocino County, California",1686,129,1221,129,465,138
6045011000,"Census Tract 110, Mendocino County, California",3661,242,3055,262,606,186
6045011100,"Census Tract 111, Mendocino County, California",1652,191,1221,171,431,131
6045011200,"Census Tract 112, Mendocino County, California",1188,102,795,123,393,117
6045011300,"Census Tract 113, Mendocino County, California",2076,133,1138,157,938,171
6045011400,"Census Tract 114, Mendocino County, California",1531,122,1069,119,462,101
6045011500,"Census Tract 115, Mendocino County, California",2380,175,1109,180,1271,213
6045011600,"Census Tract 116, Mendocino County, California",2121,185,652,131,1469,200
6045011700,"Census Tract 117, Mendocino County, California",1455,113,1077,107,378,98
6045011800,"Census Tract 118, Mendocino County, California",844,90,461,93,383,120
6047000100,"Census Tract 1, Merced County, California",382,45,174,47,208,42
6047000200,"Census Tract 2, Merced County, California",3590,186,2608,195,982,193
6047000301,"Census Tract 3.01, Merced County, California",1294,121,794,145,500,143
6047000303,"Census Tract 3.03, Merced County, California",774,75,315,70,459,89
6047000304,"Census Tract 3.04, Merced County, California",2256,167,1486,205,770,183
6047000400,"Census Tract 4, Merced County, California",2993,199,2231,209,762,177
6047000503,"Census Tract 5.03, Merced County, California",637,74,386,69,251,73
6047000504,"Census Tract 5.04, Merced County, California",1470,127,672,116,798,122
6047000505,"Census Tract 5.05, Merced County, California",1701,122,921,154,780,153
6047000601,"Census Tract 6.01, Merced County, California",1662,125,876,132,786,153
6047000602,"Census Tract 6.02, Merced County, California",1115,85,749,97,366,109
6047000603,"Census Tract 6.03, Merced County, California",1832,167,931,140,901,168
6047000701,"Census Tract 7.01, Merced County, California",977,104,373,73,604,110
6047000702,"Census Tract 7.02, Merced County, California",1323,108,1187,130,136,72
6047000801,"Census Tract 8.01, Merced County, California",1334,123,477,80,857,145
6047000802,"Census Tract 8.02, Merced County, California",1338,96,1047,116,291,84
6047000901,"Census Tract 9.01, Merced County, California",1151,91,479,99,672,113
6047000902,"Census Tract 9.02, Merced County, California",1984,160,1532,206,452,137
6047000903,"Census Tract 9.03, Merced County, California",352,58,315,59,37,28
6047001002,"Census Tract 10.02, Merced County, California",3569,256,1831,256,1738,261
6047001003,"Census Tract 10.03, Merced County, California",1400,101,309,97,1091,146
6047001004,"Census Tract 10.04, Merced County, California",1785,139,322,74,1463,141
6047001005,"Census Tract 10.05, Merced County, California",814,99,358,96,456,91
6047001101,"Census Tract 11.01, Merced County, California",2148,140,1218,179,930,183
6047001102,"Census Tract 11.02, Merced County, California",806,71,587,71,219,81
6047001200,"Census Tract 12, Merced County, California",1814,108,1348,120,466,130
6047001301,"Census Tract 13.01, Merced County, California",1175,115,321,71,854,126
6047001302,"Census Tract 13.02, Merced County, California",1215,89,264,91,951,107
6047001401,"Census Tract 14.01, Merced County, California",1410,133,544,87,866,132
6047001402,"Census Tract 14.02, Merced County, California",1556,119,747,134,809,148
6047001501,"Census Tract 15.01, Merced County, California",814,74,530,107,284,105
6047001502,"Census Tract 15.02, Merced County, California",734,105,250,76,484,101
6047001503,"Census Tract 15.03, Merced County, California",1200,99,311,82,889,123
6047001601,"Census Tract 16.01, Merced County, California",967,116,58,31,909,113
6047001602,"Census Tract 16.02, Merced County, California",1542,123,716,178,826,152
6047001700,"Census Tract 17, Merced County, California",2090,170,1006,173,1084,188
6047001801,"Census Tract 18.01, Merced County, California",1085,102,879,95,206,97
6047001802,"Census Tract 18.02, Merced County, California",513,100,289,112,224,108
6047001901,"Census Tract 19.01, Merced County, California",1251,104,811,118,440,97
6047001902,"Census Tract 19.02, Merced County, California",765,59,479,59,286,63
6047002000,"Census Tract 20, Merced County, California",2643,242,1582,215,1061,199
6047002100,"Census Tract 21, Merced County, California",1081,116,554,102,527,140
6047002201,"Census Tract 22.01, Merced County, California",1928,175,767,125,1161,159
6047002202,"Census Tract 22.02, Merced County, California",2562,203,1866,223,696,200
6047002301,"Census Tract 23.01, Merced County, California",1859,149,1615,156,244,100
6047002302,"Census Tract 23.02, Merced County, California",3628,231,2471,291,1157,251
6047002400,"Census Tract 24, Merced County, California",2609,232,1622,265,987,163
6049000100,"Census Tract 1, Modoc County, California",1398,148,872,155,526,105
6049000200,"Census Tract 2, Modoc County, California",855,98,619,93,236,77
6049000300,"Census Tract 3, Modoc County, California",910,132,756,120,154,79
6049000400,"Census Tract 4, Modoc County, California",610,76,408,70,202,54
6051000100,"Census Tract 1, Mono County, California",2350,226,1598,220,752,249
6051000200,"Census Tract 2, Mono County, California",2664,393,1419,282,1245,316
6053000101,"Census Tract 1.01, Monterey County, California",519,70,385,82,134,60
6053000102,"Census Tract 1.02, Monterey County, California",2325,124,1564,182,761,164
6053000103,"Census Tract 1.03, Monterey County, California",1272,138,314,131,958,136
6053000104,"Census Tract 1.04, Monterey County, California",973,54,891,84,82,75
6053000200,"Census Tract 2, Monterey County, California",1693,88,887,113,806,140
6053000300,"Census Tract 3, Monterey County, California",1239,82,556,94,683,103
6053000400,"Census Tract 4, Monterey County, California",1978,200,777,147,1201,198
6053000500,"Census Tract 5, Monterey County, California",1945,143,732,147,1213,161
6053000600,"Census Tract 6, Monterey County, California",1443,98,541,143,902,161
6053000700,"Census Tract 7, Monterey County, California",2458,103,516,142,1942,159
6053000800,"Census Tract 8, Monterey County, California",1217,52,655,103,562,112
6053000900,"Census Tract 9, Monterey County, California",1135,78,353,58,782,90
6053001000,"Census Tract 10, Monterey County, California",242,94,95,51,147,80
6053001100,"Census Tract 11, Monterey County, California",1309,75,692,95,617,89
6053001200,"Census Tract 12, Monterey County, California",1135,114,716,84,419,101
6053001300,"Census Tract 13, Monterey County, California",952,65,174,51,778,73
6053001400,"Census Tract 14, Monterey County, California",1061,81,480,82,581,106
6053001500,"Census Tract 15, Monterey County, California",2471,201,1073,149,1398,196
6053001600,"Census Tract 16, Monterey County, California",1024,65,676,124,348,102
6053001700,"Census Tract 17, Monterey County, California",1280,81,552,125,728,133
6053001800,"Census Tract 18, Monterey County, California",2805,171,1233,146,1572,199
6053010101,"Census Tract 101.01, Monterey County, California",920,95,333,89,587,105
6053010102,"Census Tract 101.02, Monterey County, California",1039,59,875,78,164,66
6053010201,"Census Tract 102.01, Monterey County, California",1153,75,740,104,413,90
6053010202,"Census Tract 102.02, Monterey County, California",1286,78,1018,109,268,102
6053010302,"Census Tract 103.02, Monterey County, California",471,73,270,65,201,97
6053010303,"Census Tract 103.03, Monterey County, California",80,56,21,23,59,51
6053010304,"Census Tract 103.04, Monterey County, California",1625,155,1239,153,386,102
6053010305,"Census Tract 103.05, Monterey County, California",1551,99,1303,102,248,107
6053010400,"Census Tract 104, Monterey County, California",1347,127,586,129,761,149
6053010501,"Census Tract 105.01, Monterey County, California",2306,108,1846,167,460,165
6053010503,"Census Tract 105.03, Monterey County, California",2691,132,1040,194,1651,228
6053010504,"Census Tract 105.04, Monterey County, California",1501,108,785,139,716,149
6053010602,"Census Tract 106.02, Monterey County, California",1449,60,683,116,766,115
6053010603,"Census Tract 106.03, Monterey County, California",2144,86,1719,140,425,121
6053010604,"Census Tract 106.04, Monterey County, California",1227,69,857,113,370,108
6053010605,"Census Tract 106.05, Monterey County, California",839,53,523,101,316,86
6053010606,"Census Tract 106.06, Monterey County, California",1416,111,780,100,636,113
6053010701,"Census Tract 107.01, Monterey County, California",2625,133,2425,140,200,104
6053010702,"Census Tract 107.02, Monterey County, California",1631,114,1450,133,181,98
6053010801,"Census Tract 108.01, Monterey County, California",2393,178,1353,209,1040,185
6053010802,"Census Tract 108.02, Monterey County, California",245,54,118,35,127,43
6053010900,"Census Tract 109, Monterey County, California",0,132,0,132,0,132
6053011000,"Census Tract 110, Monterey County, California",2620,201,1834,226,786,198
6053011101,"Census Tract 111.01, Monterey County, California",1473,117,774,127,699,125
6053011102,"Census Tract 111.02, Monterey County, California",3102,234,2004,272,1098,251
6053011201,"Census Tract 112.01, Monterey County, California",2126,170,1342,173,784,163
6053011202,"Census Tract 112.02, Monterey County, California",1289,96,792,105,497,109
6053011301,"Census Tract 113.01, Monterey County, California",2307,174,1481,199,826,172
6053011302,"Census Tract 113.02, Monterey County, California",1215,153,428,98,787,134
6053011400,"Census Tract 114, Monterey County, California",1176,66,710,77,466,64
6053011500,"Census Tract 115, Monterey County, California",471,82,313,75,158,60
6053011600,"Census Tract 116, Monterey County, California",3752,165,2781,167,971,202
6053011700,"Census Tract 117, Monterey County, California",1742,195,1318,177,424,141
6053011800,"Census Tract 118, Monterey County, California",2108,175,1164,202,944,202
6053011900,"Census Tract 119, Monterey County, California",2047,175,1889,188,158,77
6053012000,"Census Tract 120, Monterey County, California",1258,86,679,138,579,131
6053012100,"Census Tract 121, Monterey County, California",898,66,582,72,316,77
6053012200,"Census Tract 122, Monterey County, California",1146,77,647,98,499,100
6053012301,"Census Tract 123.01, Monterey County, California",384,38,354,33,30,25
6053012302,"Census Tract 123.02, Monterey County, California",846,77,341,67,505,90
6053012401,"Census Tract 124.01, Monterey County, California",856,114,173,57,683,108
6053012402,"Census Tract 124.02, Monterey County, California",1383,115,725,114,658,115
6053012500,"Census Tract 125, Monterey County, California",2589,191,877,137,1712,162
6053012600,"Census Tract 126, Monterey County, California",50,37,0,132,50,37
6053012700,"Census Tract 127, Monterey County, California",1943,130,463,90,1480,142
6053012800,"Census Tract 128, Monterey County, California",2200,167,1658,174,542,128
6053013000,"Census Tract 130, Monterey County, California",1778,138,216,63,1562,131
6053013100,"Census Tract 131, Monterey County, California",558,83,0,132,558,83
6053013200,"Census Tract 132, Monterey County, California",1648,147,1404,159,244,88
6053013300,"Census Tract 133, Monterey County, California",2655,179,659,138,1996,217
6053013400,"Census Tract 134, Monterey County, California",703,40,510,43,193,43
6053013500,"Census Tract 135, Monterey County, California",1686,129,1190,142,496,117
6053013600,"Census Tract 136, Monterey County, California",1449,94,616,111,833,131
6053013700,"Census Tract 137, Monterey County, California",1458,78,423,105,1035,125
6053013800,"Census Tract 138, Monterey County, California",1677,123,1143,157,534,167
6053013900,"Census Tract 139, Monterey County, California",901,77,649,75,252,84
6053014000,"Census Tract 140, Monterey County, California",739,88,353,64,386,97
6053014101,"Census Tract 141.01, Monterey County, California",1202,114,75,31,1127,115
6053014102,"Census Tract 141.02, Monterey County, California",893,136,9,16,884,135
6053014103,"Census Tract 141.03, Monterey County, California",2580,212,358,84,2222,236
6053014200,"Census Tract 142, Monterey County, California",3098,177,1438,189,1660,169
6053014301,"Census Tract 143.01, Monterey County, California",1373,103,618,108,755,110
6053014302,"Census Tract 143.02, Monterey County, California",1566,102,641,101,925,128
6055200201,"Census Tract 2002.01, Napa County, California",1255,95,694,105,561,88
6055200202,"Census Tract 2002.02, Napa County, California",1061,78,345,82,716,113
6055200203,"Census Tract 2002.03, Napa County, California",826,95,366,108,460,142
6055200300,"Census Tract 2003, Napa County, California",2489,145,1615,177,874,147
6055200400,"Census Tract 2004, Napa County, California",1527,81,1109,88,418,91
6055200501,"Census Tract 2005.01, Napa County, California",1731,90,827,136,904,147
6055200502,"Census Tract 2005.02, Napa County, California",3032,220,1214,184,1818,271
6055200503,"Census Tract 2005.03, Napa County, California",738,58,174,51,564,70
6055200600,"Census Tract 2006, Napa County, California",3302,147,2302,173,1000,172
6055200701,"Census Tract 2007.01, Napa County, California",2490,157,1590,178,900,165
6055200702,"Census Tract 2007.02, Napa County, California",2392,129,1625,151,767,141
6055200703,"Census Tract 2007.03, Napa County, California",1101,65,1062,69,39,26
6055200801,"Census Tract 2008.01, Napa County, California",2406,130,1282,192,1124,203
6055200802,"Census Tract 2008.02, Napa County, California",2138,153,1209,150,929,159
6055200900,"Census Tract 2009, Napa County, California",8,13,0,132,8,13
6055201001,"Census Tract 2010.01, Napa County, California",2434,177,2136,193,298,120
6055201002,"Census Tract 2010.02, Napa County, California",2675,158,2349,168,326,104
6055201100,"Census Tract 2011, Napa County, California",1584,150,1295,115,289,118
6055201200,"Census Tract 2012, Napa County, California",1929,148,1656,167,273,116
6055201300,"Census Tract 2013, Napa County, California",1423,206,1050,190,373,93
6055201400,"Census Tract 2014, Napa County, California",3074,249,2690,235,384,119
6055201500,"Census Tract 2015, Napa County, California",870,127,565,103,305,112
6055201600,"Census Tract 2016, Napa County, California",2442,160,1410,177,1032,186
6055201700,"Census Tract 2017, Napa County, California",1930,160,1056,148,874,147
6055201800,"Census Tract 2018, Napa County, California",698,90,592,101,106,48
6055201900,"Census Tract 2019, Napa County, California",498,92,340,83,158,81
6055202000,"Census Tract 2020, Napa County, California",2041,235,1241,239,800,127
6057000102,"Census Tract 1.02, Nevada County, California",2619,155,2391,174,228,107
6057000103,"Census Tract 1.03, Nevada County, California",3176,166,2776,190,400,150
6057000104,"Census Tract 1.04, Nevada County, California",1578,83,1418,97,160,63
6057000105,"Census Tract 1.05, Nevada County, California",1023,117,836,114,187,99
6057000200,"Census Tract 2, Nevada County, California",995,73,890,84,105,60
6057000300,"Census Tract 3, Nevada County, California",919,77,814,88,105,55
6057000401,"Census Tract 4.01, Nevada County, California",2494,148,2153,155,341,126
6057000402,"Census Tract 4.02, Nevada County, California",2546,163,2124,196,422,195
6057000501,"Census Tract 5.01, Nevada County, California",2382,185,1315,177,1067,177
6057000502,"Census Tract 5.02, Nevada County, California",2043,151,1262,171,781,145
6057000600,"Census Tract 6, Nevada County, California",2590,189,964,120,1626,185
6057000701,"Census Tract 7.01, Nevada County, California",3202,159,2676,198,526,194
6057000702,"Census Tract 7.02, Nevada County, California",1587,95,1304,118,283,92
6057000801,"Census Tract 8.01, Nevada County, California",2028,141,1667,174,361,142
6057000802,"Census Tract 8.02, Nevada County, California",2568,252,1779,211,789,185
6057000900,"Census Tract 9, Nevada County, California",1462,170,1136,145,326,121
6057001201,"Census Tract 12.01, Nevada County, California",3790,255,2758,273,1032,263
6057001202,"Census Tract 12.02, Nevada County, California",2540,325,1798,272,742,225
6059001101,"Census Tract 11.01, Orange County, California",1468,85,1156,98,312,91
6059001102,"Census Tract 11.02, Orange County, California",989,59,455,109,534,102
6059001103,"Census Tract 11.03, Orange County, California",1389,64,473,103,916,108
6059001201,"Census Tract 12.01, Orange County, California",1316,87,437,91,879,97
6059001202,"Census Tract 12.02, Orange County, California",868,45,479,72,389,72
6059001301,"Census Tract 13.01, Orange County, California",2146,149,1403,178,743,169
6059001303,"Census Tract 13.03, Orange County, California",1756,69,905,141,851,146
6059001304,"Census Tract 13.04, Orange County, California",1080,58,550,83,530,88
6059001401,"Census Tract 14.01, Orange County, California",1716,75,834,139,882,140
6059001402,"Census Tract 14.02, Orange County, California",1536,47,857,102,679,100
6059001403,"Census Tract 14.03, Orange County, California",1080,39,985,69,95,68
6059001404,"Census Tract 14.04, Orange County, California",956,55,465,93,491,93
6059001501,"Census Tract 15.01, Orange County, California",2277,122,2180,140,97,73
6059001503,"Census Tract 15.03, Orange County, California",1659,100,1062,133,597,117
6059001504,"Census Tract 15.04, Orange County, California",1722,76,960,156,762,151
6059001505,"Census Tract 15.05, Orange County, California",2335,94,1767,160,568,155
6059001506,"Census Tract 15.06, Orange County, California",1564,76,998,110,566,115
6059001507,"Census Tract 15.07, Orange County, California",1894,95,758,84,1136,106
6059001601,"Census Tract 16.01, Orange County, California",2767,101,1978,156,789,142
6059001602,"Census Tract 16.02, Orange County, California",1815,48,1628,84,187,76
6059001704,"Census Tract 17.04, Orange County, California",2242,65,1636,120,606,121
6059001705,"Census Tract 17.05, Orange County, California",1360,65,894,80,466,80
6059001706,"Census Tract 17.06, Orange County, California",1268,88,1028,111,240,74
6059001707,"Census Tract 17.07, Orange County, California",2397,98,1876,162,521,165
6059001708,"Census Tract 17.08, Orange County, California",1250,65,1114,101,136,72
6059001801,"Census Tract 18.01, Orange County, California",1523,62,290,76,1233,93
6059001802,"Census Tract 18.02, Orange County, California",2127,58,545,126,1582,137
6059001901,"Census Tract 19.01, Orange County, California",762,44,577,107,185,85
6059001902,"Census Tract 19.02, Orange County, California",804,25,599,61,205,63
6059001903,"Census Tract 19.03, Orange County, California",926,40,688,83,238,77
6059011000,"Census Tract 110, Orange County, California",2286,117,1377,143,909,156
6059011101,"Census Tract 111.01, Orange County, California",1267,60,622,93,645,104
6059011102,"Census Tract 111.02, Orange County, California",1161,40,857,98,304,86
6059011200,"Census Tract 112, Orange County, California",1496,82,856,85,640,97
6059011300,"Census Tract 113, Orange County, California",1854,109,470,82,1384,136
6059011401,"Census Tract 114.01, Orange County, California",709,54,452,63,257,72
6059011402,"Census Tract 114.02, Orange County, California",853,19,778,42,75,41
6059011403,"Census Tract 114.03, Orange County, California",1826,84,810,143,1016,138
6059011502,"Census Tract 115.02, Orange County, California",1373,79,579,121,794,115
6059011503,"Census Tract 115.03, Orange County, California",534,58,460,58,74,60
6059011504,"Census Tract 115.04, Orange County, California",1858,158,248,79,1610,172
6059011601,"Census Tract 116.01, Orange County, California",2262,115,267,85,1995,127
6059011602,"Census Tract 116.02, Orange County, California",1665,89,992,129,673,129
6059011707,"Census Tract 117.07, Orange County, California",2278,88,1483,155,795,123
6059011708,"Census Tract 117.08, Orange County, California",1739,110,508,66,1231,117
6059011709,"Census Tract 117.09, Orange County, California",1454,46,1385,64,69,52
6059011710,"Census Tract 117.10, Orange County, California",1105,60,945,68,160,67
6059011711,"Census Tract 117.11, Orange County, California",2670,101,490,122,2180,143
6059011712,"Census Tract 117.12, Orange County, California",1487,81,706,95,781,109
6059011714,"Census Tract 117.14, Orange County, California",64,45,0,132,64,45
6059011715,"Census Tract 117.15, Orange County, California",2479,148,1696,141,783,189
6059011716,"Census Tract 117.16, Orange County, California",1559,59,1486,77,73,58
6059011717,"Census Tract 117.17, Orange County, California",924,25,664,73,260,69
6059011718,"Census Tract 117.18, Orange County, California",1118,73,1014,102,104,65
6059011720,"Census Tract 117.20, Orange County, California",1443,75,297,68,1146,89
6059011721,"Census Tract 117.21, Orange County, California",1463,70,326,94,1137,103
6059011722,"Census Tract 117.22, Orange County, California",1244,80,554,74,690,93
6059021802,"Census Tract 218.02, Orange County, California",2597,109,1711,149,886,159
6059021807,"Census Tract 218.07, Orange County, California",1229,74,845,100,384,101
6059021809,"Census Tract 218.09, Orange County, California",1019,26,711,86,308,83
6059021810,"Census Tract 218.10, Orange County, California",1219,34,1123,79,96,67
6059021812,"Census Tract 218.12, Orange County, California",1841,168,1270,129,571,154
6059021813,"Census Tract 218.13, Orange County, California",0,132,0,132,0,132
6059021814,"Census Tract 218.14, Orange County, California",2494,107,1398,135,1096,176
6059021815,"Census Tract 218.15, Orange County, California",2564,68,2374,103,190,77
6059021816,"Census Tract 218.16, Orange County, California",1857,69,1739,92,118,66
6059021817,"Census Tract 218.17, Orange County, California",1368,62,1030,134,338,125
6059021820,"Census Tract 218.20, Orange County, California",1359,51,1231,83,128,60
6059021821,"Census Tract 218.21, Orange County, California",2239,117,1264,151,975,156
6059021822,"Census Tract 218.22, Orange County, California",1974,63,1578,148,396,154
6059021823,"Census Tract 218.23, Orange County, California",1009,67,847,86,162,73
6059021824,"Census Tract 218.24, Orange County, California",855,51,811,60,44,33
6059021825,"Census Tract 218.25, Orange County, California",1095,27,938,53,157,48
6059021826,"Census Tract 218.26, Orange County, California",1007,57,601,91,406,96
6059021827,"Census Tract 218.27, Orange County, California",1053,58,918,65,135,56
6059021828,"Census Tract 218.28, Orange County, California",1327,35,1295,48,32,33
6059021829,"Census Tract 218.29, Orange County, California",1687,82,1625,77,62,51
6059021830,"Census Tract 218.30, Orange County, California",2011,66,1901,79,110,58
6059021903,"Census Tract 219.03, Orange County, California",1113,64,922,110,191,93
6059021905,"Census Tract 219.05, Orange County, California",1692,78,1481,94,211,81
6059021912,"Census Tract 219.12, Orange County, California",1526,41,1474,67,52,53
6059021913,"Census Tract 219.13, Orange County, California",2053,118,1386,148,667,162
6059021914,"Census Tract 219.14, Orange County, California",1392,68,1087,80,305,90
6059021915,"Census Tract 219.15, Orange County, California",1411,64,1318,89,93,52
6059021916,"Census Tract 219.16, Orange County, California",1294,83,1050,78,244,80
6059021917,"Census Tract 219.17, Orange County, California",1171,86,1077,88,94,59
6059021918,"Census Tract 219.18, Orange County, California",1763,73,1483,116,280,103
6059021919,"Census Tract 219.19, Orange County, California",1009,75,805,84,204,81
6059021920,"Census Tract 219.20, Orange County, California",2399,117,2266,119,133,72
6059021921,"Census Tract 219.21, Orange County, California",1399,39,1322,73,77,77
6059021922,"Census Tract 219.22, Orange County, California",2097,137,1258,132,839,148
6059021923,"Census Tract 219.23, Orange County, California",2278,50,2037,131,241,122
6059021924,"Census Tract 219.24, Orange County, California",1413,80,1071,82,342,101
6059032002,"Census Tract 320.02, Orange County, California",2007,100,1799,121,208,83
6059032003,"Census Tract 320.03, Orange County, California",1590,39,1470,86,120,77
6059032011,"Census Tract 320.11, Orange County, California",876,78,745,102,131,82
6059032012,"Census Tract 320.12, Orange County, California",1284,28,1031,102,253,90
6059032013,"Census Tract 320.13, Orange County, California",1992,83,1000,99,992,120
6059032014,"Census Tract 320.14, Orange County, California",1823,110,1343,142,480,126
6059032015,"Census Tract 320.15, Orange County, California",1941,86,1500,89,441,105
