Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6055200505,"Census Tract 2005.05, Napa County, California",2602,315,368,237,14.1,8.3
6055200601,"Census Tract 2006.01, Napa County, California",5290,342,486,236,9.2,4.5
6055200602,"Census Tract 2006.02, Napa County, California",4321,388,222,86,5.1,2
6055200703,"Census Tract 2007.03, Napa County, California",2764,255,112,56,4.1,2
6055200704,"Census Tract 2007.04, Napa County, California",5096,373,552,236,10.8,4.3
6055200705,"Census Tract 2007.05, Napa County, California",2970,216,255,146,8.6,4.9
6055200706,"Census Tract 2007.06, Napa County, California",3175,259,163,85,5.1,2.6
6055200707,"Census Tract 2007.07, Napa County, California",2947,319,128,68,4.3,2.3
6055200802,"Census Tract 2008.02, Napa County, California",5476,489,368,263,6.7,4.7
6055200803,"Census Tract 2008.03, Napa County, California",2143,180,127,93,5.9,4.4
6055200804,"Census Tract 2008.04, Napa County, California",5802,410,491,155,8.5,2.7
6055200900,"Census Tract 2009, Napa County, California",137,48,66,36,48.2,23.6
6055201003,"Census Tract 2010.03, Napa County, California",5244,310,474,221,9,4.3
6055201004,"Census Tract 2010.04, Napa County, California",6222,291,485,241,7.8,3.9
6055201005,"Census Tract 2010.05, Napa County, California",2404,220,215,109,8.9,4.7
6055201006,"Census Tract 2010.06, Napa County, California",3172,245,252,107,7.9,3.3
6055201007,"Census Tract 2010.07, Napa County, California",4316,276,419,200,9.7,4.6
6055201101,"Census Tract 2011.01, Napa County, California",2253,119,39,35,1.7,1.5
6055201102,"Census Tract 2011.02, Napa County, California",1717,232,59,29,3.4,1.7
6055201200,"Census Tract 2012, Napa County, California",4990,327,679,312,13.6,6.4
6055201300,"Census Tract 2013, Napa County, California",2531,168,155,59,6.1,2.2
6055201401,"Census Tract 2014.01, Napa County, California",3264,336,208,187,6.4,5.6
6055201402,"Census Tract 2014.02, Napa County, California",3158,238,152,94,4.8,2.9
6055201403,"Census Tract 2014.03, Napa County, California",707,95,5,7,0.7,1
6055201500,"Census Tract 2015, Napa County, California",2098,267,215,120,10.2,5.5
6055201601,"Census Tract 2016.01, Napa County, California",2564,225,168,117,6.6,4.7
6055201602,"Census Tract 2016.02, Napa County, California",3367,232,448,200,13.3,6.1
6055201700,"Census Tract 2017, Napa County, California",4655,474,475,209,10.2,4.2
6055201800,"Census Tract 2018, Napa County, California",1741,156,79,44,4.5,2.5
6055201900,"Census Tract 2019, Napa County, California",1351,230,96,57,7.1,4.1
6055202000,"Census Tract 2020, Napa County, California",5222,31,576,320,11,6.1
6057000102,"Census Tract 1.02, Nevada County, California",6883,328,204,127,3,1.9
6057000103,"Census Tract 1.03, Nevada County, California",7399,484,469,229,6.3,3
6057000104,"Census Tract 1.04, Nevada County, California",3118,209,370,152,11.9,4.8
6057000105,"Census Tract 1.05, Nevada County, California",2828,377,473,190,16.7,5.9
6057000200,"Census Tract 2, Nevada County, California",2519,280,277,125,11,5
6057000300,"Census Tract 3, Nevada County, California",2461,186,243,90,9.9,3.4
6057000401,"Census Tract 4.01, Nevada County, California",5930,448,437,273,7.4,4.5
6057000402,"Census Tract 4.02, Nevada County, California",6709,816,1443,740,21.5,9.7
6057000501,"Census Tract 5.01, Nevada County, California",5489,499,1179,494,21.5,9
6057000502,"Census Tract 5.02, Nevada County, California",4736,468,1010,325,21.3,6.6
6057000600,"Census Tract 6, Nevada County, California",6709,488,1779,537,26.5,7.2
6057000701,"Census Tract 7.01, Nevada County, California",7262,500,400,151,5.5,2.1
6057000702,"Census Tract 7.02, Nevada County, California",4190,323,435,242,10.4,5.5
6057000801,"Census Tract 8.01, Nevada County, California",5054,445,391,197,7.7,3.7
6057000802,"Census Tract 8.02, Nevada County, California",6129,463,825,294,13.5,4.7
6057000900,"Census Tract 9, Nevada County, California",3955,527,801,241,20.3,5.2
6057001203,"Census Tract 12.03, Nevada County, California",2490,440,215,185,8.6,6.5
6057001204,"Census Tract 12.04, Nevada County, California",2203,390,282,188,12.8,8.2
6057001205,"Census Tract 12.05, Nevada County, California",5217,382,249,159,4.8,3
6057001206,"Census Tract 12.06, Nevada County, California",6556,615,379,354,5.8,5.4
6059001101,"Census Tract 11.01, Orange County, California",4829,259,205,124,4.2,2.6
6059001102,"Census Tract 11.02, Orange County, California",3330,232,386,291,11.6,8.5
6059001103,"Census Tract 11.03, Orange County, California",4522,359,844,454,18.7,9.7
6059001201,"Census Tract 12.01, Orange County, California",5708,354,1267,448,22.2,7.7
6059001202,"Census Tract 12.02, Orange County, California",3754,290,568,288,15.1,7.2
6059001301,"Census Tract 13.01, Orange County, California",6758,390,713,332,10.6,4.9
6059001303,"Census Tract 13.03, Orange County, California",5835,290,539,267,9.2,4.5
6059001304,"Census Tract 13.04, Orange County, California",3810,344,471,179,12.4,4.6
6059001401,"Census Tract 14.01, Orange County, California",4856,396,595,314,12.3,6.2
6059001402,"Census Tract 14.02, Orange County, California",5228,354,661,300,12.6,5.7
6059001403,"Census Tract 14.03, Orange County, California",3195,199,160,106,5,3.2
6059001404,"Census Tract 14.04, Orange County, California",3959,331,573,311,14.5,7.4
6059001501,"Census Tract 15.01, Orange County, California",6139,395,384,274,6.3,4.5
6059001503,"Census Tract 15.03, Orange County, California",5692,366,876,290,15.4,4.8
6059001504,"Census Tract 15.04, Orange County, California",4570,340,234,166,5.1,3.6
6059001505,"Census Tract 15.05, Orange County, California",6996,379,427,244,6.1,3.5
6059001506,"Census Tract 15.06, Orange County, California",4260,309,518,241,12.2,5.7
6059001507,"Census Tract 15.07, Orange County, California",4590,338,285,128,6.2,2.8
6059001601,"Census Tract 16.01, Orange County, California",7832,575,722,338,9.2,4.4
6059001602,"Census Tract 16.02, Orange County, California",4899,217,281,143,5.7,2.9
6059001704,"Census Tract 17.04, Orange County, California",7771,522,791,423,10.2,5.3
6059001705,"Census Tract 17.05, Orange County, California",4356,280,533,347,12.2,7.6
6059001706,"Census Tract 17.06, Orange County, California",3684,288,328,159,8.9,4.3
6059001707,"Census Tract 17.07, Orange County, California",7471,596,412,220,5.5,2.9
6059001708,"Census Tract 17.08, Orange County, California",3576,315,296,145,8.3,4
6059001801,"Census Tract 18.01, Orange County, California",5227,522,1388,410,26.6,7.6
6059001802,"Census Tract 18.02, Orange County, California",8217,815,2137,816,26,8.9
6059001901,"Census Tract 19.01, Orange County, California",2776,204,100,57,3.6,2
6059001902,"Census Tract 19.02, Orange County, California",3012,208,392,129,13,4
6059001903,"Census Tract 19.03, Orange County, California",3612,258,565,252,15.6,6.5
6059011000,"Census Tract 110, Orange County, California",5888,513,438,208,7.4,3.8
6059011101,"Census Tract 111.01, Orange County, California",4504,283,974,514,21.6,11.1
6059011102,"Census Tract 111.02, Orange County, California",4431,326,699,248,15.8,5.1
6059011200,"Census Tract 112, Orange County, California",3861,340,611,256,15.8,6.5
6059011300,"Census Tract 113, Orange County, California",4853,423,584,195,12,3.9
6059011401,"Census Tract 114.01, Orange County, California",1886,159,136,67,7.2,3.6
6059011402,"Census Tract 114.02, Orange County, California",2426,133,61,34,2.5,1.4
6059011403,"Census Tract 114.03, Orange County, California",6610,488,1556,623,23.5,8.4
6059011502,"Census Tract 115.02, Orange County, California",3893,321,649,214,16.7,5.2
6059011503,"Census Tract 115.03, Orange County, California",1702,172,131,108,7.7,5.9
6059011504,"Census Tract 115.04, Orange County, California",4812,491,1469,357,30.5,6.9
6059011601,"Census Tract 116.01, Orange County, California",7637,616,2297,797,30.1,9.3
6059011602,"Census Tract 116.02, Orange County, California",5041,444,730,394,14.5,7.5
6059011707,"Census Tract 117.07, Orange County, California",6441,618,574,273,8.9,4.2
6059011708,"Census Tract 117.08, Orange County, California",4575,485,1213,354,26.5,6.3
6059011709,"Census Tract 117.09, Orange County, California",4601,225,97,76,2.1,1.6
6059011710,"Census Tract 117.10, Orange County, California",3617,256,62,50,1.7,1.4
6059011711,"Census Tract 117.11, Orange County, California",8046,614,943,431,11.7,5.3
6059011712,"Census Tract 117.12, Orange County, California",5105,365,532,197,10.4,3.7
6059011714,"Census Tract 117.14, Orange County, California",941,130,49,27,5.2,3
6059011715,"Census Tract 117.15, Orange County, California",6178,261,348,231,5.6,3.8
6059011716,"Census Tract 117.16, Orange County, California",5177,272,313,162,6,3.1
6059011717,"Census Tract 117.17, Orange County, California",3383,206,119,60,3.5,1.9
6059011718,"Census Tract 117.18, Orange County, California",3121,166,114,105,3.7,3.3
6059011720,"Census Tract 117.20, Orange County, California",6694,487,1950,486,29.1,6.7
6059011721,"Census Tract 117.21, Orange County, California",5184,470,972,282,18.8,5.8
6059011722,"Census Tract 117.22, Orange County, California",2403,211,193,115,8,4.9
6059021802,"Census Tract 218.02, Orange County, California",7319,464,692,430,9.5,5.8
6059021807,"Census Tract 218.07, Orange County, California",4181,302,327,173,7.8,4.1
6059021809,"Census Tract 218.09, Orange County, California",3128,190,90,52,2.9,1.7
6059021810,"Census Tract 218.10, Orange County, California",4031,281,196,102,4.9,2.6
6059021812,"Census Tract 218.12, Orange County, California",6304,457,158,166,2.5,2.6
6059021813,"Census Tract 218.13, Orange County, California",100,132,0,12,0,28.8
6059021814,"Census Tract 218.14, Orange County, California",7349,337,327,128,4.4,1.7
6059021815,"Census Tract 218.15, Orange County, California",8456,327,224,173,2.6,2.1
6059021816,"Census Tract 218.16, Orange County, California",4995,221,226,122,4.5,2.4
6059021817,"Census Tract 218.17, Orange County, California",4162,234,199,162,4.8,3.9
6059021820,"Census Tract 218.20, Orange County, California",4458,276,119,95,2.7,2.1
6059021821,"Census Tract 218.21, Orange County, California",7185,577,564,415,7.8,5.6
6059021822,"Census Tract 218.22, Orange County, California",9667,481,228,149,2.4,1.5
6059021823,"Census Tract 218.23, Orange County, California",3854,233,233,146,6,3.8
6059021824,"Census Tract 218.24, Orange County, California",2716,143,74,49,2.7,1.8
6059021825,"Census Tract 218.25, Orange County, California",3157,249,133,83,4.2,2.7
6059021826,"Census Tract 218.26, Orange County, California",2859,296,69,59,2.4,2.1
6059021827,"Census Tract 218.27, Orange County, California",3227,289,300,276,9.3,8.2
6059021828,"Census Tract 218.28, Orange County, California",4327,193,13,21,0.3,0.5
6059021829,"Census Tract 218.29, Orange County, California",5193,321,95,70,1.8,1.4
6059021830,"Census Tract 218.30, Orange County, California",5655,338,70,91,1.2,1.6
6059021903,"Census Tract 219.03, Orange County, California",4039,351,232,161,5.7,4
6059021905,"Census Tract 219.05, Orange County, California",5454,256,141,106,2.6,1.9
6059021912,"Census Tract 219.12, Orange County, California",4336,232,179,151,4.1,3.5
6059021913,"Census Tract 219.13, Orange County, California",7646,500,983,482,12.9,6
6059021914,"Census Tract 219.14, Orange County, California",4228,461,275,160,6.5,3.6
6059021915,"Census Tract 219.15, Orange County, California",3923,218,151,108,3.8,2.7
6059021916,"Census Tract 219.16, Orange County, California",3373,276,45,37,1.3,1.1
6059021917,"Census Tract 219.17, Orange County, California",3152,263,133,103,4.2,3.3
6059021918,"Census Tract 219.18, Orange County, California",4643,279,491,296,10.6,6.2
6059021919,"Census Tract 219.19, Orange County, California",2856,175,86,65,3,2.3
6059021920,"Census Tract 219.20, Orange County, California",6939,338,160,137,2.3,1.9
6059021921,"Census Tract 219.21, Orange County, California",4409,251,103,123,2.3,2.8
6059021922,"Census Tract 219.22, Orange County, California",4904,354,168,90,3.4,1.8
6059021923,"Census Tract 219.23, Orange County, California",6917,394,242,148,3.5,2.1
6059021924,"Census Tract 219.24, Orange County, California",4302,318,248,233,5.8,5.3
6059032002,"Census Tract 320.02, Orange County, California",6750,374,139,94,2.1,1.4
6059032003,"Census Tract 320.03, Orange County, California",4873,297,148,105,3,2.2
6059032011,"Census Tract 320.11, Orange County, California",1601,194,47,35,2.9,2.2
6059032012,"Census Tract 320.12, Orange County, California",4192,262,307,203,7.3,4.6
6059032013,"Census Tract 320.13, Orange County, California",5452,472,259,169,4.8,3.1
6059032014,"Census Tract 320.14, Orange County, California",6107,479,1193,566,19.5,8.7
6059032015,"Census Tract 320.15, Orange County, California",6563,462,631,397,9.6,6.1
6059032020,"Census Tract 320.20, Orange County, California",5791,355,116,79,2,1.3
6059032022,"Census Tract 320.22, Orange County, California",7004,538,525,398,7.5,5.7
6059032023,"Census Tract 320.23, Orange County, California",14368,720,312,230,2.2,1.6
6059032027,"Census Tract 320.27, Orange County, California",6504,407,338,149,5.2,2.3
6059032028,"Census Tract 320.28, Orange County, California",3122,277,166,87,5.3,2.8
6059032029,"Census Tract 320.29, Orange County, California",4488,431,158,97,3.5,2.2
6059032030,"Census Tract 320.30, Orange County, California",3950,200,87,66,2.2,1.7
6059032031,"Census Tract 320.31, Orange County, California",3607,158,94,57,2.6,1.6
6059032032,"Census Tract 320.32, Orange County, California",3010,230,201,102,6.7,3.5
6059032033,"Census Tract 320.33, Orange County, California",3767,290,238,196,6.3,5.1
6059032034,"Census Tract 320.34, Orange County, California",5834,296,258,176,4.4,3
6059032035,"Census Tract 320.35, Orange County, California",2344,195,94,51,4,2.2
6059032036,"Census Tract 320.36, Orange County, California",3682,226,181,67,4.9,1.8
6059032037,"Census Tract 320.37, Orange County, California",5168,238,359,208,6.9,4
6059032038,"Census Tract 320.38, Orange County, California",6482,274,241,186,3.7,2.9
6059032039,"Census Tract 320.39, Orange County, California",7029,536,504,290,7.2,4.1
6059032040,"Census Tract 320.40, Orange County, California",2712,114,58,43,2.1,1.6
6059032041,"Census Tract 320.41, Orange County, California",965,119,69,60,7.2,6
6059032042,"Census Tract 320.42, Orange County, California",5728,291,79,56,1.4,1
6059032043,"Census Tract 320.43, Orange County, California",3711,191,61,49,1.6,1.3
6059032044,"Census Tract 320.44, Orange County, California",5700,361,275,171,4.8,3
6059032045,"Census Tract 320.45, Orange County, California",3237,165,93,73,2.9,2.3
6059032046,"Census Tract 320.46, Orange County, California",5862,484,248,146,4.2,2.4
6059032047,"Census Tract 320.47, Orange County, California",4338,256,277,136,6.4,3.2
6059032048,"Census Tract 320.48, Orange County, California",5238,405,262,196,5,3.7
6059032049,"Census Tract 320.49, Orange County, California",9465,604,501,276,5.3,2.9
6059032050,"Census Tract 320.50, Orange County, California",4997,282,116,75,2.3,1.5
6059032051,"Census Tract 320.51, Orange County, California",4720,504,206,95,4.4,2
6059032053,"Census Tract 320.53, Orange County, California",8197,386,533,371,6.5,4.4
6059032054,"Census Tract 320.54, Orange County, California",5726,517,534,425,9.3,7.1
6059032055,"Census Tract 320.55, Orange County, California",3879,408,100,85,2.6,2.2
6059032056,"Census Tract 320.56, Orange County, California",7586,333,316,301,4.2,3.9
6059032057,"Census Tract 320.57, Orange County, California",8701,362,197,120,2.3,1.4
6059032058,"Census Tract 320.58, Orange County, California",8768,400,108,83,1.2,1
6059032059,"Census Tract 320.59, Orange County, California",10910,667,269,193,2.5,1.7
6059032061,"Census Tract 320.61, Orange County, California",3816,350,101,62,2.6,1.7
6059042103,"Census Tract 421.03, Orange County, California",7866,765,710,343,9,4.5
6059042106,"Census Tract 421.06, Orange County, California",1308,109,171,99,13.1,7.5
6059042107,"Census Tract 421.07, Orange County, California",4492,478,809,414,18,8.4
6059042108,"Census Tract 421.08, Orange County, California",4880,555,591,217,12.1,4.3
6059042109,"Census Tract 421.09, Orange County, California",5143,412,439,194,8.5,3.7
6059042111,"Census Tract 421.11, Orange County, California",6352,370,327,137,5.1,2.2
6059042112,"Census Tract 421.12, Orange County, California",6219,489,65,75,1,1.2
6059042113,"Census Tract 421.13, Orange County, California",4090,302,386,200,9.4,4.7
6059042114,"Census Tract 421.14, Orange County, California",4232,503,160,125,3.8,3
6059042201,"Census Tract 422.01, Orange County, California",5000,712,510,244,10.2,4.6
6059042203,"Census Tract 422.03, Orange County, California",7535,528,685,437,9.1,5.4
6059042205,"Census Tract 422.05, Orange County, California",7031,545,154,106,2.2,1.5
6059042206,"Census Tract 422.06, Orange County, California",3303,221,138,70,4.2,2.1
6059042305,"Census Tract 423.05, Orange County, California",3299,278,223,86,6.8,2.4
6059042307,"Census Tract 423.07, Orange County, California",6744,446,677,387,10,5.8
6059042310,"Census Tract 423.10, Orange County, California",8814,757,1121,523,12.7,6.1
6059042311,"Census Tract 423.11, Orange County, California",5511,414,355,164,6.4,2.9
6059042312,"Census Tract 423.12, Orange County, California",9878,888,1914,777,19.4,7.4
6059042313,"Census Tract 423.13, Orange County, California",7492,452,831,442,11.1,5.8
6059042315,"Census Tract 423.15, Orange County, California",5613,413,360,163,6.4,2.8
6059042317,"Census Tract 423.17, Orange County, California",3321,226,186,121,5.6,3.6
6059042319,"Census Tract 423.19, Orange County, California",3200,202,124,67,3.9,2.1
6059042320,"Census Tract 423.20, Orange County, California",5808,485,297,169,5.1,2.9
6059042323,"Census Tract 423.23, Orange County, California",4805,554,209,132,4.3,2.7
6059042324,"Census Tract 423.24, Orange County, California",4293,511,564,299,13.1,6.6
6059042325,"Census Tract 423.25, Orange County, California",3695,222,184,109,5,2.9
6059042326,"Census Tract 423.26, Orange County, California",4967,608,429,261,8.6,5
6059042327,"Census Tract 423.27, Orange County, California",4638,361,208,129,4.5,2.7
6059042328,"Census Tract 423.28, Orange County, California",2416,171,188,163,7.8,6.5
6059042329,"Census Tract 423.29, Orange County, California",3968,230,237,123,6,3.1
6059042330,"Census Tract 423.30, Orange County, California",6577,551,632,412,9.6,6.1
6059042331,"Census Tract 423.31, Orange County, California",5789,624,499,334,8.6,5.8
6059042332,"Census Tract 423.32, Orange County, California",5232,469,338,194,6.5,3.5
6059042333,"Census Tract 423.33, Orange County, California",3901,308,176,166,4.5,4.2
6059042334,"Census Tract 423.34, Orange County, California",5424,427,377,243,7,4.5
6059042335,"Census Tract 423.35, Orange County, California",6565,470,702,434,10.7,6.2
6059042336,"Census Tract 423.36, Orange County, California",4683,290,213,124,4.5,2.6
6059042337,"Census Tract 423.37, Orange County, California",3659,350,229,151,6.3,4.3
6059042338,"Census Tract 423.38, Orange County, California",4817,343,261,116,5.4,2.3
6059042339,"Census Tract 423.39, Orange County, California",3659,292,122,81,3.3,2.2
6059052404,"Census Tract 524.04, Orange County, California",318,221,0,12,0,10.4
6059052408,"Census Tract 524.08, Orange County, California",6618,431,219,206,3.3,3.2
6059052410,"Census Tract 524.10, Orange County, California",5338,549,537,285,10.1,5.4
6059052411,"Census Tract 524.11, Orange County, California",5398,316,708,346,13.1,6
6059052415,"Census Tract 524.15, Orange County, California",4204,240,21,18,0.5,0.4
6059052416,"Census Tract 524.16, Orange County, California",4364,399,293,220,6.7,4.9
6059052417,"Census Tract 524.17, Orange County, California",10871,602,1064,396,9.8,3.6
6059052418,"Census Tract 524.18, Orange County, California",19421,1001,2726,885,14,4.5
6059052419,"Census Tract 524.19, Orange County, California",3556,189,68,77,1.9,2.2
6059052420,"Census Tract 524.20, Orange County, California",23812,1768,1592,1237,6.7,5
6059052421,"Census Tract 524.21, Orange County, California",5784,358,358,176,6.2,3
6059052422,"Census Tract 524.22, Orange County, California",4865,327,181,102,3.7,2.1
6059052423,"Census Tract 524.23, Orange County, California",6224,428,1037,572,16.7,9
6059052424,"Census Tract 524.24, Orange County, California",5055,419,306,132,6.1,2.6
6059052425,"Census Tract 524.25, Orange County, California",6458,525,754,558,11.7,8.4
6059052426,"Census Tract 524.26, Orange County, California",13528,550,829,336,6.1,2.5
6059052427,"Census Tract 524.27, Orange County, California",5613,265,52,37,0.9,0.7
6059052428,"Census Tract 524.28, Orange County, California",6541,393,140,112,2.1,1.7
6059052502,"Census Tract 525.02, Orange County, California",6091,358,382,235,6.3,3.9
6059052505,"Census Tract 525.05, Orange County, California",5319,447,563,291,10.6,5.3
6059052506,"Census Tract 525.06, Orange County, California",2471,148,139,78,5.6,3.1
6059052511,"Census Tract 525.11, Orange County, California",6015,446,371,228,6.2,3.8
6059052513,"Census Tract 525.13, Orange County, California",5492,470,666,372,12.1,6.8
6059052514,"Census Tract 525.14, Orange County, California",5598,415,500,211,8.9,4
6059052515,"Census Tract 525.15, Orange County, California",9667,701,1227,500,12.7,5.3
6059052517,"Census Tract 525.17, Orange County, California",12535,980,1159,585,9.2,4.6
6059052518,"Census Tract 525.18, Orange County, California",5645,517,637,315,11.3,5.4
6059052519,"Census Tract 525.19, Orange County, California",4418,322,478,193,10.8,4.2
6059052520,"Census Tract 525.20, Orange County, California",3610,241,348,191,9.6,5
6059052521,"Census Tract 525.21, Orange County, California",5195,650,808,432,15.6,8.2
6059052522,"Census Tract 525.22, Orange County, California",4211,231,413,220,9.8,5.2
6059052523,"Census Tract 525.23, Orange County, California",4112,313,519,284,12.6,6.4
6059052524,"Census Tract 525.24, Orange County, California",8600,804,807,633,9.4,6.9
6059052525,"Census Tract 525.25, Orange County, California",17051,1114,1648,638,9.7,3.7
6059052526,"Census Tract 525.26, Orange County, California",4703,267,275,137,5.8,2.9
6059052527,"Census Tract 525.27, Orange County, California",9224,503,787,441,8.5,4.8
6059052528,"Census Tract 525.28, Orange County, California",4029,339,271,166,6.7,4.2
6059062604,"Census Tract 626.04, Orange County, California",16188,1397,542,377,3.3,2.3
6059062605,"Census Tract 626.05, Orange County, California",2926,234,310,134,10.6,4.4
6059062610,"Census Tract 626.10, Orange County, California",9192,633,1930,564,21,5.7
6059062611,"Census Tract 626.11, Orange County, California",4643,305,1613,344,34.7,6.7
6059062612,"Census Tract 626.12, Orange County, California",8322,547,1136,511,13.7,5.7
6059062614,"Census Tract 626.14, Orange County, California",11013,789,4928,811,44.7,5.2
6059062619,"Census Tract 626.19, Orange County, California",3959,323,289,134,7.3,3.4
6059062620,"Census Tract 626.20, Orange County, California",5273,492,245,128,4.6,2.5
6059062621,"Census Tract 626.21, Orange County, California",9365,552,985,357,10.5,3.8
6059062622,"Census Tract 626.22, Orange County, California",3889,288,562,198,14.5,5.3
6059062625,"Census Tract 626.25, Orange County, California",4119,378,739,446,17.9,9.8
6059062626,"Census Tract 626.26, Orange County, California",3401,261,2244,302,66,6.5
6059062627,"Census Tract 626.27, Orange County, California",3686,350,1412,386,38.3,8.6
6059062628,"Census Tract 626.28, Orange County, California",2771,213,308,109,11.1,3.7
6059062629,"Census Tract 626.29, Orange County, California",2685,158,105,58,3.9,2.2
6059062630,"Census Tract 626.30, Orange County, California",1856,166,68,34,3.7,1.9
6059062631,"Census Tract 626.31, Orange County, California",3129,212,78,58,2.5,1.8
6059062632,"Census Tract 626.32, Orange County, California",3856,347,158,80,4.1,2
6059062633,"Census Tract 626.33, Orange County, California",6373,261,282,144,4.4,2.3
6059062634,"Census Tract 626.34, Orange County, California",5351,360,188,106,3.5,2
6059062635,"Census Tract 626.35, Orange County, California",4120,290,135,75,3.3,1.8
6059062636,"Census Tract 626.36, Orange County, California",3981,327,134,70,3.4,1.8
6059062637,"Census Tract 626.37, Orange County, California",4581,290,286,124,6.2,2.7
6059062638,"Census Tract 626.38, Orange County, California",6643,427,325,257,4.9,3.8
6059062639,"Census Tract 626.39, Orange County, California",7842,378,314,200,4,2.6
6059062640,"Census Tract 626.40, Orange County, California",3668,257,349,200,9.5,5.2
6059062641,"Census Tract 626.41, Orange County, California",5217,338,196,119,3.8,2.2
6059062642,"Census Tract 626.42, Orange County, California",2600,174,174,130,6.7,5
6059062643,"Census Tract 626.43, Orange County, California",7083,597,310,207,4.4,2.9
6059062644,"Census Tract 626.44, Orange County, California",9122,638,840,414,9.2,4.5
6059062645,"Census Tract 626.45, Orange County, California",6778,653,271,144,4,2.1
6059062646,"Census Tract 626.46, Orange County, California",3731,262,338,127,9.1,3.5
6059062647,"Census Tract 626.47, Orange County, California",4309,466,605,264,14,6.1
6059062648,"Census Tract 626.48, Orange County, California",2677,164,325,125,12.1,4.6
6059062649,"Census Tract 626.49, Orange County, California",3285,172,445,195,13.5,5.9
6059062701,"Census Tract 627.01, Orange County, California",2640,331,121,87,4.6,3.2
6059062702,"Census Tract 627.02, Orange County, California",4767,342,201,98,4.2,2.1
6059062800,"Census Tract 628, Orange County, California",4034,511,558,283,13.8,6.3
6059062900,"Census Tract 629, Orange County, California",1562,156,92,50,5.9,3.2
6059063004,"Census Tract 630.04, Orange County, California",6378,579,305,173,4.8,2.7
6059063005,"Census Tract 630.05, Orange County, California",1430,163,98,51,6.9,3.4
6059063006,"Census Tract 630.06, Orange County, California",2799,334,100,48,3.6,1.7
6059063007,"Census Tract 630.07, Orange County, California",6420,579,392,281,6.1,4.4
6059063008,"Census Tract 630.08, Orange County, California",806,127,0,12,0,4.2
6059063009,"Census Tract 630.09, Orange County, California",1677,111,92,52,5.5,3
6059063010,"Census Tract 630.10, Orange County, California",7086,572,326,164,4.6,2.3
6059063101,"Census Tract 631.01, Orange County, California",3077,230,282,158,9.2,5
6059063102,"Census Tract 631.02, Orange County, California",6678,356,630,280,9.4,4.2
6059063103,"Census Tract 631.03, Orange County, California",2659,311,281,193,10.6,6.8
6059063201,"Census Tract 632.01, Orange County, California",3969,340,467,188,11.8,4.8
6059063202,"Census Tract 632.02, Orange County, California",3776,301,253,121,6.7,3.3
6059063301,"Census Tract 633.01, Orange County, California",2886,271,309,203,10.7,6.6
6059063302,"Census Tract 633.02, Orange County, California",4225,319,364,188,8.6,4.4
6059063400,"Census Tract 634, Orange County, California",4888,387,241,122,4.9,2.5
6059063500,"Census Tract 635, Orange County, California",5806,609,564,325,9.7,5.2
6059063601,"Census Tract 636.01, Orange County, California",3632,272,267,167,7.4,4.4
6059063603,"Census Tract 636.03, Orange County, California",6306,571,385,148,6.1,2.5
6059063604,"Census Tract 636.04, Orange County, California",4262,404,806,357,18.9,7.8
6059063605,"Census Tract 636.05, Orange County, California",5376,420,1894,562,35.2,9.5
6059063701,"Census Tract 637.01, Orange County, California",5717,395,1811,637,31.7,10.6
6059063702,"Census Tract 637.02, Orange County, California",5852,552,995,447,17,7.4
6059063802,"Census Tract 638.02, Orange County, California",2977,268,190,192,6.4,6.5
6059063803,"Census Tract 638.03, Orange County, California",4491,351,337,110,7.5,2.4
6059063805,"Census Tract 638.05, Orange County, California",2556,163,269,197,10.5,7.4
6059063806,"Census Tract 638.06, Orange County, California",3744,242,174,110,4.6,2.9
6059063807,"Census Tract 638.07, Orange County, California",5044,446,826,334,16.4,6.5
6059063808,"Census Tract 638.08, Orange County, California",6093,429,1833,470,30.1,6.9
6059063902,"Census Tract 639.02, Orange County, California",7090,524,1083,481,15.3,6.6
6059063903,"Census Tract 639.03, Orange County, California",4153,360,308,192,7.4,4.8
6059063904,"Census Tract 639.04, Orange County, California",4806,356,627,332,13,6.5
6059063905,"Census Tract 639.05, Orange County, California",4545,422,424,182,9.3,3.8
6059063906,"Census Tract 639.06, Orange County, California",5939,520,437,247,7.4,4.3
6059063907,"Census Tract 639.07, Orange County, California",7982,448,484,228,6.1,2.9
6059063908,"Census Tract 639.08, Orange County, California",5445,421,385,240,7.1,4.5
6059074003,"Census Tract 740.03, Orange County, California",4287,397,525,263,12.2,5.5
6059074004,"Census Tract 740.04, Orange County, California",8555,856,648,281,7.6,3.4
6059074005,"Census Tract 740.05, Orange County, California",7633,538,1025,422,13.4,5.3
6059074006,"Census Tract 740.06, Orange County, California",5579,417,631,261,11.3,4.4
6059074102,"Census Tract 741.02, Orange County, California",6543,583,669,317,10.2,4.6
6059074103,"Census Tract 741.03, Orange County, California",4875,420,529,228,10.9,4.5
6059074106,"Census Tract 741.06, Orange County, California",6784,446,748,317,11,4.6
6059074107,"Census Tract 741.07, Orange County, California",6811,518,416,195,6.1,3.1
6059074108,"Census Tract 741.08, Orange County, California",4988,451,552,257,11.1,5.5
6059074109,"Census Tract 741.09, Orange County, California",3519,290,550,263,15.6,7.6
